code,industry,pred
301380,科技,0
301376,制造,3
301370,消费,3
301365,公用事业,3
301362,制造,3
301356,制造,3
301355,制造,3
301353,制造,0
301345,制造,0
301336,制造,3
301330,科技,0
301329,科技,4
301326,科技,0
301325,科技,3
301320,制造,3
301317,制造,0
301316,科技,0
301313,消费,0
301312,制造,0
301300,周期资源,4
301297,科技,4
301295,公用事业,4
301293,消费,3
301291,公用事业,0
301286,周期资源,3
301283,周期资源,4
301280,制造,0
301278,科技,0
301260,制造,0
301259,公用事业,3
301257,消费,0
301246,消费,0
301231,消费,0
301230,消费,0
301227,制造,0
301220,周期资源,4
301215,制造,3
301210,科技,0
301206,周期资源,4
301205,科技,0
301199,制造,3
301196,周期资源,0
301185,科技,0
301179,公用事业,3
301175,公用事业,3
301168,科技,3
301155,科技,0
301149,周期资源,0
301139,科技,4
301133,制造,3
301132,科技,0
301131,周期资源,4
301130,消费,0
301123,科技,4
301122,消费,0
301112,制造,0
301105,制造,3
301092,周期资源,4
301085,科技,0
301075,消费,0
301073,消费,0
301067,科技,0
301062,制造,3
301061,制造,0
301060,消费,0
301053,制造,0
301051,科技,4
301048,制造,0
301047,消费,0
301043,制造,0
301038,公用事业,3
301026,周期资源,4
301024,公用事业,3
301019,周期资源,0
301018,制造,3
301017,消费,0
301016,制造,0
301015,消费,0
301007,制造,3
301006,制造,3
301004,制造,4
300998,制造,3
300994,制造,0
300992,制造,0
300985,制造,0
300984,制造,3
300982,公用事业,0
300980,周期资源,4
300979,制造,3
300972,消费,0
300969,制造,0
300966,消费,0
300965,科技,0
300964,科技,0
300962,消费,0
300961,公用事业,0
300959,科技,4
300953,科技,0
300949,公用事业,0
300948,公用事业,0
300947,消费,0
300940,科技,0
300937,消费,0
300933,公用事业,0
300923,制造,3
300919,科技,4
300915,消费,0
300911,制造,3
300909,科技,4
300904,科技,0
300900,科技,0
300892,消费,0
300891,周期资源,0
300885,制造,0
300881,周期资源,0
300878,消费,0
300872,科技,0
300861,制造,0
300853,公用事业,0
300850,科技,4
300844,公用事业,0
300842,科技,4
300838,制造,3
300834,周期资源,4
300830,科技,3
300825,制造,0
300815,公用事业,0
300814,科技,4
300793,科技,0
300789,科技,0
300783,消费,0
300781,消费,0
300779,公用事业,0
300778,公用事业,4
300774,公用事业,0
300771,科技,4
300770,消费,3
300769,科技,0
300766,科技,0
300760,消费,0
300759,消费,0
300757,制造,0
300748,周期资源,4
300745,制造,0
300741,周期资源,4
300738,科技,0
300731,周期资源,4
300720,制造,0
300719,科技,0
300715,周期资源,4
300711,科技,0
300701,科技,4
300687,科技,0
300686,科技,0
300684,科技,4
300674,科技,0
300672,科技,4
300666,科技,4
300660,制造,3
300657,科技,0
300656,科技,0
300652,制造,3
300647,科技,4
300645,科技,0
300639,消费,3
300637,周期资源,4
300636,消费,3
300635,公用事业,0
300634,科技,0
300633,消费,0
300626,制造,0
300617,公用事业,0
300616,制造,0
300614,公用事业,0
300606,制造,3
300605,科技,0
300598,科技,0
300597,科技,0
300594,制造,0
300588,科技,0
300581,科技,0
300571,科技,4
300566,科技,0
300555,科技,4
300554,制造,0
300548,科技,0
300547,制造,4
300542,科技,0
300540,制造,0
300539,周期资源,4
300537,科技,3
300536,公用事业,0
300533,消费,0
300530,周期资源,0
300527,科技,0
300525,科技,0
300521,制造,3
300513,科技,0
300512,制造,0
300500,公用事业,3
300492,公用事业,0
300485,消费,3
300477,科技,3
300476,科技,4
300473,制造,3
300469,科技,0
300468,科技,0
300463,消费,0
300461,制造,3
300460,科技,0
300459,消费,0
300451,科技,0
300450,科技,4
300439,消费,0
300438,科技,0
300436,消费,0
300432,科技,4
300429,科技,4
300428,制造,0
300421,制造,3
300418,消费,0
300410,科技,4
300405,周期资源,0
300400,制造,0
300383,科技,0
300382,制造,4
300381,消费,0
300380,科技,0
300378,科技,0
300376,科技,0
300375,制造,3
300369,科技,0
300366,科技,0
300359,消费,0
300347,消费,3
300341,公用事业,0
300323,科技,0
300307,制造,0
300304,制造,0
300301,科技,0
300299,消费,0
300272,制造,0
300261,周期资源,4
300256,科技,0
300255,消费,0
300250,科技,0
300241,科技,0
300238,消费,4
300236,科技,0
300223,科技,4
300220,消费,0
300219,科技,3
300212,科技,0
300209,科技,4
300203,制造,0
300199,消费,0
300197,公用事业,0
300192,消费,0
300190,公用事业,4
300176,制造,0
300171,消费,0
300168,科技,0
300162,科技,0
300161,制造,0
300159,制造,3
300157,制造,3
300149,消费,0
300147,消费,0
300132,消费,0
300131,科技,0
300130,科技,0
300128,科技,4
300123,科技,0
300120,科技,3
300113,消费,0
300101,科技,0
300100,制造,3
300098,科技,0
300095,制造,0
300086,消费,0
300084,制造,3
300081,科技,3
300074,科技,0
300071,消费,0
300069,公用事业,0
300068,科技,3
300063,消费,0
300056,公用事业,0
300052,科技,0
300051,科技,0
300042,科技,0
300041,周期资源,4
300040,公用事业,3
300035,科技,0
300032,科技,0
300031,消费,0
300027,消费,0
300026,消费,0
300016,消费,0
300007,制造,0
300005,消费,0
003816,公用事业,0
003043,科技,0
003042,周期资源,4
003037,周期资源,3
003035,公用事业,3
003031,科技,0
003026,科技,4
003025,制造,3
003019,科技,0
003018,制造,3
003012,制造,3
003011,制造,3
003007,科技,3
003005,科技,0
003003,制造,3
003002,周期资源,4
003001,公用事业,0
002995,消费,3
002992,科技,0
002990,科技,0
002985,科技,0
002984,制造,3
002973,公用事业,0
002966,金融地产,3
002965,制造,3
002962,科技,4
002958,金融地产,3
002956,消费,0
002948,金融地产,3
002943,制造,0
002940,消费,0
002936,金融地产,3
002932,消费,3
002930,公用事业,0
002927,公用事业,3
002922,科技,4
002913,科技,0
002910,消费,3
002909,周期资源,0
002903,制造,0
002899,消费,0
002897,科技,4
002893,公用事业,0
002890,制造,3
002887,公用事业,0
002875,消费,0
002872,消费,0
002871,制造,3
002867,消费,0
002857,公用事业,0
002856,公用事业,0
002853,制造,0
002851,科技,4
002847,消费,0
002832,消费,0
002820,消费,3
002818,消费,0
002815,科技,3
002813,制造,0
002807,金融地产,3
002806,制造,3
002805,科技,0
002801,制造,0
002798,制造,0
002797,金融地产,2
002795,制造,0
002791,周期资源,0
002789,公用事业,0
002786,制造,0
002780,消费,0
002771,科技,0
002768,周期资源,4
002765,制造,3
002761,公用事业,0
002759,科技,0
002755,消费,0
002753,周期资源,4
002748,周期资源,4
002727,消费,0
002726,消费,0
002724,制造,3
002717,公用事业,0
002715,制造,0
002708,制造,0
002705,制造,3
002701,制造,0
002694,周期资源,3
002693,消费,0
002691,制造,3
002689,制造,0
002687,消费,0
002685,制造,0
002681,科技,0
002670,金融地产,3
002662,制造,0
002661,消费,0
002657,科技,3
002654,科技,0
002649,科技,4
002642,科技,0
002641,周期资源,4
002638,制造,3
002636,科技,0
002634,消费,0
002623,科技,0
002622,消费,0
002620,公用事业,0
002617,公用事业,3
002613,周期资源,4
002612,消费,0
002607,消费,0
002598,制造,0
002594,制造,3
002592,制造,3
002586,公用事业,3
002584,科技,4
002582,消费,0
002581,消费,3
002568,消费,0
002563,消费,0
002547,制造,0
002541,公用事业,3
002539,周期资源,4
002538,周期资源,4
002535,制造,3
002532,周期资源,4
002528,科技,0
002526,制造,3
002522,周期资源,4
002520,制造,0
002517,消费,0
002512,科技,0
002508,制造,0
002506,科技,4
002501,周期资源,4
002498,公用事业,0
002495,消费,0
002485,消费,0
002480,公用事业,0
002475,科技,4
002459,科技,4
002455,周期资源,4
002444,制造,0
002440,周期资源,4
002439,科技,0
002432,消费,0
002427,周期资源,3
002422,消费,0
002418,制造,0
002405,科技,0
002400,消费,0
002398,周期资源,0
002390,消费,0
002387,科技,0
002382,消费,0
002377,周期资源,3
002363,制造,0
002358,公用事业,4
002357,公用事业,0
002356,消费,0
002355,制造,0
002354,消费,3
002352,公用事业,0
002350,公用事业,0
002348,消费,0
002346,公用事业,0
002344,消费,0
002339,公用事业,3
002323,公用事业,0
002317,消费,0
002314,金融地产,0
002300,公用事业,0
002291,消费,0
002290,制造,0
002289,科技,0
002275,消费,0
002266,公用事业,0
002252,消费,0
002247,周期资源,0
002230,科技,0
002224,周期资源,3
002222,科技,4
002194,科技,4
002193,消费,3
002185,科技,0
002182,周期资源,3
002176,制造,0
002175,制造,3
002174,消费,0
002164,制造,0
002161,科技,0
002157,消费,0
002148,科技,0
002146,金融地产,0
002145,周期资源,4
002141,科技,0
002140,公用事业,3
002132,制造,0
002131,制造,3
002124,消费,0
002123,科技,0
002111,科技,4
002110,周期资源,4
002105,制造,4
002102,消费,0
002099,消费,0
002095,消费,0
002093,消费,0
002090,公用事业,4
002088,周期资源,4
002086,消费,4
002085,制造,0
002084,制造,3
002081,公用事业,0
002079,科技,0
002078,制造,3
002077,科技,0
002074,科技,4
002067,制造,0
002058,制造,0
002055,科技,4
002053,公用事业,2
002043,周期资源,3
002042,制造,3
002038,消费,0
002037,周期资源,4
002027,消费,3
002011,制造,3
002001,周期资源,4
001914,金融地产,0
001391,公用事业,0
001386,制造,0
001368,消费,0
001359,周期资源,0
001336,公用事业,0
001335,周期资源,4
001331,公用事业,3
001326,制造,0
001323,制造,0
001322,制造,0
001312,制造,0
001296,周期资源,4
001282,制造,3
001280,周期资源,3
001256,制造,0
001255,周期资源,1
001238,消费,3
001236,金融地产,3
001233,制造,3
001223,制造,3
001220,公用事业,3
001216,制造,0
001213,公用事业,0
001209,消费,0
000998,消费,0
000983,周期资源,4
000980,制造,0
000973,周期资源,0
000965,金融地产,0
000938,科技,0
000937,周期资源,0
000936,周期资源,3
000935,金融地产,0
000926,金融地产,0
000925,制造,3
000923,周期资源,0
000921,制造,0
000911,消费,0
000910,制造,0
000908,消费,0
000901,制造,0
000900,公用事业,3
000897,金融地产,2
000895,消费,0
000887,制造,3
000886,公用事业,0
000883,公用事业,0
000882,消费,0
000860,消费,0
000830,周期资源,4
000826,公用事业,3
000820,公用事业,0
000818,周期资源,0
000803,公用事业,3
000799,消费,0
000796,消费,0
000786,周期资源,4
000785,消费,0
000768,科技,0
000756,消费,0
000733,科技,0
000720,公用事业,0
000712,金融地产,3
000709,周期资源,4
000707,周期资源,0
000705,消费,0
000695,科技,0
000692,公用事业,0
000682,公用事业,0
000676,消费,3
000665,消费,3
000651,制造,3
000639,消费,0
000637,周期资源,4
000636,科技,3
000632,公用事业,0
000631,公用事业,0
000630,周期资源,4
000620,金融地产,3
000612,周期资源,0
000608,金融地产,0
000605,公用事业,0
000603,周期资源,3
000600,公用事业,0
000599,制造,0
000596,消费,0
000591,公用事业,3
000589,制造,0
000568,消费,0
000567,金融地产,0
000564,消费,0
000557,公用事业,3
000551,公用事业,4
000544,公用事业,0
000520,公用事业,3
000517,金融地产,0
000504,消费,0
000503,科技,0
000425,制造,3
000420,周期资源,4
000417,消费,0
000415,金融地产,3
000410,制造,0
000403,消费,0
000402,金融地产,0
000301,周期资源,0
000159,周期资源,0
000157,制造,0
000153,消费,0
000096,周期资源,3
000090,金融地产,0
000066,科技,0
000062,科技,4
000056,金融地产,3
000039,制造,0
000037,公用事业,0
000035,公用事业,3
000021,科技,0
000017,消费,0
000016,制造,0
000011,金融地产,0
000010,公用事业,0
000007,消费,3
688807,科技,4
688798,科技,4
688796,消费,0
688790,科技,4
688786,周期资源,0
688785,科技,4
688768,制造,3
688765,消费,0
688759,消费,3
688727,科技,0
688708,科技,0
688700,制造,0
688697,制造,0
688695,科技,0
688690,消费,0
688669,周期资源,4
688661,科技,0
688656,消费,3
688653,科技,4
688629,科技,0
688623,制造,0
688616,公用事业,0
688610,制造,0
688603,科技,4
688592,科技,0
688583,制造,0
688580,消费,0
688577,制造,0
688566,消费,0
688565,公用事业,0
688560,科技,4
688549,科技,0
688545,科技,0
688536,科技,0
688535,科技,4
688519,科技,0
688515,科技,3
688507,科技,0
688506,消费,0
688501,公用事业,0
688498,科技,0
688485,制造,0
688472,科技,0
688449,科技,0
688388,科技,0
688383,制造,0
688376,公用事业,4
688358,消费,0
688334,消费,0
688328,制造,0
688311,科技,3
688300,周期资源,4
688299,科技,0
688291,科技,0
688283,科技,0
688281,科技,4
688270,科技,0
688260,科技,4
688258,科技,0
688253,消费,0
688251,科技,0
688238,消费,0
688231,周期资源,4
688229,科技,0
688227,科技,0
688225,科技,0
688217,消费,0
688209,科技,0
688205,科技,0
688201,科技,0
688196,周期资源,4
688187,制造,3
688180,消费,0
688179,周期资源,0
688177,消费,0
688175,科技,0
688170,制造,3
688160,制造,0
688153,科技,4
688128,制造,0
688123,科技,4
688113,制造,0
688103,科技,4
688102,周期资源,4
688091,消费,0
688090,制造,0
688087,周期资源,4
688085,消费,3
688084,科技,3
688082,科技,0
688078,科技,0
688077,周期资源,4
688072,科技,0
688052,科技,0
688036,科技,0
688029,消费,0
688023,科技,0
688015,制造,0
688012,科技,0
688010,科技,0
688008,科技,0
688002,科技,0
605500,制造,0
605488,周期资源,4
605378,科技,0
605358,科技,4
605339,消费,3
605337,消费,0
605318,周期资源,1
605305,制造,0
605289,公用事业,0
605266,消费,0
605258,科技,0
605196,公用事业,4
605169,公用事业,0
605168,消费,0
605111,科技,3
605100,制造,0
605098,消费,0
605089,消费,0
605080,消费,0
605060,制造,0
605058,科技,4
605055,制造,0
605011,公用事业,3
605009,消费,0
603987,消费,0
603979,周期资源,4
603969,制造,3
603949,制造,0
603936,科技,0
603916,周期资源,4
603915,制造,0
603909,公用事业,0
603908,消费,0
603895,制造,3
603890,科技,4
603871,公用事业,3
603869,科技,0
603858,消费,0
603810,周期资源,4
603806,科技,0
603776,制造,0
603768,制造,0
603728,制造,0
603709,制造,0
603706,公用事业,0
603697,消费,0
603681,周期资源,4
603680,制造,0
603679,科技,0
603662,制造,0
603657,制造,0
603655,制造,3
603633,科技,0
603630,消费,3
603629,科技,0
603610,制造,3
603607,制造,0
603583,制造,3
603568,公用事业,3
603551,制造,0
603530,公用事业,0
603519,制造,0
603518,消费,0
603488,制造,0
603459,科技,4
603402,消费,0
603399,周期资源,0
603396,科技,4
603395,周期资源,4
603392,消费,0
603386,科技,0
603382,周期资源,4
603379,周期资源,0
603376,制造,3
603370,制造,0
603360,周期资源,0
603351,消费,0
603338,制造,0
603335,制造,0
603332,周期资源,4
603322,科技,0
603320,制造,0
603317,消费,0
603300,金融地产,0
603291,公用事业,3
603288,消费,0
603283,制造,0
603276,周期资源,4
603273,制造,3
603272,制造,0
603268,科技,0
603262,消费,0
603259,消费,0
603257,公用事业,0
603230,消费,3
603220,科技,4
603218,科技,0
603207,消费,0
603206,科技,0
603197,制造,3
603196,消费,0
603194,制造,0
603182,消费,3
603178,制造,0
603137,公用事业,3
603135,制造,3
603120,周期资源,4
603118,科技,0
603116,消费,0
603110,周期资源,4
603107,制造,0
603106,科技,0
603105,公用事业,0
603103,消费,0
603101,消费,0
603091,制造,0
603090,制造,4
603083,科技,4
603082,制造,3
603075,制造,0
603073,周期资源,0
603072,周期资源,4
603062,周期资源,3
603058,制造,0
603053,公用事业,0
603042,科技,0
603038,周期资源,0
603035,制造,0
603032,科技,0
603004,周期资源,4
603001,消费,0
601975,公用事业,0
601966,制造,3
601956,制造,0
601900,消费,0
601898,周期资源,4
601890,科技,0
601878,金融地产,3
601865,科技,4
601828,消费,0
601789,公用事业,3
601777,制造,0
601702,周期资源,4
601579,消费,0
601456,金融地产,3
601399,制造,3
601339,制造,0
601212,周期资源,4
601179,公用事业,0
601177,制造,0
601169,金融地产,3
601137,周期资源,4
601117,公用事业,0
601113,周期资源,0
601100,制造,0
601098,消费,0
601058,制造,0
601026,科技,0
601022,公用事业,0
601008,公用事业,3
601001,周期资源,4
600998,消费,0
600979,公用事业,0
600969,公用事业,3
600967,科技,0
600903,公用事业,0
600893,科技,3
600882,消费,0
600858,消费,0
600841,制造,0
600828,消费,0
600824,消费,0
600819,周期资源,4
600818,制造,0
600798,公用事业,0
600785,消费,0
600776,科技,0
600770,公用事业,3
600768,周期资源,0
600737,消费,0
600732,科技,4
600731,周期资源,4
600704,公用事业,3
600699,制造,3
600690,制造,3
600675,金融地产,0
600673,公用事业,0
600623,周期资源,3
600621,金融地产,3
600601,科技,4
600600,消费,0
600581,周期资源,0
600575,公用事业,3
600558,制造,0
600537,科技,4
600520,制造,0
600515,公用事业,2
600513,消费,0
600508,周期资源,4
600507,周期资源,4
600506,周期资源,0
600486,周期资源,4
600480,制造,3
600476,科技,4
600470,周期资源,4
600456,周期资源,4
600426,周期资源,4
600410,科技,0
600375,制造,0
600372,科技,0
600371,消费,0
600352,周期资源,3
600332,消费,0
600330,科技,0
600320,制造,0
600315,消费,0
600298,消费,0
600289,科技,0
600285,消费,0
600269,公用事业,0
600267,消费,0
600251,消费,1
600243,制造,3
600227,周期资源,0
600223,消费,0
600219,周期资源,0
600198,科技,3
600197,消费,0
600193,公用事业,0
600185,消费,0
600178,制造,3
600157,公用事业,3
600156,制造,3
600153,公用事业,0
600133,公用事业,3
600096,周期资源,0
600078,周期资源,4
600066,制造,0
600052,公用事业,3
600051,公用事业,3
600048,金融地产,0
600038,科技,3
600032,公用事业,3
600026,公用事业,3
600023,公用事业,3
600021,公用事业,3
301680,制造,0
301656,制造,3
301626,科技,0
301616,制造,3
301611,科技,4
301609,公用事业,4
301606,科技,0
301578,制造,0
301571,科技,0
301557,科技,0
301555,周期资源,4
301535,制造,0
301529,制造,0
301526,周期资源,4
301525,制造,3
301518,周期资源,0
301517,科技,3
301516,科技,0
301513,科技,0
301512,制造,0
301508,消费,3
301501,制造,3
301489,科技,0
301468,制造,3
301459,周期资源,4
301449,消费,3
301448,制造,3
301439,公用事业,3
301429,周期资源,4
301428,科技,3
301418,制造,0
301392,制造,0
301390,公用事业,0
301382,科技,0
301378,科技,0
301368,制造,3
301367,消费,3
301366,科技,4
301358,科技,0
301348,科技,0
301338,制造,0
301333,消费,0
301332,制造,3
301323,周期资源,4
301309,制造,0
301308,科技,0
301306,科技,0
301285,科技,0
301276,消费,0
301275,科技,4
301273,制造,3
301272,制造,0
301269,科技,3
301268,制造,0
301267,消费,0
301263,消费,0
301261,制造,0
301252,制造,0
301251,科技,0
301239,消费,0
301217,科技,0
301216,周期资源,0
301209,周期资源,4
301203,公用事业,0
301202,科技,0
301201,消费,0
301198,制造,3
301193,制造,4
301191,科技,0
301190,周期资源,4
301177,消费,0
301171,消费,0
301169,消费,0
301166,消费,0
301161,制造,0
301159,科技,0
301157,科技,4
301156,周期资源,0
301150,科技,0
301136,公用事业,0
301135,制造,3
301127,公用事业,0
301126,消费,3
301125,制造,0
301119,制造,0
301118,周期资源,4
301115,消费,0
301111,消费,0
301108,消费,3
301089,消费,3
301086,科技,0
301081,公用事业,0
301070,制造,3
301066,制造,0
301063,制造,3
301057,周期资源,4
301055,制造,4
301046,公用事业,0
301033,消费,0
301029,制造,0
301012,公用事业,3
301011,消费,0
301000,制造,4
300991,科技,0
300988,制造,4
300983,公用事业,3
300978,制造,3
300973,消费,0
300945,消费,0
300931,制造,0
300926,制造,3
300921,科技,4
300917,金融地产,0
300913,科技,3
300907,制造,3
300902,制造,3
300901,消费,0
300898,消费,3
300894,制造,0
300884,科技,0
300882,公用事业,0
300879,制造,3
300875,科技,0
300869,消费,0
300864,公用事业,0
300862,制造,3
300859,消费,0
300857,科技,0
300854,公用事业,3
300833,制造,0
300832,消费,0
300829,周期资源,0
300823,制造,0
300820,科技,4
300812,科技,0
300810,科技,0
300808,科技,0
300807,科技,4
300805,消费,0
300790,科技,4
300788,消费,0
300782,科技,0
300776,科技,4
300775,科技,3
300765,消费,0
300762,科技,3
300751,科技,0
300746,公用事业,0
300735,科技,0
300727,周期资源,3
300721,周期资源,4
300718,制造,0
300713,科技,0
300712,公用事业,0
300706,科技,0
300685,消费,0
300680,制造,0
300669,制造,3
300665,周期资源,0
300664,公用事业,3
300662,消费,0
300658,消费,0
300655,科技,0
300651,消费,0
300650,科技,0
300644,周期资源,4
300643,制造,0
300641,周期资源,4
300629,科技,0
300624,科技,0
300612,消费,0
300611,制造,0
300608,科技,0
300602,科技,4
300596,周期资源,0
300587,周期资源,4
300585,制造,3
300583,消费,0
300577,消费,0
300576,科技,0
300573,消费,0
300568,科技,4
300567,制造,0
300564,公用事业,0
300551,科技,4
300538,周期资源,4
300535,周期资源,4
300531,科技,0
300529,消费,0
300520,科技,0
300511,消费,0
300510,公用事业,0
300506,公用事业,4
300497,消费,0
300493,科技,0
300488,制造,0
300454,科技,0
300449,科技,0
300446,制造,0
300441,制造,3
300427,公用事业,3
300424,科技,4
300423,公用事业,0
300420,制造,3
300419,科技,0
300411,制造,3
300393,科技,3
300389,科技,0
300384,公用事业,0
300365,科技,0
300360,公用事业,0
300353,科技,0
300345,科技,3
300338,消费,0
300329,消费,0
300320,周期资源,4
300318,消费,0
300317,公用事业,3
300316,科技,0
300315,消费,0
300311,科技,0
300302,科技,0
300300,科技,0
300298,消费,0
300293,制造,0
300289,消费,0
300288,科技,0
300287,科技,0
300285,科技,4
300284,公用事业,0
300281,制造,0
300276,制造,0
300274,科技,4
300271,科技,0
300269,科技,0
300260,制造,0
300257,制造,0
300254,消费,3
300252,科技,0
300245,科技,0
300244,消费,0
300235,科技,0
300230,周期资源,4
300226,科技,4
300225,周期资源,3
300218,周期资源,3
300217,制造,0
300204,消费,0
300198,周期资源,0
300195,制造,0
300187,公用事业,0
300170,科技,0
300169,周期资源,4
300165,制造,0
300163,周期资源,4
300154,制造,3
300151,制造,0
300142,消费,0
300124,制造,3
300122,消费,0
300118,科技,3
300096,科技,0
300088,科技,4
300082,周期资源,3
300078,科技,0
300070,公用事业,0
300067,周期资源,0
300054,科技,0
300053,科技,0
300050,科技,0
300049,消费,3
300047,科技,3
300045,科技,0
300039,消费,0
300037,科技,0
300036,科技,0
300008,科技,4
300004,制造,0
300002,消费,3
300001,公用事业,0
003033,制造,3
003032,消费,0
003030,消费,0
003028,制造,3
003021,制造,3
003020,消费,0
003017,周期资源,4
003016,消费,3
003015,科技,3
003013,公用事业,0
002996,周期资源,3
002987,科技,0
002986,周期资源,4
002980,公用事业,0
002970,科技,0
002961,金融地产,3
002960,制造,0
002951,科技,0
002950,消费,0
002947,科技,4
002946,消费,0
002941,公用事业,0
002931,制造,0
002923,消费,0
002921,制造,0
002920,制造,3
002919,消费,0
002918,制造,0
002912,科技,0
002900,消费,0
002896,制造,3
002879,公用事业,3
002876,科技,4
002870,制造,3
002869,科技,0
002864,消费,0
002860,制造,0
002859,科技,4
002852,消费,3
002850,科技,4
002849,制造,3
002838,周期资源,4
002833,制造,0
002831,制造,0
002830,公用事业,0
002829,科技,0
002827,周期资源,0
002826,消费,0
002823,制造,3
002821,消费,3
002811,公用事业,3
002792,科技,0
002790,制造,3
002783,周期资源,0
002782,科技,0
002778,公用事业,0
002777,科技,0
002775,公用事业,0
002774,制造,0
002766,制造,3
002760,制造,3
002756,周期资源,4
002746,消费,0
002745,科技,0
002730,制造,0
002729,科技,0
002728,消费,0
002719,消费,0
002716,周期资源,3
002713,公用事业,0
002709,科技,0
002702,消费,0
002698,制造,3
002697,消费,0
002675,消费,0
002674,制造,3
002672,公用事业,0
002669,周期资源,0
002658,公用事业,0
002646,消费,0
002639,制造,0
002635,科技,0
002627,消费,3
002625,科技,4
002624,消费,0
002603,消费,0
002601,周期资源,0
002593,公用事业,3
002590,制造,3
002585,周期资源,4
002579,科技,3
002577,科技,4
002576,制造,3
002575,消费,2
002574,消费,0
002571,制造,0
002570,消费,0
002565,制造,0
002560,公用事业,3
002558,消费,0
002555,消费,0
002552,科技,4
002551,消费,0
002543,制造,4
002542,公用事业,0
002534,科技,0
002527,制造,3
002524,消费,0
002521,制造,0
002515,消费,0
002511,消费,0
002500,金融地产,3
002493,周期资源,4
002487,科技,4
002483,制造,3
002476,周期资源,4
002474,科技,0
002468,公用事业,0
002466,周期资源,0
002451,公用事业,3
002446,科技,4
002445,制造,3
002443,周期资源,4
002441,公用事业,3
002438,制造,3
002437,消费,0
002434,制造,3
002430,周期资源,0
002424,消费,0
002412,消费,0
002409,科技,0
002406,制造,0
002404,消费,0
002402,制造,0
002395,周期资源,4
002389,科技,0
002388,科技,0
002384,科技,4
002381,周期资源,4
002378,周期资源,0
002375,公用事业,0
002373,科技,0
002372,周期资源,0
002369,科技,0
002364,科技,0
002362,科技,0
002361,周期资源,3
002360,周期资源,4
002342,制造,3
002338,科技,0
002337,制造,3
002332,消费,0
002330,消费,0
002328,制造,0
002326,周期资源,0
002324,周期资源,4
002321,消费,0
002320,公用事业,0
002319,周期资源,0
002318,周期资源,4
002313,科技,0
002312,周期资源,0
002309,公用事业,0
002307,公用事业,0
002305,金融地产,0
002304,消费,0
002303,制造,3
002297,科技,0
002296,科技,0
002295,周期资源,4
002292,消费,0
002283,制造,0
002274,周期资源,4
002267,公用事业,3
002264,消费,3
002261,科技,0
002255,科技,4
002253,科技,0
002250,周期资源,4
002244,金融地产,0
002243,消费,0
002239,制造,3
002227,科技,0
002226,周期资源,4
002225,周期资源,4
002215,周期资源,0
002208,金融地产,0
002207,周期资源,3
002206,周期资源,3
002201,周期资源,0
002199,科技,0
002195,科技,0
002192,周期资源,0
002191,制造,3
002190,制造,3
002189,科技,3
002187,消费,0
002171,周期资源,4
002163,公用事业,0
002153,科技,0
002149,周期资源,4
002139,科技,0
002129,科技,4
002126,制造,0
002112,公用事业,4
002106,科技,0
002101,制造,0
002098,制造,3
002061,公用事业,0
002049,科技,0
002048,制造,3
002047,公用事业,0
002046,制造,0
002041,消费,0
002039,公用事业,3
002036,科技,0
002035,制造,0
002034,公用事业,3
002030,消费,3
002023,科技,4
002022,消费,0
002015,公用事业,1
002012,制造,3
002009,制造,3
002005,制造,0
002003,制造,0
001400,制造,0
001390,制造,0
001387,制造,3
001378,周期资源,4
001376,公用事业,0
001369,周期资源,4
001367,消费,3
001358,周期资源,4
001338,消费,0
001306,制造,3
001301,科技,0
001299,公用事业,0
001298,科技,0
001288,制造,0
001287,科技,0
001285,制造,0
001283,科技,4
001279,制造,0
001277,制造,3
001270,科技,0
001267,科技,0
001266,制造,0
001257,周期资源,3
001239,制造,3
001227,金融地产,3
001222,消费,3
001212,周期资源,4
001211,制造,0
001208,公用事业,3
001201,消费,0
000969,周期资源,4
000967,公用事业,0
000962,周期资源,4
000960,周期资源,4
000953,消费,3
000927,制造,0
000922,制造,0
000919,消费,0
000917,消费,0
000903,制造,3
000902,周期资源,4
000899,公用事业,3
000893,周期资源,0
000888,消费,0
000881,周期资源,3
000877,周期资源,4
000869,消费,0
000868,制造,0
000863,金融地产,0
000856,制造,3
000850,制造,0
000848,消费,0
000839,科技,3
000831,周期资源,4
000825,周期资源,3
000819,周期资源,3
000809,科技,0
000801,制造,3
000797,金融地产,0
000789,周期资源,0
000788,消费,0
000778,周期资源,0
000777,制造,0
000776,金融地产,3
000766,消费,0
000761,周期资源,4
000758,周期资源,4
000735,消费,0
000731,周期资源,4
000727,科技,0
000716,消费,0
000711,公用事业,3
000697,科技,0
000690,公用事业,3
000672,周期资源,4
000668,金融地产,0
000659,制造,0
000656,金融地产,0
000650,消费,3
000625,制造,3
000598,公用事业,3
000597,消费,0
000590,消费,0
000586,科技,0
000582,公用事业,2
000570,制造,0
000566,消费,0
000555,科技,0
000552,周期资源,0
000545,周期资源,4
000541,制造,0
000537,公用事业,3
000536,科技,0
000526,消费,0
000525,周期资源,0
000524,消费,0
000523,公用事业,0
000519,科技,0
000428,消费,1
000422,周期资源,4
000421,公用事业,0
000411,消费,0
000407,公用事业,3
000099,公用事业,0
000068,公用事业,0
000061,消费,0
000059,周期资源,0
000058,消费,0
000055,周期资源,0
000034,科技,4
000032,公用事业,0
000025,公用事业,3
000019,消费,3
000012,周期资源,4
000004,科技,0
688809,科技,0
688795,科技,0
688662,科技,0
688563,科技,0
688350,周期资源,4
688138,科技,4
