report_date,current_ratio_th,year,quarter,code
2008-12-31,0.99,2008,4,002617
2009-12-31,1.03,2009,4,002617
2010-09-30,False,2010,3,002617
2010-12-31,1.09,2010,4,002617
2011-03-31,False,2011,1,002617
2011-06-30,1.07,2011,2,002617
2011-09-30,1.59,2011,3,002617
2011-12-31,1.83,2011,4,002617
2012-03-31,1.81,2012,1,002617
2012-06-30,1.72,2012,2,002617
2012-09-30,1.70,2012,3,002617
2012-12-31,2.23,2012,4,002617
2013-03-31,1.49,2013,1,002617
2013-06-30,1.44,2013,2,002617
2013-09-30,1.48,2013,3,002617
2013-12-31,1.49,2013,4,002617
2014-03-31,1.49,2014,1,002617
2014-06-30,1.29,2014,2,002617
2014-09-30,1.25,2014,3,002617
2014-12-31,1.33,2014,4,002617
2015-03-31,1.42,2015,1,002617
2015-06-30,1.22,2015,2,002617
2015-09-30,1.29,2015,3,002617
2015-12-31,0.85,2015,4,002617
2016-03-31,2.04,2016,1,002617
2016-06-30,2.61,2016,2,002617
2016-09-30,2.46,2016,3,002617
2016-12-31,1.67,2016,4,002617
2017-03-31,1.16,2017,1,002617
2017-06-30,1.04,2017,2,002617
2017-09-30,1.03,2017,3,002617
2017-12-31,1.01,2017,4,002617
2018-03-31,1.05,2018,1,002617
2018-06-30,1.06,2018,2,002617
2018-09-30,1.11,2018,3,002617
2018-12-31,1.01,2018,4,002617
2019-03-31,1.02,2019,1,002617
2019-06-30,1.02,2019,2,002617
2019-09-30,1.15,2019,3,002617
2019-12-31,1.08,2019,4,002617
2020-03-31,1.08,2020,1,002617
2020-06-30,1.08,2020,2,002617
2020-09-30,1.16,2020,3,002617
2020-12-31,1.13,2020,4,002617
2021-03-31,1.41,2021,1,002617
2021-06-30,1.49,2021,2,002617
2021-09-30,1.68,2021,3,002617
2021-12-31,1.72,2021,4,002617
2022-03-31,1.68,2022,1,002617
2022-06-30,2.59,2022,2,002617
2022-09-30,3.12,2022,3,002617
2022-12-31,3.32,2022,4,002617
2023-03-31,3.09,2023,1,002617
2023-06-30,2.99,2023,2,002617
2023-09-30,2.58,2023,3,002617
2023-12-31,2.09,2023,4,002617
2024-03-31,2.06,2024,1,002617
2024-06-30,1.83,2024,2,002617
2024-09-30,1.66,2024,3,002617
2024-12-31,1.88,2024,4,002617
2025-03-31,1.90,2025,1,002617
2025-06-30,2.13,2025,2,002617
2025-09-30,2.32,2025,3,002617
2025-12-31,2.30,2025,4,002617
2026-03-31,2.20,2026,1,002617
