report_date,current_ratio_th,year,quarter,code
2013-12-31,1.60,2013,4,603949
2014-12-31,3.76,2014,4,603949
2015-12-31,4.22,2015,4,603949
2016-09-30,1.14,2016,3,603949
2016-12-31,1.27,2016,4,603949
2017-06-30,1.43,2017,2,603949
2017-12-31,1.70,2017,4,603949
2018-03-31,1.92,2018,1,603949
2018-09-30,False,2018,3,603949
2018-12-31,3.56,2018,4,603949
2019-03-31,False,2019,1,603949
2019-06-30,6.05,2019,2,603949
2019-09-30,7.08,2019,3,603949
2019-12-31,5.77,2019,4,603949
2020-03-31,14.40,2020,1,603949
2020-06-30,12.21,2020,2,603949
2020-09-30,13.20,2020,3,603949
2020-12-31,9.75,2020,4,603949
2021-03-31,15.39,2021,1,603949
2021-06-30,7.18,2021,2,603949
2021-09-30,16.88,2021,3,603949
2021-12-31,16.23,2021,4,603949
2022-03-31,17.21,2022,1,603949
2022-06-30,24.76,2022,2,603949
2022-09-30,25.90,2022,3,603949
2022-12-31,19.25,2022,4,603949
2023-03-31,13.59,2023,1,603949
2023-06-30,16.32,2023,2,603949
2023-09-30,14.67,2023,3,603949
2023-12-31,14.85,2023,4,603949
2024-03-31,17.54,2024,1,603949
2024-06-30,18.38,2024,2,603949
2024-09-30,18.21,2024,3,603949
2024-12-31,12.52,2024,4,603949
2025-03-31,10.66,2025,1,603949
2025-06-30,13.28,2025,2,603949
2025-09-30,11.36,2025,3,603949
2025-12-31,7.02,2025,4,603949
2026-03-31,7.72,2026,1,603949
