report_date,current_ratio_th,year,quarter,code
2018-12-31,1.32,2018,4,688419
2019-12-31,1.40,2019,4,688419
2020-12-31,1.74,2020,4,688419
2021-03-31,False,2021,1,688419
2021-06-30,1.72,2021,2,688419
2021-09-30,False,2021,3,688419
2021-12-31,1.67,2021,4,688419
2022-03-31,False,2022,1,688419
2022-06-30,1.78,2022,2,688419
2022-09-30,1.91,2022,3,688419
2022-12-31,6.11,2022,4,688419
2023-03-31,7.11,2023,1,688419
2023-06-30,7.24,2023,2,688419
2023-09-30,6.54,2023,3,688419
2023-12-31,6.40,2023,4,688419
2024-03-31,6.83,2024,1,688419
2024-06-30,6.43,2024,2,688419
2024-09-30,6.48,2024,3,688419
2024-12-31,5.55,2024,4,688419
2025-03-31,6.21,2025,1,688419
2025-06-30,5.22,2025,2,688419
2025-09-30,6.29,2025,3,688419
2025-12-31,5.78,2025,4,688419
2026-03-31,6.25,2026,1,688419
