report_date,current_ratio_th,year,quarter,code
2007-12-31,0.50,2007,4,300194
2008-12-31,1.09,2008,4,300194
2009-12-31,2.04,2009,4,300194
2010-03-31,False,2010,1,300194
2010-06-30,2.92,2010,2,300194
2010-09-30,False,2010,3,300194
2010-12-31,2.86,2010,4,300194
2011-03-31,19.50,2011,1,300194
2011-06-30,24.51,2011,2,300194
2011-09-30,23.02,2011,3,300194
2011-12-31,13.34,2011,4,300194
2012-03-31,16.47,2012,1,300194
2012-06-30,15.17,2012,2,300194
2012-09-30,17.94,2012,3,300194
2012-12-31,22.18,2012,4,300194
2013-03-31,16.41,2013,1,300194
2013-06-30,12.44,2013,2,300194
2013-09-30,5.86,2013,3,300194
2013-12-31,10.28,2013,4,300194
2014-03-31,9.94,2014,1,300194
2014-06-30,7.98,2014,2,300194
2014-09-30,10.76,2014,3,300194
2014-12-31,11.34,2014,4,300194
2015-03-31,12.94,2015,1,300194
2015-06-30,3.85,2015,2,300194
2015-09-30,4.27,2015,3,300194
2015-12-31,4.26,2015,4,300194
2016-03-31,4.52,2016,1,300194
2016-06-30,2.51,2016,2,300194
2016-09-30,2.31,2016,3,300194
2016-12-31,3.15,2016,4,300194
2017-03-31,3.45,2017,1,300194
2017-06-30,3.32,2017,2,300194
2017-09-30,3.26,2017,3,300194
2017-12-31,3.25,2017,4,300194
2018-03-31,3.28,2018,1,300194
2018-06-30,3.42,2018,2,300194
2018-09-30,3.18,2018,3,300194
2018-12-31,3.17,2018,4,300194
2019-03-31,3.43,2019,1,300194
2019-06-30,4.09,2019,2,300194
2019-09-30,3.79,2019,3,300194
2019-12-31,3.20,2019,4,300194
2020-03-31,2.71,2020,1,300194
2020-06-30,2.23,2020,2,300194
2020-09-30,1.99,2020,3,300194
2020-12-31,1.84,2020,4,300194
2021-03-31,1.81,2021,1,300194
2021-06-30,1.72,2021,2,300194
2021-09-30,1.71,2021,3,300194
2021-12-31,1.62,2021,4,300194
2022-03-31,1.69,2022,1,300194
2022-06-30,1.51,2022,2,300194
2022-09-30,1.46,2022,3,300194
2022-12-31,1.50,2022,4,300194
2023-03-31,1.66,2023,1,300194
2023-06-30,1.75,2023,2,300194
2023-09-30,1.85,2023,3,300194
2023-12-31,1.78,2023,4,300194
2024-03-31,1.77,2024,1,300194
2024-06-30,1.59,2024,2,300194
2024-09-30,1.66,2024,3,300194
2024-12-31,1.68,2024,4,300194
2025-03-31,2.01,2025,1,300194
2025-06-30,1.91,2025,2,300194
2025-09-30,2.18,2025,3,300194
2025-12-31,2.32,2025,4,300194
2026-03-31,2.25,2026,1,300194
