report_date,current_ratio_th,year,quarter,code
2008-12-31,2.34,2008,4,300327
2009-12-31,3.02,2009,4,300327
2010-12-31,2.58,2010,4,300327
2011-03-31,False,2011,1,300327
2011-06-30,2.98,2011,2,300327
2011-09-30,False,2011,3,300327
2011-12-31,3.92,2011,4,300327
2012-03-31,6.89,2012,1,300327
2012-06-30,13.48,2012,2,300327
2012-09-30,8.31,2012,3,300327
2012-12-31,12.50,2012,4,300327
2013-03-31,14.92,2013,1,300327
2013-06-30,8.83,2013,2,300327
2013-09-30,7.14,2013,3,300327
2013-12-31,9.74,2013,4,300327
2014-03-31,10.22,2014,1,300327
2014-06-30,9.74,2014,2,300327
2014-09-30,9.53,2014,3,300327
2014-12-31,10.07,2014,4,300327
2015-03-31,10.43,2015,1,300327
2015-06-30,6.93,2015,2,300327
2015-09-30,6.86,2015,3,300327
2015-12-31,5.50,2015,4,300327
2016-03-31,6.12,2016,1,300327
2016-06-30,6.60,2016,2,300327
2016-09-30,5.14,2016,3,300327
2016-12-31,6.97,2016,4,300327
2017-03-31,6.92,2017,1,300327
2017-06-30,4.16,2017,2,300327
2017-09-30,5.47,2017,3,300327
2017-12-31,5.01,2017,4,300327
2018-03-31,5.99,2018,1,300327
2018-06-30,4.72,2018,2,300327
2018-09-30,5.71,2018,3,300327
2018-12-31,6.31,2018,4,300327
2019-03-31,7.81,2019,1,300327
2019-06-30,4.62,2019,2,300327
2019-09-30,5.39,2019,3,300327
2019-12-31,5.60,2019,4,300327
2020-03-31,5.67,2020,1,300327
2020-06-30,4.98,2020,2,300327
2020-09-30,4.75,2020,3,300327
2020-12-31,4.78,2020,4,300327
2021-03-31,4.66,2021,1,300327
2021-06-30,4.10,2021,2,300327
2021-09-30,3.86,2021,3,300327
2021-12-31,3.13,2021,4,300327
2022-03-31,3.72,2022,1,300327
2022-06-30,3.21,2022,2,300327
2022-09-30,3.07,2022,3,300327
2022-12-31,2.81,2022,4,300327
2023-03-31,2.86,2023,1,300327
2023-06-30,3.80,2023,2,300327
2023-09-30,3.44,2023,3,300327
2023-12-31,3.73,2023,4,300327
2024-03-31,4.29,2024,1,300327
2024-06-30,3.96,2024,2,300327
2024-09-30,3.34,2024,3,300327
2024-12-31,2.87,2024,4,300327
2025-03-31,3.05,2025,1,300327
2025-06-30,3.50,2025,2,300327
2025-09-30,3.23,2025,3,300327
2025-12-31,3.71,2025,4,300327
2026-03-31,3.99,2026,1,300327
