report_date,current_ratio_th,year,quarter,code
2019-12-31,4.48,2019,4,688458
2020-12-31,3.28,2020,4,688458
2021-09-30,False,2021,3,688458
2021-12-31,10.98,2021,4,688458
2022-03-31,False,2022,1,688458
2022-06-30,14.13,2022,2,688458
2022-09-30,False,2022,3,688458
2022-12-31,11.67,2022,4,688458
2023-03-31,15.35,2023,1,688458
2023-06-30,25.13,2023,2,688458
2023-09-30,35.26,2023,3,688458
2023-12-31,29.87,2023,4,688458
2024-03-31,29.40,2024,1,688458
2024-06-30,25.12,2024,2,688458
2024-09-30,23.06,2024,3,688458
2024-12-31,17.80,2024,4,688458
2025-03-31,19.84,2025,1,688458
2025-06-30,19.05,2025,2,688458
2025-09-30,16.89,2025,3,688458
2025-12-31,13.27,2025,4,688458
2026-03-31,6.89,2026,1,688458
