report_date,current_ratio_th,year,quarter,code
2012-12-31,1.04,2012,4,300611
2013-12-31,1.22,2013,4,300611
2014-12-31,1.55,2014,4,300611
2015-03-31,2.15,2015,1,300611
2015-09-30,False,2015,3,300611
2015-12-31,3.01,2015,4,300611
2016-03-31,False,2016,1,300611
2016-06-30,2.85,2016,2,300611
2016-09-30,3.29,2016,3,300611
2016-12-31,2.29,2016,4,300611
2017-03-31,3.76,2017,1,300611
2017-06-30,4.23,2017,2,300611
2017-09-30,4.06,2017,3,300611
2017-12-31,2.67,2017,4,300611
2018-03-31,2.74,2018,1,300611
2018-06-30,1.98,2018,2,300611
2018-09-30,2.23,2018,3,300611
2018-12-31,2.26,2018,4,300611
2019-03-31,2.10,2019,1,300611
2019-06-30,1.95,2019,2,300611
2019-09-30,1.90,2019,3,300611
2019-12-31,1.60,2019,4,300611
2020-03-31,1.62,2020,1,300611
2020-06-30,1.47,2020,2,300611
2020-09-30,1.39,2020,3,300611
2020-12-31,1.30,2020,4,300611
2021-03-31,1.92,2021,1,300611
2021-06-30,2.06,2021,2,300611
2021-09-30,2.00,2021,3,300611
2021-12-31,1.57,2021,4,300611
2022-03-31,1.55,2022,1,300611
2022-06-30,1.51,2022,2,300611
2022-09-30,1.57,2022,3,300611
2022-12-31,1.54,2022,4,300611
2023-03-31,1.56,2023,1,300611
2023-06-30,1.48,2023,2,300611
2023-09-30,1.47,2023,3,300611
2023-12-31,1.44,2023,4,300611
2024-03-31,1.60,2024,1,300611
2024-06-30,1.75,2024,2,300611
2024-09-30,1.78,2024,3,300611
2024-12-31,1.62,2024,4,300611
2025-03-31,1.56,2025,1,300611
2025-06-30,1.42,2025,2,300611
2025-09-30,1.44,2025,3,300611
2025-12-31,1.36,2025,4,300611
2026-03-31,1.14,2026,1,300611
