report_date,current_ratio_th,year,quarter,code
2018-12-31,2.89,2018,4,688176
2019-12-31,1.40,2019,4,688176
2020-06-30,False,2020,2,688176
2020-09-30,False,2020,3,688176
2020-12-31,21.97,2020,4,688176
2021-03-31,False,2021,1,688176
2021-06-30,16.61,2021,2,688176
2021-09-30,12.87,2021,3,688176
2021-12-31,40.72,2021,4,688176
2022-03-31,59.26,2022,1,688176
2022-06-30,39.50,2022,2,688176
2022-09-30,33.37,2022,3,688176
2022-12-31,34.22,2022,4,688176
2023-03-31,35.90,2023,1,688176
2023-06-30,29.49,2023,2,688176
2023-09-30,21.12,2023,3,688176
2023-12-31,12.82,2023,4,688176
2024-03-31,11.35,2024,1,688176
2024-06-30,10.13,2024,2,688176
2024-09-30,8.99,2024,3,688176
2024-12-31,7.77,2024,4,688176
2025-03-31,8.05,2025,1,688176
2025-06-30,5.93,2025,2,688176
2025-09-30,4.99,2025,3,688176
2025-12-31,4.38,2025,4,688176
2026-03-31,4.07,2026,1,688176
