report_date,current_ratio_th,year,quarter,code
2001-12-31,5.47,2001,4,002038
2002-12-31,3.88,2002,4,002038
2003-09-30,False,2003,3,002038
2003-12-31,2.67,2003,4,002038
2004-03-31,False,2004,1,002038
2004-06-30,6.49,2004,2,002038
2004-09-30,28.79,2004,3,002038
2004-12-31,12.71,2004,4,002038
2005-03-31,7.50,2005,1,002038
2005-06-30,12.93,2005,2,002038
2005-09-30,13.17,2005,3,002038
2005-12-31,16.98,2005,4,002038
2006-03-31,13.59,2006,1,002038
2006-06-30,13.03,2006,2,002038
2006-09-30,13.30,2006,3,002038
2006-12-31,9.79,2006,4,002038
2007-03-31,16.39,2007,1,002038
2007-06-30,14.48,2007,2,002038
2007-09-30,21.32,2007,3,002038
2007-12-31,13.85,2007,4,002038
2008-03-31,12.89,2008,1,002038
2008-06-30,13.61,2008,2,002038
2008-09-30,13.58,2008,3,002038
2008-12-31,24.57,2008,4,002038
2009-03-31,17.93,2009,1,002038
2009-06-30,18.53,2009,2,002038
2009-09-30,18.75,2009,3,002038
2009-12-31,23.56,2009,4,002038
2010-03-31,20.71,2010,1,002038
2010-06-30,15.69,2010,2,002038
2010-09-30,16.78,2010,3,002038
2010-12-31,20.56,2010,4,002038
2011-03-31,16.91,2011,1,002038
2011-06-30,15.55,2011,2,002038
2011-09-30,16.10,2011,3,002038
2011-12-31,26.30,2011,4,002038
2012-03-31,24.12,2012,1,002038
2012-06-30,23.74,2012,2,002038
2012-09-30,21.24,2012,3,002038
2012-12-31,16.22,2012,4,002038
2013-03-31,20.95,2013,1,002038
2013-06-30,21.76,2013,2,002038
2013-09-30,27.91,2013,3,002038
2013-12-31,16.67,2013,4,002038
2014-03-31,19.51,2014,1,002038
2014-06-30,23.01,2014,2,002038
2014-09-30,21.26,2014,3,002038
2014-12-31,19.73,2014,4,002038
2015-03-31,21.50,2015,1,002038
2015-06-30,25.07,2015,2,002038
2015-09-30,25.45,2015,3,002038
2015-12-31,23.28,2015,4,002038
2016-03-31,23.02,2016,1,002038
2016-06-30,27.45,2016,2,002038
2016-09-30,28.45,2016,3,002038
2016-12-31,24.09,2016,4,002038
2017-03-31,24.30,2017,1,002038
2017-06-30,25.53,2017,2,002038
2017-09-30,17.83,2017,3,002038
2017-12-31,12.23,2017,4,002038
2018-03-31,13.13,2018,1,002038
2018-06-30,12.20,2018,2,002038
2018-09-30,12.01,2018,3,002038
2018-12-31,6.36,2018,4,002038
2019-03-31,7.05,2019,1,002038
2019-06-30,7.52,2019,2,002038
2019-09-30,7.22,2019,3,002038
2019-12-31,8.61,2019,4,002038
2020-03-31,7.92,2020,1,002038
2020-06-30,7.67,2020,2,002038
2020-09-30,6.96,2020,3,002038
2020-12-31,7.01,2020,4,002038
2021-03-31,7.09,2021,1,002038
2021-06-30,7.38,2021,2,002038
2021-09-30,7.58,2021,3,002038
2021-12-31,7.07,2021,4,002038
2022-03-31,7.67,2022,1,002038
2022-06-30,7.63,2022,2,002038
2022-09-30,7.43,2022,3,002038
2022-12-31,6.92,2022,4,002038
2023-03-31,7.29,2023,1,002038
2023-06-30,7.37,2023,2,002038
2023-09-30,7.85,2023,3,002038
2023-12-31,7.07,2023,4,002038
2024-03-31,7.67,2024,1,002038
2024-06-30,13.53,2024,2,002038
2024-09-30,10.78,2024,3,002038
2024-12-31,8.60,2024,4,002038
2025-03-31,7.67,2025,1,002038
2025-06-30,12.79,2025,2,002038
2025-09-30,12.37,2025,3,002038
2025-12-31,2.87,2025,4,002038
2026-03-31,3.38,2026,1,002038
