report_date,current_ratio_th,year,quarter,code
2003-12-31,1.54,2003,4,002077
2004-12-31,1.46,2004,4,002077
2005-09-30,False,2005,3,002077
2005-12-31,1.30,2005,4,002077
2006-03-31,False,2006,1,002077
2006-06-30,1.25,2006,2,002077
2006-09-30,1.24,2006,3,002077
2006-12-31,1.57,2006,4,002077
2007-03-31,1.60,2007,1,002077
2007-06-30,1.49,2007,2,002077
2007-09-30,1.35,2007,3,002077
2007-12-31,1.23,2007,4,002077
2008-03-31,1.24,2008,1,002077
2008-06-30,1.13,2008,2,002077
2008-09-30,1.11,2008,3,002077
2008-12-31,1.19,2008,4,002077
2009-03-31,1.13,2009,1,002077
2009-06-30,1.10,2009,2,002077
2009-09-30,1.06,2009,3,002077
2009-12-31,1.01,2009,4,002077
2010-03-31,1.01,2010,1,002077
2010-06-30,1.00,2010,2,002077
2010-09-30,1.04,2010,3,002077
2010-12-31,1.01,2010,4,002077
2011-03-31,1.06,2011,1,002077
2011-06-30,1.07,2011,2,002077
2011-09-30,1.08,2011,3,002077
2011-12-31,1.00,2011,4,002077
2012-03-31,1.01,2012,1,002077
2012-06-30,1.00,2012,2,002077
2012-09-30,1.00,2012,3,002077
2012-12-31,1.04,2012,4,002077
2013-03-31,1.22,2013,1,002077
2013-06-30,1.27,2013,2,002077
2013-09-30,1.24,2013,3,002077
2013-12-31,1.07,2013,4,002077
2014-03-31,1.13,2014,1,002077
2014-06-30,1.23,2014,2,002077
2014-09-30,1.27,2014,3,002077
2014-12-31,1.18,2014,4,002077
2015-03-31,1.13,2015,1,002077
2015-06-30,1.21,2015,2,002077
2015-09-30,1.27,2015,3,002077
2015-12-31,1.23,2015,4,002077
2016-03-31,1.23,2016,1,002077
2016-06-30,1.48,2016,2,002077
2016-09-30,1.48,2016,3,002077
2016-12-31,1.31,2016,4,002077
2017-03-31,1.24,2017,1,002077
2017-06-30,1.21,2017,2,002077
2017-09-30,1.22,2017,3,002077
2017-12-31,1.29,2017,4,002077
2018-03-31,1.29,2018,1,002077
2018-06-30,1.27,2018,2,002077
2018-09-30,1.26,2018,3,002077
2018-12-31,1.16,2018,4,002077
2019-03-31,1.15,2019,1,002077
2019-06-30,1.17,2019,2,002077
2019-09-30,1.22,2019,3,002077
2019-12-31,1.65,2019,4,002077
2020-03-31,1.65,2020,1,002077
2020-06-30,1.80,2020,2,002077
2020-09-30,1.16,2020,3,002077
2020-12-31,1.12,2020,4,002077
2021-03-31,1.17,2021,1,002077
2021-06-30,1.35,2021,2,002077
2021-09-30,1.54,2021,3,002077
2021-12-31,1.57,2021,4,002077
2022-03-31,1.61,2022,1,002077
2022-06-30,1.72,2022,2,002077
2022-09-30,1.60,2022,3,002077
2022-12-31,1.39,2022,4,002077
2023-03-31,1.46,2023,1,002077
2023-06-30,1.51,2023,2,002077
2023-09-30,1.44,2023,3,002077
2023-12-31,1.14,2023,4,002077
2024-03-31,1.21,2024,1,002077
2024-06-30,1.25,2024,2,002077
2024-09-30,1.20,2024,3,002077
2024-12-31,1.22,2024,4,002077
2025-03-31,1.24,2025,1,002077
2025-06-30,1.21,2025,2,002077
2025-09-30,1.55,2025,3,002077
2025-12-31,1.49,2025,4,002077
2026-03-31,1.35,2026,1,002077
