report_date,current_ratio_th,year,quarter,code
2018-12-31,0.51,2018,4,301301
2019-12-31,0.57,2019,4,301301
2020-12-31,1.38,2020,4,301301
2021-03-31,1.40,2021,1,301301
2021-06-30,False,2021,2,301301
2021-09-30,1.55,2021,3,301301
2021-12-31,1.25,2021,4,301301
2022-03-31,False,2022,1,301301
2022-06-30,1.55,2022,2,301301
2022-09-30,1.65,2022,3,301301
2022-12-31,1.67,2022,4,301301
2023-03-31,1.68,2023,1,301301
2023-06-30,1.57,2023,2,301301
2023-09-30,1.62,2023,3,301301
2023-12-31,1.56,2023,4,301301
2024-03-31,1.76,2024,1,301301
2024-06-30,1.92,2024,2,301301
2024-09-30,2.05,2024,3,301301
2024-12-31,2.13,2024,4,301301
2025-03-31,2.24,2025,1,301301
2025-06-30,2.16,2025,2,301301
2025-09-30,2.23,2025,3,301301
2025-12-31,2.41,2025,4,301301
2026-03-31,2.57,2026,1,301301
