report_date,current_ratio_th,year,quarter,code
2018-12-31,3.40,2018,4,688432
2019-12-31,4.34,2019,4,688432
2020-12-31,2.09,2020,4,688432
2021-03-31,False,2021,1,688432
2021-06-30,3.78,2021,2,688432
2021-09-30,False,2021,3,688432
2021-12-31,4.40,2021,4,688432
2022-03-31,5.37,2022,1,688432
2022-06-30,6.39,2022,2,688432
2022-09-30,5.97,2022,3,688432
2022-12-31,12.23,2022,4,688432
2023-03-31,12.70,2023,1,688432
2023-06-30,15.88,2023,2,688432
2023-09-30,16.05,2023,3,688432
2023-12-31,14.76,2023,4,688432
2024-03-31,16.42,2024,1,688432
2024-06-30,11.24,2024,2,688432
2024-09-30,11.45,2024,3,688432
2024-12-31,9.49,2024,4,688432
2025-03-31,10.52,2025,1,688432
2025-06-30,11.48,2025,2,688432
2025-09-30,10.59,2025,3,688432
2025-12-31,9.46,2025,4,688432
2026-03-31,7.23,2026,1,688432
