report_date,current_ratio_th,year,quarter,code
2014-12-31,1.12,2014,4,001210
2015-12-31,1.02,2015,4,001210
2016-12-31,1.19,2016,4,001210
2017-03-31,1.75,2017,1,001210
2017-12-31,1.18,2017,4,001210
2018-12-31,1.13,2018,4,001210
2019-12-31,1.22,2019,4,001210
2020-03-31,False,2020,1,001210
2020-06-30,2.04,2020,2,001210
2020-09-30,False,2020,3,001210
2020-12-31,1.51,2020,4,001210
2021-03-31,2.59,2021,1,001210
2021-06-30,2.96,2021,2,001210
2021-09-30,4.93,2021,3,001210
2021-12-31,2.91,2021,4,001210
2022-03-31,5.29,2022,1,001210
2022-06-30,5.01,2022,2,001210
2022-09-30,4.08,2022,3,001210
2022-12-31,2.60,2022,4,001210
2023-03-31,5.52,2023,1,001210
2023-06-30,5.81,2023,2,001210
2023-09-30,4.21,2023,3,001210
2023-12-31,2.30,2023,4,001210
2024-03-31,4.30,2024,1,001210
2024-06-30,4.95,2024,2,001210
2024-09-30,3.50,2024,3,001210
2024-12-31,1.90,2024,4,001210
2025-03-31,3.08,2025,1,001210
2025-06-30,3.43,2025,2,001210
2025-09-30,2.50,2025,3,001210
2025-12-31,1.74,2025,4,001210
2026-03-31,2.62,2026,1,001210
