report_date,current_ratio_th,year,quarter,code
2018-12-31,5.23,2018,4,688249
2019-12-31,3.43,2019,4,688249
2020-06-30,False,2020,2,688249
2020-12-31,3.30,2020,4,688249
2021-03-31,False,2021,1,688249
2021-06-30,1.04,2021,2,688249
2021-12-31,0.57,2021,4,688249
2022-03-31,False,2022,1,688249
2022-06-30,False,2022,2,688249
2022-09-30,False,2022,3,688249
2022-12-31,1.18,2022,4,688249
2023-03-31,1.10,2023,1,688249
2023-06-30,2.20,2023,2,688249
2023-09-30,1.68,2023,3,688249
2023-12-31,0.85,2023,4,688249
2024-03-31,1.44,2024,1,688249
2024-06-30,1.22,2024,2,688249
2024-09-30,1.53,2024,3,688249
2024-12-31,1.31,2024,4,688249
2025-03-31,1.15,2025,1,688249
2025-06-30,1.14,2025,2,688249
2025-09-30,1.18,2025,3,688249
2025-12-31,1.43,2025,4,688249
2026-03-31,1.61,2026,1,688249
