report_date,current_ratio_th,year,quarter,code
2012-12-31,2.86,2012,4,603809
2013-12-31,2.28,2013,4,603809
2014-12-31,3.51,2014,4,603809
2015-06-30,3.41,2015,2,603809
2015-12-31,2.47,2015,4,603809
2016-09-30,False,2016,3,603809
2016-12-31,2.37,2016,4,603809
2017-03-31,False,2017,1,603809
2017-06-30,2.39,2017,2,603809
2017-09-30,2.10,2017,3,603809
2017-12-31,3.01,2017,4,603809
2018-03-31,2.87,2018,1,603809
2018-06-30,2.40,2018,2,603809
2018-09-30,2.36,2018,3,603809
2018-12-31,2.10,2018,4,603809
2019-03-31,2.08,2019,1,603809
2019-06-30,1.94,2019,2,603809
2019-09-30,1.90,2019,3,603809
2019-12-31,1.71,2019,4,603809
2020-03-31,1.69,2020,1,603809
2020-06-30,1.46,2020,2,603809
2020-09-30,1.12,2020,3,603809
2020-12-31,1.24,2020,4,603809
2021-03-31,1.33,2021,1,603809
2021-06-30,1.37,2021,2,603809
2021-09-30,1.19,2021,3,603809
2021-12-31,1.00,2021,4,603809
2022-03-31,1.30,2022,1,603809
2022-06-30,1.09,2022,2,603809
2022-09-30,1.08,2022,3,603809
2022-12-31,1.14,2022,4,603809
2023-03-31,1.21,2023,1,603809
2023-06-30,1.44,2023,2,603809
2023-09-30,1.56,2023,3,603809
2023-12-31,1.36,2023,4,603809
2024-03-31,1.38,2024,1,603809
2024-06-30,1.03,2024,2,603809
2024-09-30,1.00,2024,3,603809
2024-12-31,1.17,2024,4,603809
2025-03-31,1.33,2025,1,603809
2025-06-30,1.35,2025,2,603809
2025-09-30,1.37,2025,3,603809
2025-12-31,1.31,2025,4,603809
2026-03-31,1.19,2026,1,603809
