report_date,current_ratio_th,year,quarter,code
2016-12-31,4.90,2016,4,688008
2017-12-31,5.32,2017,4,688008
2018-03-31,False,2018,1,688008
2018-06-30,False,2018,2,688008
2018-09-30,False,2018,3,688008
2018-12-31,9.57,2018,4,688008
2019-03-31,False,2019,1,688008
2019-06-30,16.33,2019,2,688008
2019-09-30,28.76,2019,3,688008
2019-12-31,27.45,2019,4,688008
2020-03-31,25.36,2020,1,688008
2020-06-30,12.76,2020,2,688008
2020-09-30,32.73,2020,3,688008
2020-12-31,28.17,2020,4,688008
2021-03-31,27.65,2021,1,688008
2021-06-30,19.93,2021,2,688008
2021-09-30,14.28,2021,3,688008
2021-12-31,16.97,2021,4,688008
2022-03-31,16.26,2022,1,688008
2022-06-30,7.88,2022,2,688008
2022-09-30,18.19,2022,3,688008
2022-12-31,13.51,2022,4,688008
2023-03-31,19.47,2023,1,688008
2023-06-30,12.20,2023,2,688008
2023-09-30,21.55,2023,3,688008
2023-12-31,21.21,2023,4,688008
2024-03-31,22.13,2024,1,688008
2024-06-30,21.46,2024,2,688008
2024-09-30,16.32,2024,3,688008
2024-12-31,13.92,2024,4,688008
2025-03-31,18.74,2025,1,688008
2025-06-30,17.10,2025,2,688008
2025-09-30,11.40,2025,3,688008
2025-12-31,14.34,2025,4,688008
2026-03-31,24.66,2026,1,688008
