report_date,current_ratio_th,year,quarter,code
2018-12-31,1.83,2018,4,688380
2019-12-31,1.78,2019,4,688380
2020-09-30,False,2020,3,688380
2020-12-31,5.55,2020,4,688380
2021-03-31,False,2021,1,688380
2021-06-30,4.99,2021,2,688380
2021-09-30,False,2021,3,688380
2021-12-31,7.65,2021,4,688380
2022-03-31,12.82,2022,1,688380
2022-06-30,9.70,2022,2,688380
2022-09-30,23.08,2022,3,688380
2022-12-31,20.41,2022,4,688380
2023-03-31,26.01,2023,1,688380
2023-06-30,18.64,2023,2,688380
2023-09-30,26.99,2023,3,688380
2023-12-31,18.96,2023,4,688380
2024-03-31,18.18,2024,1,688380
2024-06-30,17.80,2024,2,688380
2024-09-30,17.86,2024,3,688380
2024-12-31,10.53,2024,4,688380
2025-03-31,12.77,2025,1,688380
2025-06-30,10.70,2025,2,688380
2025-09-30,7.26,2025,3,688380
2025-12-31,7.11,2025,4,688380
2026-03-31,12.41,2026,1,688380
