report_date,current_ratio_th,year,quarter,code
2018-12-31,3.24,2018,4,301397
2019-12-31,1.96,2019,4,301397
2020-12-31,1.92,2020,4,301397
2021-03-31,False,2021,1,301397
2021-06-30,1.82,2021,2,301397
2021-09-30,False,2021,3,301397
2021-12-31,1.76,2021,4,301397
2022-03-31,False,2022,1,301397
2022-06-30,1.87,2022,2,301397
2022-09-30,False,2022,3,301397
2022-12-31,1.77,2022,4,301397
2023-03-31,1.82,2023,1,301397
2023-06-30,5.90,2023,2,301397
2023-09-30,7.02,2023,3,301397
2023-12-31,5.03,2023,4,301397
2024-03-31,6.11,2024,1,301397
2024-06-30,3.28,2024,2,301397
2024-09-30,3.45,2024,3,301397
2024-12-31,3.09,2024,4,301397
2025-03-31,2.93,2025,1,301397
2025-06-30,2.42,2025,2,301397
2025-09-30,2.54,2025,3,301397
2025-12-31,2.55,2025,4,301397
2026-03-31,2.31,2026,1,301397
