report_date,current_ratio_th,year,quarter,code
2012-12-31,0.64,2012,4,301246
2013-12-31,0.67,2013,4,301246
2014-05-31,False,2014,2,301246
2014-06-30,False,2014,2,301246
2014-12-31,0.86,2014,4,301246
2015-06-30,0.98,2015,2,301246
2015-12-31,0.87,2015,4,301246
2016-06-30,0.85,2016,2,301246
2016-12-31,0.83,2016,4,301246
2017-06-30,0.93,2017,2,301246
2017-12-31,0.73,2017,4,301246
2018-06-30,0.69,2018,2,301246
2018-12-31,0.71,2018,4,301246
2019-06-30,1.24,2019,2,301246
2019-12-31,1.43,2019,4,301246
2020-06-30,1.68,2020,2,301246
2020-09-30,False,2020,3,301246
2020-12-31,1.87,2020,4,301246
2021-03-31,False,2021,1,301246
2021-06-30,1.98,2021,2,301246
2021-09-30,False,2021,3,301246
2021-12-31,1.67,2021,4,301246
2022-03-31,False,2022,1,301246
2022-06-30,1.57,2022,2,301246
2022-09-30,False,2022,3,301246
2022-12-31,1.26,2022,4,301246
2023-03-31,3.31,2023,1,301246
2023-06-30,3.68,2023,2,301246
2023-09-30,4.20,2023,3,301246
2023-12-31,3.50,2023,4,301246
2024-03-31,3.52,2024,1,301246
2024-06-30,2.62,2024,2,301246
2024-09-30,2.56,2024,3,301246
2024-12-31,2.68,2024,4,301246
2025-03-31,2.62,2025,1,301246
2025-06-30,2.86,2025,2,301246
2025-09-30,2.91,2025,3,301246
2025-12-31,2.66,2025,4,301246
2026-03-31,2.88,2026,1,301246
