report_date,current_ratio_th,year,quarter,code
2019-12-31,4.53,2019,4,688172
2020-12-31,3.39,2020,4,688172
2021-06-30,False,2021,2,688172
2021-09-30,False,2021,3,688172
2021-12-31,8.19,2021,4,688172
2022-03-31,False,2022,1,688172
2022-06-30,6.91,2022,2,688172
2022-09-30,4.46,2022,3,688172
2022-12-31,7.50,2022,4,688172
2023-03-31,6.69,2023,1,688172
2023-06-30,5.72,2023,2,688172
2023-09-30,5.80,2023,3,688172
2023-12-31,5.28,2023,4,688172
2024-03-31,5.56,2024,1,688172
2024-06-30,5.04,2024,2,688172
2024-09-30,4.46,2024,3,688172
2024-12-31,3.09,2024,4,688172
2025-03-31,3.17,2025,1,688172
2025-06-30,3.46,2025,2,688172
2025-09-30,4.87,2025,3,688172
2025-12-31,3.18,2025,4,688172
2026-03-31,3.83,2026,1,688172
