report_date,current_ratio_th,year,quarter,code
2008-12-31,1.07,2008,4,002624
2009-12-31,1.57,2009,4,002624
2010-09-30,False,2010,3,002624
2010-12-31,1.45,2010,4,002624
2011-03-31,False,2011,1,002624
2011-06-30,1.35,2011,2,002624
2011-09-30,1.27,2011,3,002624
2011-12-31,2.36,2011,4,002624
2012-03-31,3.07,2012,1,002624
2012-06-30,2.22,2012,2,002624
2012-09-30,2.54,2012,3,002624
2012-12-31,1.76,2012,4,002624
2013-03-31,1.91,2013,1,002624
2013-06-30,1.49,2013,2,002624
2013-09-30,1.47,2013,3,002624
2013-12-31,1.46,2013,4,002624
2014-03-31,1.42,2014,1,002624
2014-06-30,1.30,2014,2,002624
2014-09-30,1.29,2014,3,002624
2014-12-31,2.72,2014,4,002624
2015-03-31,2.28,2015,1,002624
2015-06-30,2.91,2015,2,002624
2015-09-30,2.38,2015,3,002624
2015-12-31,2.02,2015,4,002624
2016-03-31,3.33,2016,1,002624
2016-06-30,2.45,2016,2,002624
2016-09-30,2.47,2016,3,002624
2016-12-31,2.65,2016,4,002624
2017-03-31,2.99,2017,1,002624
2017-06-30,2.23,2017,2,002624
2017-09-30,2.03,2017,3,002624
2017-12-31,1.96,2017,4,002624
2018-03-31,2.56,2018,1,002624
2018-06-30,2.27,2018,2,002624
2018-09-30,2.60,2018,3,002624
2018-12-31,2.75,2018,4,002624
2019-03-31,3.03,2019,1,002624
2019-06-30,2.61,2019,2,002624
2019-09-30,2.57,2019,3,002624
2019-12-31,2.11,2019,4,002624
2020-03-31,1.81,2020,1,002624
2020-06-30,2.03,2020,2,002624
2020-09-30,2.06,2020,3,002624
2020-12-31,1.88,2020,4,002624
2021-03-31,2.20,2021,1,002624
2021-06-30,1.93,2021,2,002624
2021-09-30,2.01,2021,3,002624
2021-12-31,1.74,2021,4,002624
2022-03-31,1.96,2022,1,002624
2022-06-30,1.44,2022,2,002624
2022-09-30,1.50,2022,3,002624
2022-12-31,1.55,2022,4,002624
2023-03-31,1.70,2023,1,002624
2023-06-30,1.90,2023,2,002624
2023-09-30,1.99,2023,3,002624
2023-12-31,1.97,2023,4,002624
2024-03-31,2.15,2024,1,002624
2024-06-30,1.81,2024,2,002624
2024-09-30,1.84,2024,3,002624
2024-12-31,1.67,2024,4,002624
2025-03-31,1.88,2025,1,002624
2025-06-30,1.69,2025,2,002624
2025-09-30,1.86,2025,3,002624
2025-12-31,2.02,2025,4,002624
2026-03-31,2.23,2026,1,002624
