report_date,current_ratio_th,year,quarter,code
2008-12-31,1.12,2008,4,002608
2009-12-31,1.14,2009,4,002608
2010-06-30,False,2010,2,002608
2010-09-30,False,2010,3,002608
2010-12-31,1.25,2010,4,002608
2011-03-31,False,2011,1,002608
2011-06-30,1.10,2011,2,002608
2011-09-30,1.38,2011,3,002608
2011-12-31,1.35,2011,4,002608
2012-03-31,1.27,2012,1,002608
2012-06-30,1.24,2012,2,002608
2012-09-30,1.46,2012,3,002608
2012-12-31,1.37,2012,4,002608
2013-03-31,1.31,2013,1,002608
2013-06-30,1.29,2013,2,002608
2013-09-30,1.31,2013,3,002608
2013-12-31,1.39,2013,4,002608
2014-03-31,1.45,2014,1,002608
2014-06-30,1.47,2014,2,002608
2014-09-30,1.49,2014,3,002608
2014-12-31,0.97,2014,4,002608
2015-03-31,0.93,2015,1,002608
2015-06-30,0.82,2015,2,002608
2015-09-30,0.76,2015,3,002608
2015-12-31,0.23,2015,4,002608
2016-03-31,0.17,2016,1,002608
2016-06-30,0.19,2016,2,002608
2016-09-30,0.19,2016,3,002608
2016-12-31,0.43,2016,4,002608
2017-03-31,0.42,2017,1,002608
2017-06-30,0.44,2017,2,002608
2017-09-30,0.36,2017,3,002608
2017-12-31,0.45,2017,4,002608
2018-03-31,0.51,2018,1,002608
2018-06-30,0.50,2018,2,002608
2018-09-30,0.62,2018,3,002608
2018-12-31,0.53,2018,4,002608
2019-03-31,0.89,2019,1,002608
2019-06-30,0.94,2019,2,002608
2019-09-30,0.85,2019,3,002608
2019-12-31,0.87,2019,4,002608
2020-03-31,0.96,2020,1,002608
2020-06-30,0.96,2020,2,002608
2020-09-30,1.03,2020,3,002608
2020-12-31,0.97,2020,4,002608
2021-03-31,1.00,2021,1,002608
2021-06-30,1.02,2021,2,002608
2021-09-30,1.04,2021,3,002608
2021-12-31,0.97,2021,4,002608
2022-03-31,1.01,2022,1,002608
2022-06-30,1.08,2022,2,002608
2022-09-30,1.12,2022,3,002608
2022-12-31,1.07,2022,4,002608
2023-03-31,1.31,2023,1,002608
2023-06-30,1.41,2023,2,002608
2023-09-30,1.62,2023,3,002608
2023-12-31,1.45,2023,4,002608
2024-03-31,1.67,2024,1,002608
2024-06-30,1.40,2024,2,002608
2024-09-30,1.34,2024,3,002608
2024-12-31,1.19,2024,4,002608
2025-03-31,1.12,2025,1,002608
2025-06-30,1.03,2025,2,002608
2025-09-30,0.96,2025,3,002608
2025-12-31,0.95,2025,4,002608
2026-03-31,1.03,2026,1,002608
