report_date,current_ratio_th,year,quarter,code
2015-12-31,2.41,2015,4,003043
2016-12-31,2.48,2016,4,003043
2017-12-31,2.78,2017,4,003043
2018-06-30,3.06,2018,2,003043
2018-12-31,3.78,2018,4,003043
2019-12-31,3.82,2019,4,003043
2020-03-31,False,2020,1,003043
2020-06-30,False,2020,2,003043
2020-09-30,False,2020,3,003043
2020-12-31,4.58,2020,4,003043
2021-03-31,7.83,2021,1,003043
2021-06-30,7.16,2021,2,003043
2021-09-30,7.01,2021,3,003043
2021-12-31,5.52,2021,4,003043
2022-03-31,5.36,2022,1,003043
2022-06-30,5.22,2022,2,003043
2022-09-30,5.14,2022,3,003043
2022-12-31,6.90,2022,4,003043
2023-03-31,8.50,2023,1,003043
2023-06-30,8.23,2023,2,003043
2023-09-30,8.60,2023,3,003043
2023-12-31,9.26,2023,4,003043
2024-03-31,11.71,2024,1,003043
2024-06-30,8.42,2024,2,003043
2024-09-30,2.55,2024,3,003043
2024-12-31,1.98,2024,4,003043
2025-03-31,2.19,2025,1,003043
2025-06-30,2.30,2025,2,003043
2025-09-30,2.42,2025,3,003043
2025-12-31,2.23,2025,4,003043
2026-03-31,2.11,2026,1,003043
