report_date,current_ratio_th,year,quarter,code
1994-12-31,0.55,1994,4,000898
1995-12-31,0.60,1995,4,000898
1996-12-31,1.05,1996,4,000898
1997-06-30,1.54,1997,2,000898
1997-12-31,4.73,1997,4,000898
1998-06-30,7.58,1998,2,000898
1998-12-31,3.87,1998,4,000898
1999-06-30,3.03,1999,2,000898
1999-12-31,2.32,1999,4,000898
2000-06-30,2.59,2000,2,000898
2000-12-31,2.16,2000,4,000898
2001-06-30,1.85,2001,2,000898
2001-09-30,False,2001,3,000898
2001-12-31,1.84,2001,4,000898
2002-03-31,1.75,2002,1,000898
2002-06-30,1.72,2002,2,000898
2002-09-30,1.78,2002,3,000898
2002-12-31,1.60,2002,4,000898
2003-03-31,1.67,2003,1,000898
2003-06-30,1.78,2003,2,000898
2003-09-30,1.78,2003,3,000898
2003-12-31,1.64,2003,4,000898
2004-03-31,1.91,2004,1,000898
2004-06-30,1.91,2004,2,000898
2004-09-30,1.86,2004,3,000898
2004-12-31,1.83,2004,4,000898
2005-03-31,1.86,2005,1,000898
2005-06-30,1.70,2005,2,000898
2005-09-30,1.66,2005,3,000898
2005-12-31,1.93,2005,4,000898
2006-03-31,0.69,2006,1,000898
2006-06-30,0.89,2006,2,000898
2006-09-30,1.14,2006,3,000898
2006-12-31,0.68,2006,4,000898
2007-03-31,0.75,2007,1,000898
2007-06-30,0.93,2007,2,000898
2007-09-30,1.01,2007,3,000898
2007-12-31,1.51,2007,4,000898
2008-03-31,1.55,2008,1,000898
2008-06-30,1.28,2008,2,000898
2008-09-30,1.57,2008,3,000898
2008-12-31,0.94,2008,4,000898
2009-03-31,0.90,2009,1,000898
2009-06-30,0.64,2009,2,000898
2009-09-30,0.69,2009,3,000898
2009-12-31,0.68,2009,4,000898
2010-03-31,0.74,2010,1,000898
2010-06-30,0.91,2010,2,000898
2010-09-30,0.88,2010,3,000898
2010-12-31,0.85,2010,4,000898
2011-03-31,0.87,2011,1,000898
2011-06-30,0.87,2011,2,000898
2011-09-30,0.90,2011,3,000898
2011-12-31,0.77,2011,4,000898
2012-03-31,0.70,2012,1,000898
2012-06-30,0.70,2012,2,000898
2012-09-30,0.65,2012,3,000898
2012-12-31,0.61,2012,4,000898
2013-03-31,0.70,2013,1,000898
2013-06-30,0.75,2013,2,000898
2013-09-30,0.77,2013,3,000898
2013-12-31,0.78,2013,4,000898
2014-03-31,0.79,2014,1,000898
2014-06-30,0.76,2014,2,000898
2014-09-30,0.78,2014,3,000898
2014-12-31,0.72,2014,4,000898
2015-03-31,0.72,2015,1,000898
2015-06-30,0.74,2015,2,000898
2015-09-30,0.72,2015,3,000898
2015-12-31,0.55,2015,4,000898
2016-03-31,0.57,2016,1,000898
2016-06-30,0.58,2016,2,000898
2016-09-30,0.67,2016,3,000898
2016-12-31,0.70,2016,4,000898
2017-03-31,0.79,2017,1,000898
2017-06-30,0.78,2017,2,000898
2017-09-30,0.80,2017,3,000898
2017-12-31,0.86,2017,4,000898
2018-03-31,0.93,2018,1,000898
2018-06-30,0.98,2018,2,000898
2018-09-30,0.82,2018,3,000898
2018-12-31,0.82,2018,4,000898
2019-03-31,0.84,2019,1,000898
2019-06-30,0.82,2019,2,000898
2019-09-30,0.84,2019,3,000898
2019-12-31,0.80,2019,4,000898
2020-03-31,0.87,2020,1,000898
2020-06-30,0.85,2020,2,000898
2020-09-30,0.86,2020,3,000898
2020-12-31,0.83,2020,4,000898
2021-03-31,0.94,2021,1,000898
2021-06-30,1.07,2021,2,000898
2021-09-30,1.11,2021,3,000898
2021-12-31,1.06,2021,4,000898
2022-03-31,1.03,2022,1,000898
2022-06-30,0.89,2022,2,000898
2022-09-30,0.84,2022,3,000898
2022-12-31,0.81,2022,4,000898
2023-03-31,0.84,2023,1,000898
2023-06-30,0.82,2023,2,000898
2023-09-30,0.79,2023,3,000898
2023-12-31,0.77,2023,4,000898
2024-03-31,0.74,2024,1,000898
2024-06-30,0.72,2024,2,000898
2024-09-30,0.71,2024,3,000898
2024-12-31,0.72,2024,4,000898
2025-03-31,0.61,2025,1,000898
2025-06-30,0.59,2025,2,000898
2025-09-30,0.57,2025,3,000898
2025-12-31,0.56,2025,4,000898
2026-03-31,0.56,2026,1,000898
