report_date,current_ratio_th,year,quarter,code
1994-12-31,2.10,1994,4,600062
1995-12-31,2.71,1995,4,600062
1996-12-31,1.37,1996,4,600062
1997-06-30,7.52,1997,2,600062
1997-12-31,4.21,1997,4,600062
1998-06-30,6.91,1998,2,600062
1998-12-31,2.00,1998,4,600062
1999-06-30,1.91,1999,2,600062
1999-12-31,1.52,1999,4,600062
2000-06-30,1.45,2000,2,600062
2000-12-31,1.31,2000,4,600062
2001-06-30,1.29,2001,2,600062
2001-12-31,1.46,2001,4,600062
2002-03-31,1.21,2002,1,600062
2002-06-30,1.22,2002,2,600062
2002-09-30,1.24,2002,3,600062
2002-12-31,1.11,2002,4,600062
2003-03-31,1.24,2003,1,600062
2003-06-30,1.19,2003,2,600062
2003-09-30,1.16,2003,3,600062
2003-12-31,1.04,2003,4,600062
2004-03-31,0.99,2004,1,600062
2004-06-30,0.93,2004,2,600062
2004-09-30,1.02,2004,3,600062
2004-12-31,0.96,2004,4,600062
2005-03-31,0.98,2005,1,600062
2005-06-30,1.10,2005,2,600062
2005-09-30,1.13,2005,3,600062
2005-12-31,1.19,2005,4,600062
2006-03-31,1.27,2006,1,600062
2006-06-30,1.36,2006,2,600062
2006-09-30,1.33,2006,3,600062
2006-12-31,1.48,2006,4,600062
2007-03-31,1.49,2007,1,600062
2007-06-30,1.45,2007,2,600062
2007-09-30,1.48,2007,3,600062
2007-12-31,1.84,2007,4,600062
2008-03-31,1.81,2008,1,600062
2008-06-30,2.10,2008,2,600062
2008-09-30,2.20,2008,3,600062
2008-12-31,2.49,2008,4,600062
2009-03-31,2.53,2009,1,600062
2009-06-30,2.43,2009,2,600062
2009-09-30,2.45,2009,3,600062
2009-12-31,2.54,2009,4,600062
2010-03-31,2.59,2010,1,600062
2010-06-30,2.47,2010,2,600062
2010-09-30,2.66,2010,3,600062
2010-12-31,2.68,2010,4,600062
2011-03-31,2.44,2011,1,600062
2011-06-30,2.29,2011,2,600062
2011-09-30,2.28,2011,3,600062
2011-12-31,2.24,2011,4,600062
2012-03-31,2.23,2012,1,600062
2012-06-30,2.07,2012,2,600062
2012-09-30,2.23,2012,3,600062
2012-12-31,2.31,2012,4,600062
2013-03-31,2.16,2013,1,600062
2013-06-30,2.03,2013,2,600062
2013-09-30,2.16,2013,3,600062
2013-12-31,3.77,2013,4,600062
2014-03-31,4.79,2014,1,600062
2014-06-30,4.08,2014,2,600062
2014-09-30,5.02,2014,3,600062
2014-12-31,4.75,2014,4,600062
2015-03-31,5.30,2015,1,600062
2015-06-30,5.99,2015,2,600062
2015-09-30,6.47,2015,3,600062
2015-12-31,3.40,2015,4,600062
2016-03-31,3.83,2016,1,600062
2016-06-30,3.63,2016,2,600062
2016-09-30,4.34,2016,3,600062
2016-12-31,4.24,2016,4,600062
2017-03-31,2.39,2017,1,600062
2017-06-30,3.23,2017,2,600062
2017-09-30,3.43,2017,3,600062
2017-12-31,3.95,2017,4,600062
2018-03-31,3.74,2018,1,600062
2018-06-30,2.35,2018,2,600062
2018-09-30,2.37,2018,3,600062
2018-12-31,2.41,2018,4,600062
2019-03-31,2.37,2019,1,600062
2019-06-30,2.36,2019,2,600062
2019-09-30,2.48,2019,3,600062
2019-12-31,2.58,2019,4,600062
2020-03-31,2.69,2020,1,600062
2020-06-30,2.43,2020,2,600062
2020-09-30,2.64,2020,3,600062
2020-12-31,2.55,2020,4,600062
2021-03-31,2.85,2021,1,600062
2021-06-30,2.64,2021,2,600062
2021-09-30,3.02,2021,3,600062
2021-12-31,2.75,2021,4,600062
2022-03-31,2.78,2022,1,600062
2022-06-30,2.55,2022,2,600062
2022-09-30,2.20,2022,3,600062
2022-12-31,2.38,2022,4,600062
2023-03-31,2.58,2023,1,600062
2023-06-30,2.29,2023,2,600062
2023-09-30,2.54,2023,3,600062
2023-12-31,2.42,2023,4,600062
2024-03-31,2.61,2024,1,600062
2024-06-30,1.46,2024,2,600062
2024-09-30,1.59,2024,3,600062
2024-12-31,1.87,2024,4,600062
2025-03-31,1.99,2025,1,600062
2025-06-30,2.23,2025,2,600062
2025-09-30,2.25,2025,3,600062
2025-12-31,2.35,2025,4,600062
2026-03-31,2.67,2026,1,600062
