report_date,current_ratio_th,year,quarter,code
1995-12-31,1.47,1995,4,600178
1996-12-31,1.53,1996,4,600178
1997-12-31,1.49,1997,4,600178
1998-06-30,1.69,1998,2,600178
1998-12-31,2.56,1998,4,600178
1999-06-30,2.68,1999,2,600178
1999-12-31,2.19,1999,4,600178
2000-06-30,2.09,2000,2,600178
2000-09-30,False,2000,3,600178
2000-12-31,2.01,2000,4,600178
2001-06-30,1.96,2001,2,600178
2001-09-30,3.06,2001,3,600178
2001-12-31,2.30,2001,4,600178
2002-03-31,2.07,2002,1,600178
2002-06-30,2.35,2002,2,600178
2002-09-30,2.30,2002,3,600178
2002-12-31,1.77,2002,4,600178
2003-03-31,1.68,2003,1,600178
2003-06-30,1.84,2003,2,600178
2003-09-30,1.77,2003,3,600178
2003-12-31,1.81,2003,4,600178
2004-03-31,1.72,2004,1,600178
2004-06-30,1.70,2004,2,600178
2004-09-30,1.90,2004,3,600178
2004-12-31,1.90,2004,4,600178
2005-03-31,1.67,2005,1,600178
2005-06-30,1.69,2005,2,600178
2005-09-30,1.56,2005,3,600178
2005-12-31,1.49,2005,4,600178
2006-03-31,1.43,2006,1,600178
2006-06-30,1.40,2006,2,600178
2006-09-30,1.43,2006,3,600178
2006-12-31,1.34,2006,4,600178
2007-03-31,1.34,2007,1,600178
2007-06-30,1.34,2007,2,600178
2007-09-30,1.34,2007,3,600178
2007-12-31,1.33,2007,4,600178
2008-03-31,1.32,2008,1,600178
2008-06-30,1.42,2008,2,600178
2008-09-30,1.36,2008,3,600178
2008-12-31,1.37,2008,4,600178
2009-03-31,1.27,2009,1,600178
2009-06-30,1.35,2009,2,600178
2009-09-30,1.52,2009,3,600178
2009-12-31,1.52,2009,4,600178
2010-03-31,1.69,2010,1,600178
2010-06-30,1.84,2010,2,600178
2010-09-30,1.90,2010,3,600178
2010-12-31,1.84,2010,4,600178
2011-03-31,1.92,2011,1,600178
2011-06-30,1.94,2011,2,600178
2011-09-30,1.97,2011,3,600178
2011-12-31,1.88,2011,4,600178
2012-03-31,2.08,2012,1,600178
2012-06-30,1.93,2012,2,600178
2012-09-30,2.04,2012,3,600178
2012-12-31,2.00,2012,4,600178
2013-03-31,2.13,2013,1,600178
2013-06-30,2.12,2013,2,600178
2013-09-30,2.19,2013,3,600178
2013-12-31,1.15,2013,4,600178
2014-03-31,1.11,2014,1,600178
2014-06-30,1.17,2014,2,600178
2014-09-30,1.14,2014,3,600178
2014-12-31,1.13,2014,4,600178
2015-03-31,1.05,2015,1,600178
2015-06-30,1.15,2015,2,600178
2015-09-30,1.08,2015,3,600178
2015-12-31,1.03,2015,4,600178
2016-03-31,0.99,2016,1,600178
2016-06-30,1.01,2016,2,600178
2016-09-30,0.98,2016,3,600178
2016-12-31,0.98,2016,4,600178
2017-03-31,0.97,2017,1,600178
2017-06-30,0.97,2017,2,600178
2017-09-30,0.89,2017,3,600178
2017-12-31,0.89,2017,4,600178
2018-03-31,0.87,2018,1,600178
2018-06-30,0.87,2018,2,600178
2018-09-30,0.85,2018,3,600178
2018-12-31,0.82,2018,4,600178
2019-03-31,0.82,2019,1,600178
2019-06-30,0.83,2019,2,600178
2019-09-30,0.85,2019,3,600178
2019-12-31,1.00,2019,4,600178
2020-03-31,1.00,2020,1,600178
2020-06-30,1.02,2020,2,600178
2020-09-30,1.04,2020,3,600178
2020-12-31,1.04,2020,4,600178
2021-03-31,1.38,2021,1,600178
2021-06-30,1.37,2021,2,600178
2021-09-30,1.37,2021,3,600178
2021-12-31,1.20,2021,4,600178
2022-03-31,1.22,2022,1,600178
2022-06-30,1.13,2022,2,600178
2022-09-30,1.12,2022,3,600178
2022-12-31,1.12,2022,4,600178
2023-03-31,1.18,2023,1,600178
2023-06-30,1.17,2023,2,600178
2023-09-30,1.16,2023,3,600178
2023-12-31,0.99,2023,4,600178
2024-03-31,1.13,2024,1,600178
2024-06-30,1.13,2024,2,600178
2024-09-30,1.13,2024,3,600178
2024-12-31,1.12,2024,4,600178
2025-03-31,1.14,2025,1,600178
2025-06-30,1.13,2025,2,600178
2025-09-30,1.13,2025,3,600178
2025-12-31,1.10,2025,4,600178
2026-03-31,1.12,2026,1,600178
