report_date,current_ratio_th,year,quarter,code
2011-12-31,2.02,2011,4,301130
2012-12-31,3.33,2012,4,301130
2013-12-31,2.85,2013,4,301130
2014-12-31,3.96,2014,4,301130
2015-06-30,4.81,2015,2,301130
2017-12-31,3.39,2017,4,301130
2018-12-31,4.19,2018,4,301130
2019-12-31,5.61,2019,4,301130
2020-03-31,False,2020,1,301130
2020-06-30,7.74,2020,2,301130
2020-09-30,False,2020,3,301130
2020-12-31,6.75,2020,4,301130
2021-03-31,11.18,2021,1,301130
2021-06-30,10.30,2021,2,301130
2021-09-30,14.01,2021,3,301130
2021-12-31,9.08,2021,4,301130
2022-03-31,16.35,2022,1,301130
2022-06-30,22.84,2022,2,301130
2022-09-30,22.19,2022,3,301130
2022-12-31,18.18,2022,4,301130
2023-03-31,28.46,2023,1,301130
2023-06-30,26.68,2023,2,301130
2023-09-30,26.53,2023,3,301130
2023-12-31,11.80,2023,4,301130
2024-03-31,14.54,2024,1,301130
2024-06-30,11.17,2024,2,301130
2024-09-30,8.89,2024,3,301130
2024-12-31,4.71,2024,4,301130
2025-03-31,6.53,2025,1,301130
2025-06-30,5.17,2025,2,301130
2025-09-30,6.30,2025,3,301130
2025-12-31,3.88,2025,4,301130
2026-03-31,4.73,2026,1,301130
