report_date,current_ratio_th,year,quarter,code
2019-12-31,2.26,2019,4,688693
2020-12-31,2.69,2020,4,688693
2021-09-30,False,2021,3,688693
2021-12-31,2.94,2021,4,688693
2022-03-31,False,2022,1,688693
2022-06-30,2.84,2022,2,688693
2022-09-30,False,2022,3,688693
2022-12-31,3.12,2022,4,688693
2023-03-31,3.41,2023,1,688693
2023-06-30,3.21,2023,2,688693
2023-09-30,13.24,2023,3,688693
2023-12-31,22.27,2023,4,688693
2024-03-31,21.21,2024,1,688693
2024-06-30,20.53,2024,2,688693
2024-09-30,16.38,2024,3,688693
2024-12-31,15.04,2024,4,688693
2025-03-31,12.31,2025,1,688693
2025-06-30,8.63,2025,2,688693
2025-09-30,7.57,2025,3,688693
2025-12-31,6.44,2025,4,688693
2026-03-31,5.92,2026,1,688693
