report_date,current_ratio_th,year,quarter,code
2007-12-31,0.77,2007,4,002434
2008-12-31,0.91,2008,4,002434
2009-03-31,False,2009,1,002434
2009-06-30,False,2009,2,002434
2009-09-30,False,2009,3,002434
2009-12-31,1.05,2009,4,002434
2010-03-31,1.11,2010,1,002434
2010-06-30,4.32,2010,2,002434
2010-09-30,5.63,2010,3,002434
2010-12-31,5.00,2010,4,002434
2011-03-31,5.68,2011,1,002434
2011-06-30,6.00,2011,2,002434
2011-09-30,2.72,2011,3,002434
2011-12-31,2.74,2011,4,002434
2012-03-31,2.53,2012,1,002434
2012-06-30,2.63,2012,2,002434
2012-09-30,2.29,2012,3,002434
2012-12-31,1.94,2012,4,002434
2013-03-31,2.00,2013,1,002434
2013-06-30,1.87,2013,2,002434
2013-09-30,1.96,2013,3,002434
2013-12-31,1.48,2013,4,002434
2014-03-31,1.21,2014,1,002434
2014-06-30,1.52,2014,2,002434
2014-09-30,2.57,2014,3,002434
2014-12-31,3.15,2014,4,002434
2015-03-31,2.97,2015,1,002434
2015-06-30,2.79,2015,2,002434
2015-09-30,2.16,2015,3,002434
2015-12-31,1.14,2015,4,002434
2016-03-31,1.07,2016,1,002434
2016-06-30,0.92,2016,2,002434
2016-09-30,1.01,2016,3,002434
2016-12-31,1.35,2016,4,002434
2017-03-31,1.75,2017,1,002434
2017-06-30,1.80,2017,2,002434
2017-09-30,1.94,2017,3,002434
2017-12-31,1.75,2017,4,002434
2018-03-31,1.87,2018,1,002434
2018-06-30,1.58,2018,2,002434
2018-09-30,1.59,2018,3,002434
2018-12-31,1.08,2018,4,002434
2019-03-31,1.06,2019,1,002434
2019-06-30,1.02,2019,2,002434
2019-09-30,1.04,2019,3,002434
2019-12-31,1.16,2019,4,002434
2020-03-31,1.20,2020,1,002434
2020-06-30,1.11,2020,2,002434
2020-09-30,1.10,2020,3,002434
2020-12-31,1.11,2020,4,002434
2021-03-31,1.13,2021,1,002434
2021-06-30,1.06,2021,2,002434
2021-09-30,1.14,2021,3,002434
2021-12-31,1.06,2021,4,002434
2022-03-31,1.06,2022,1,002434
2022-06-30,1.04,2022,2,002434
2022-09-30,1.05,2022,3,002434
2022-12-31,1.19,2022,4,002434
2023-03-31,1.19,2023,1,002434
2023-06-30,1.22,2023,2,002434
2023-09-30,1.24,2023,3,002434
2023-12-31,1.12,2023,4,002434
2024-03-31,1.15,2024,1,002434
2024-06-30,1.17,2024,2,002434
2024-09-30,1.21,2024,3,002434
2024-12-31,1.12,2024,4,002434
2025-03-31,1.14,2025,1,002434
2025-06-30,1.22,2025,2,002434
2025-09-30,1.27,2025,3,002434
2025-12-31,1.18,2025,4,002434
2026-03-31,1.20,2026,1,002434
