report_date,current_ratio_th,year,quarter,code
2001-12-31,1.39,2001,4,600960
2002-12-31,1.14,2002,4,600960
2003-03-31,False,2003,1,600960
2003-06-30,False,2003,2,600960
2003-09-30,False,2003,3,600960
2003-12-31,0.95,2003,4,600960
2004-03-31,1.67,2004,1,600960
2004-06-30,1.64,2004,2,600960
2004-09-30,1.68,2004,3,600960
2004-12-31,1.49,2004,4,600960
2005-03-31,1.33,2005,1,600960
2005-06-30,1.30,2005,2,600960
2005-09-30,1.26,2005,3,600960
2005-12-31,1.20,2005,4,600960
2006-03-31,1.21,2006,1,600960
2006-06-30,1.22,2006,2,600960
2006-09-30,1.18,2006,3,600960
2006-12-31,1.03,2006,4,600960
2007-03-31,0.98,2007,1,600960
2007-06-30,1.08,2007,2,600960
2007-09-30,1.04,2007,3,600960
2007-12-31,1.06,2007,4,600960
2008-03-31,1.06,2008,1,600960
2008-06-30,1.07,2008,2,600960
2008-09-30,1.04,2008,3,600960
2008-12-31,1.04,2008,4,600960
2009-03-31,1.05,2009,1,600960
2009-06-30,1.08,2009,2,600960
2009-09-30,1.25,2009,3,600960
2009-12-31,1.29,2009,4,600960
2010-03-31,1.33,2010,1,600960
2010-06-30,1.34,2010,2,600960
2010-09-30,1.37,2010,3,600960
2010-12-31,1.29,2010,4,600960
2011-03-31,1.42,2011,1,600960
2011-06-30,1.53,2011,2,600960
2011-09-30,1.55,2011,3,600960
2011-12-31,1.66,2011,4,600960
2012-03-31,1.65,2012,1,600960
2012-06-30,1.44,2012,2,600960
2012-09-30,1.39,2012,3,600960
2012-12-31,1.43,2012,4,600960
2013-03-31,1.46,2013,1,600960
2013-06-30,1.41,2013,2,600960
2013-09-30,1.50,2013,3,600960
2013-12-31,1.61,2013,4,600960
2014-03-31,1.53,2014,1,600960
2014-06-30,2.58,2014,2,600960
2014-09-30,2.55,2014,3,600960
2014-12-31,2.50,2014,4,600960
2015-03-31,2.40,2015,1,600960
2015-06-30,2.66,2015,2,600960
2015-09-30,2.84,2015,3,600960
2015-12-31,3.00,2015,4,600960
2016-03-31,1.82,2016,1,600960
2016-06-30,1.69,2016,2,600960
2016-09-30,1.74,2016,3,600960
2016-12-31,1.82,2016,4,600960
2017-03-31,2.12,2017,1,600960
2017-06-30,2.10,2017,2,600960
2017-09-30,2.12,2017,3,600960
2017-12-31,2.17,2017,4,600960
2018-03-31,2.22,2018,1,600960
2018-06-30,2.08,2018,2,600960
2018-09-30,1.95,2018,3,600960
2018-12-31,2.02,2018,4,600960
2019-03-31,1.92,2019,1,600960
2019-06-30,2.41,2019,2,600960
2019-09-30,2.84,2019,3,600960
2019-12-31,3.12,2019,4,600960
2020-03-31,2.87,2020,1,600960
2020-06-30,2.85,2020,2,600960
2020-09-30,1.91,2020,3,600960
2020-12-31,1.83,2020,4,600960
2021-03-31,2.14,2021,1,600960
2021-06-30,1.51,2021,2,600960
2021-09-30,1.56,2021,3,600960
2021-12-31,1.84,2021,4,600960
2022-03-31,1.60,2022,1,600960
2022-06-30,1.98,2022,2,600960
2022-09-30,1.99,2022,3,600960
2022-12-31,1.89,2022,4,600960
2023-03-31,1.97,2023,1,600960
2023-06-30,1.71,2023,2,600960
2023-09-30,1.55,2023,3,600960
2023-12-31,1.35,2023,4,600960
2024-03-31,1.34,2024,1,600960
2024-06-30,1.31,2024,2,600960
2024-09-30,1.29,2024,3,600960
2024-12-31,1.24,2024,4,600960
2025-03-31,1.21,2025,1,600960
2025-06-30,1.35,2025,2,600960
2025-09-30,1.45,2025,3,600960
2025-12-31,1.46,2025,4,600960
2026-03-31,1.44,2026,1,600960
