report_date,current_ratio_th,year,quarter,code
2018-12-31,1.18,2018,4,688048
2019-12-31,1.83,2019,4,688048
2020-03-31,False,2020,1,688048
2020-06-30,False,2020,2,688048
2020-12-31,2.52,2020,4,688048
2021-03-31,2.22,2021,1,688048
2021-06-30,1.92,2021,2,688048
2021-09-30,False,2021,3,688048
2021-12-31,1.69,2021,4,688048
2022-03-31,9.92,2022,1,688048
2022-06-30,9.72,2022,2,688048
2022-09-30,12.00,2022,3,688048
2022-12-31,14.37,2022,4,688048
2023-03-31,13.43,2023,1,688048
2023-06-30,11.00,2023,2,688048
2023-09-30,9.83,2023,3,688048
2023-12-31,7.83,2023,4,688048
2024-03-31,6.82,2024,1,688048
2024-06-30,6.76,2024,2,688048
2024-09-30,5.51,2024,3,688048
2024-12-31,6.28,2024,4,688048
2025-03-31,6.20,2025,1,688048
2025-06-30,4.84,2025,2,688048
2025-09-30,4.57,2025,3,688048
2025-12-31,4.46,2025,4,688048
2026-03-31,4.40,2026,1,688048
