report_date,current_ratio_th,year,quarter,code
2019-12-31,1.48,2019,4,688652
2020-12-31,2.65,2020,4,688652
2021-12-31,2.14,2021,4,688652
2022-03-31,False,2022,1,688652
2022-06-30,2.19,2022,2,688652
2022-09-30,False,2022,3,688652
2022-12-31,1.81,2022,4,688652
2023-03-31,False,2023,1,688652
2023-06-30,1.86,2023,2,688652
2023-09-30,2.00,2023,3,688652
2023-12-31,3.28,2023,4,688652
2024-03-31,2.92,2024,1,688652
2024-06-30,2.51,2024,2,688652
2024-09-30,2.23,2024,3,688652
2024-12-31,2.05,2024,4,688652
2025-03-31,2.04,2025,1,688652
2025-06-30,1.93,2025,2,688652
2025-09-30,1.91,2025,3,688652
2025-12-31,1.71,2025,4,688652
2026-03-31,1.72,2026,1,688652
