report_date,current_ratio_th,year,quarter,code
2003-12-31,1.28,2003,4,002060
2004-12-31,1.28,2004,4,002060
2005-06-30,False,2005,2,002060
2005-09-30,False,2005,3,002060
2005-12-31,1.19,2005,4,002060
2006-03-31,False,2006,1,002060
2006-06-30,1.14,2006,2,002060
2006-09-30,1.52,2006,3,002060
2006-12-31,1.42,2006,4,002060
2007-03-31,1.38,2007,1,002060
2007-06-30,1.28,2007,2,002060
2007-09-30,1.27,2007,3,002060
2007-12-31,1.25,2007,4,002060
2008-03-31,1.27,2008,1,002060
2008-06-30,1.30,2008,2,002060
2008-09-30,1.50,2008,3,002060
2008-12-31,1.26,2008,4,002060
2009-03-31,1.25,2009,1,002060
2009-06-30,1.24,2009,2,002060
2009-09-30,1.51,2009,3,002060
2009-12-31,1.28,2009,4,002060
2010-03-31,1.21,2010,1,002060
2010-06-30,1.10,2010,2,002060
2010-09-30,1.09,2010,3,002060
2010-12-31,1.13,2010,4,002060
2011-03-31,1.22,2011,1,002060
2011-06-30,1.10,2011,2,002060
2011-09-30,1.33,2011,3,002060
2011-12-31,1.22,2011,4,002060
2012-03-31,1.17,2012,1,002060
2012-06-30,1.19,2012,2,002060
2012-09-30,1.19,2012,3,002060
2012-12-31,1.03,2012,4,002060
2013-03-31,1.16,2013,1,002060
2013-06-30,1.19,2013,2,002060
2013-09-30,1.15,2013,3,002060
2013-12-31,0.94,2013,4,002060
2014-03-31,1.01,2014,1,002060
2014-06-30,1.06,2014,2,002060
2014-09-30,1.06,2014,3,002060
2014-12-31,1.07,2014,4,002060
2015-03-31,1.24,2015,1,002060
2015-06-30,1.23,2015,2,002060
2015-09-30,1.22,2015,3,002060
2015-12-31,1.06,2015,4,002060
2016-03-31,1.05,2016,1,002060
2016-06-30,1.11,2016,2,002060
2016-09-30,1.09,2016,3,002060
2016-12-31,0.95,2016,4,002060
2017-03-31,1.06,2017,1,002060
2017-06-30,0.94,2017,2,002060
2017-09-30,0.96,2017,3,002060
2017-12-31,0.94,2017,4,002060
2018-03-31,0.86,2018,1,002060
2018-06-30,0.82,2018,2,002060
2018-09-30,0.85,2018,3,002060
2018-12-31,0.83,2018,4,002060
2019-03-31,0.83,2019,1,002060
2019-06-30,0.90,2019,2,002060
2019-09-30,0.88,2019,3,002060
2019-12-31,0.90,2019,4,002060
2020-03-31,0.83,2020,1,002060
2020-06-30,0.79,2020,2,002060
2020-09-30,0.78,2020,3,002060
2020-12-31,0.81,2020,4,002060
2021-03-31,0.83,2021,1,002060
2021-06-30,0.83,2021,2,002060
2021-09-30,0.82,2021,3,002060
2021-12-31,0.82,2021,4,002060
2022-03-31,0.88,2022,1,002060
2022-06-30,0.85,2022,2,002060
2022-09-30,0.94,2022,3,002060
2022-12-31,0.93,2022,4,002060
2023-03-31,1.00,2023,1,002060
2023-06-30,1.01,2023,2,002060
2023-09-30,1.03,2023,3,002060
2023-12-31,0.99,2023,4,002060
2024-03-31,1.00,2024,1,002060
2024-06-30,1.01,2024,2,002060
2024-09-30,1.01,2024,3,002060
2024-12-31,1.02,2024,4,002060
2025-03-31,1.02,2025,1,002060
2025-06-30,1.02,2025,2,002060
2025-09-30,1.00,2025,3,002060
2025-12-31,1.00,2025,4,002060
2026-03-31,1.00,2026,1,002060
