report_date,current_ratio_th,year,quarter,code
2012-12-31,0.55,2012,4,002893
2013-12-31,0.78,2013,4,002893
2014-12-31,0.79,2014,4,002893
2015-03-31,0.89,2015,1,002893
2015-12-31,0.74,2015,4,002893
2016-06-30,False,2016,2,002893
2016-09-30,False,2016,3,002893
2016-12-31,0.81,2016,4,002893
2017-03-31,0.90,2017,1,002893
2017-06-30,0.78,2017,2,002893
2017-09-30,0.96,2017,3,002893
2017-12-31,0.91,2017,4,002893
2018-03-31,0.98,2018,1,002893
2018-06-30,0.87,2018,2,002893
2018-09-30,0.85,2018,3,002893
2018-12-31,0.93,2018,4,002893
2019-03-31,1.04,2019,1,002893
2019-06-30,1.07,2019,2,002893
2019-09-30,0.93,2019,3,002893
2019-12-31,1.16,2019,4,002893
2020-03-31,1.31,2020,1,002893
2020-06-30,0.63,2020,2,002893
2020-09-30,0.61,2020,3,002893
2020-12-31,0.64,2020,4,002893
2021-03-31,0.69,2021,1,002893
2021-06-30,0.59,2021,2,002893
2021-09-30,0.57,2021,3,002893
2021-12-31,0.62,2021,4,002893
2022-03-31,0.79,2022,1,002893
2022-06-30,0.77,2022,2,002893
2022-09-30,0.66,2022,3,002893
2022-12-31,0.72,2022,4,002893
2023-03-31,0.85,2023,1,002893
2023-06-30,0.76,2023,2,002893
2023-09-30,0.74,2023,3,002893
2023-12-31,1.31,2023,4,002893
2024-03-31,1.87,2024,1,002893
2024-06-30,1.84,2024,2,002893
2024-09-30,1.60,2024,3,002893
2024-12-31,1.41,2024,4,002893
2025-03-31,1.66,2025,1,002893
2025-06-30,1.61,2025,2,002893
2025-09-30,1.48,2025,3,002893
2025-12-31,1.23,2025,4,002893
2026-03-31,1.48,2026,1,002893
