report_date,current_ratio_th,year,quarter,code
2018-12-31,2.11,2018,4,301310
2019-12-31,1.45,2019,4,301310
2020-12-31,1.56,2020,4,301310
2021-03-31,False,2021,1,301310
2021-06-30,1.45,2021,2,301310
2021-09-30,False,2021,3,301310
2021-12-31,1.31,2021,4,301310
2022-03-31,False,2022,1,301310
2022-06-30,1.24,2022,2,301310
2022-09-30,False,2022,3,301310
2022-12-31,1.20,2022,4,301310
2023-03-31,1.19,2023,1,301310
2023-06-30,2.02,2023,2,301310
2023-09-30,2.20,2023,3,301310
2023-12-31,2.44,2023,4,301310
2024-03-31,2.40,2024,1,301310
2024-06-30,2.22,2024,2,301310
2024-09-30,1.90,2024,3,301310
2024-12-31,1.72,2024,4,301310
2025-03-31,1.78,2025,1,301310
2025-06-30,1.60,2025,2,301310
2025-09-30,1.50,2025,3,301310
2025-12-31,1.49,2025,4,301310
2026-03-31,1.45,2026,1,301310
