report_date,current_ratio_th,year,quarter,code
2006-12-31,0.91,2006,4,002318
2007-12-31,1.09,2007,4,002318
2008-09-30,False,2008,3,002318
2008-12-31,1.10,2008,4,002318
2009-03-31,False,2009,1,002318
2009-06-30,1.08,2009,2,002318
2009-09-30,1.18,2009,3,002318
2009-12-31,2.50,2009,4,002318
2010-03-31,2.21,2010,1,002318
2010-06-30,2.06,2010,2,002318
2010-09-30,2.41,2010,3,002318
2010-12-31,2.48,2010,4,002318
2011-03-31,1.76,2011,1,002318
2011-06-30,1.82,2011,2,002318
2011-09-30,1.61,2011,3,002318
2011-12-31,1.58,2011,4,002318
2012-03-31,1.48,2012,1,002318
2012-06-30,1.38,2012,2,002318
2012-09-30,1.42,2012,3,002318
2012-12-31,1.54,2012,4,002318
2013-03-31,1.43,2013,1,002318
2013-06-30,1.44,2013,2,002318
2013-09-30,1.50,2013,3,002318
2013-12-31,1.47,2013,4,002318
2014-03-31,1.98,2014,1,002318
2014-06-30,1.75,2014,2,002318
2014-09-30,1.88,2014,3,002318
2014-12-31,2.09,2014,4,002318
2015-03-31,1.97,2015,1,002318
2015-06-30,1.79,2015,2,002318
2015-09-30,1.91,2015,3,002318
2015-12-31,1.87,2015,4,002318
2016-03-31,1.85,2016,1,002318
2016-06-30,1.79,2016,2,002318
2016-09-30,1.80,2016,3,002318
2016-12-31,1.91,2016,4,002318
2017-03-31,2.02,2017,1,002318
2017-06-30,1.86,2017,2,002318
2017-09-30,1.88,2017,3,002318
2017-12-31,2.98,2017,4,002318
2018-03-31,3.15,2018,1,002318
2018-06-30,3.11,2018,2,002318
2018-09-30,3.74,2018,3,002318
2018-12-31,3.69,2018,4,002318
2019-03-31,4.23,2019,1,002318
2019-06-30,2.90,2019,2,002318
2019-09-30,3.06,2019,3,002318
2019-12-31,2.43,2019,4,002318
2020-03-31,2.40,2020,1,002318
2020-06-30,2.05,2020,2,002318
2020-09-30,2.21,2020,3,002318
2020-12-31,2.38,2020,4,002318
2021-03-31,2.52,2021,1,002318
2021-06-30,2.20,2021,2,002318
2021-09-30,2.03,2021,3,002318
2021-12-31,1.82,2021,4,002318
2022-03-31,1.82,2022,1,002318
2022-06-30,1.68,2022,2,002318
2022-09-30,1.79,2022,3,002318
2022-12-31,1.86,2022,4,002318
2023-03-31,1.92,2023,1,002318
2023-06-30,1.90,2023,2,002318
2023-09-30,1.80,2023,3,002318
2023-12-31,1.67,2023,4,002318
2024-03-31,1.71,2024,1,002318
2024-06-30,1.67,2024,2,002318
2024-09-30,1.65,2024,3,002318
2024-12-31,1.45,2024,4,002318
2025-03-31,1.45,2025,1,002318
2025-06-30,1.39,2025,2,002318
2025-09-30,1.67,2025,3,002318
2025-12-31,1.82,2025,4,002318
2026-03-31,2.13,2026,1,002318
