report_date,current_ratio_th,year,quarter,code
2011-12-31,4.21,2011,4,603258
2012-12-31,2.69,2012,4,603258
2013-12-31,2.80,2013,4,603258
2014-12-31,2.57,2014,4,603258
2015-09-30,False,2015,3,603258
2015-12-31,2.20,2015,4,603258
2016-03-31,False,2016,1,603258
2016-06-30,2.55,2016,2,603258
2016-09-30,2.56,2016,3,603258
2016-12-31,5.39,2016,4,603258
2017-03-31,6.43,2017,1,603258
2017-06-30,6.27,2017,2,603258
2017-09-30,5.54,2017,3,603258
2017-12-31,4.71,2017,4,603258
2018-03-31,5.43,2018,1,603258
2018-06-30,5.03,2018,2,603258
2018-09-30,5.52,2018,3,603258
2018-12-31,6.22,2018,4,603258
2019-03-31,3.33,2019,1,603258
2019-06-30,2.96,2019,2,603258
2019-09-30,2.71,2019,3,603258
2019-12-31,2.79,2019,4,603258
2020-03-31,2.79,2020,1,603258
2020-06-30,3.02,2020,2,603258
2020-09-30,2.90,2020,3,603258
2020-12-31,2.78,2020,4,603258
2021-03-31,3.02,2021,1,603258
2021-06-30,3.22,2021,2,603258
2021-09-30,3.29,2021,3,603258
2021-12-31,3.59,2021,4,603258
2022-03-31,3.96,2022,1,603258
2022-06-30,3.29,2022,2,603258
2022-09-30,3.55,2022,3,603258
2022-12-31,3.76,2022,4,603258
2023-03-31,3.98,2023,1,603258
2023-06-30,3.83,2023,2,603258
2023-09-30,4.02,2023,3,603258
2023-12-31,3.90,2023,4,603258
2024-03-31,4.44,2024,1,603258
2024-06-30,4.25,2024,2,603258
2024-09-30,3.60,2024,3,603258
2024-12-31,4.27,2024,4,603258
2025-03-31,4.99,2025,1,603258
2025-06-30,5.07,2025,2,603258
2025-09-30,4.95,2025,3,603258
2025-12-31,5.02,2025,4,603258
2026-03-31,5.43,2026,1,603258
