report_date,current_ratio_th,year,quarter,code
2017-12-31,4.17,2017,4,688385
2018-12-31,4.90,2018,4,688385
2019-12-31,4.05,2019,4,688385
2020-03-31,False,2020,1,688385
2020-06-30,4.13,2020,2,688385
2020-09-30,False,2020,3,688385
2020-12-31,3.90,2020,4,688385
2021-03-31,3.79,2021,1,688385
2021-06-30,3.20,2021,2,688385
2021-09-30,4.34,2021,3,688385
2021-12-31,4.27,2021,4,688385
2022-03-31,3.55,2022,1,688385
2022-06-30,3.64,2022,2,688385
2022-09-30,5.01,2022,3,688385
2022-12-31,4.79,2022,4,688385
2023-03-31,3.26,2023,1,688385
2023-06-30,3.23,2023,2,688385
2023-09-30,3.41,2023,3,688385
2023-12-31,3.16,2023,4,688385
2024-03-31,3.18,2024,1,688385
2024-06-30,3.02,2024,2,688385
2024-09-30,2.84,2024,3,688385
2024-12-31,2.91,2024,4,688385
2025-03-31,2.94,2025,1,688385
2025-06-30,3.10,2025,2,688385
2025-09-30,3.83,2025,3,688385
2025-12-31,4.02,2025,4,688385
2026-03-31,4.27,2026,1,688385
