report_date,current_ratio_th,year,quarter,code
2012-12-31,2.55,2012,4,688589
2013-12-31,3.36,2013,4,688589
2014-12-31,4.95,2014,4,688589
2015-03-31,8.19,2015,1,688589
2016-12-31,4.55,2016,4,688589
2017-12-31,3.99,2017,4,688589
2018-12-31,2.46,2018,4,688589
2019-03-31,False,2019,1,688589
2019-06-30,2.38,2019,2,688589
2019-09-30,False,2019,3,688589
2019-12-31,3.00,2019,4,688589
2020-03-31,3.58,2020,1,688589
2020-06-30,2.83,2020,2,688589
2020-09-30,7.46,2020,3,688589
2020-12-31,8.58,2020,4,688589
2021-03-31,9.23,2021,1,688589
2021-06-30,6.67,2021,2,688589
2021-09-30,7.10,2021,3,688589
2021-12-31,4.28,2021,4,688589
2022-03-31,4.79,2022,1,688589
2022-06-30,5.08,2022,2,688589
2022-09-30,5.29,2022,3,688589
2022-12-31,4.43,2022,4,688589
2023-03-31,4.94,2023,1,688589
2023-06-30,4.72,2023,2,688589
2023-09-30,8.36,2023,3,688589
2023-12-31,9.12,2023,4,688589
2024-03-31,9.92,2024,1,688589
2024-06-30,9.39,2024,2,688589
2024-09-30,10.25,2024,3,688589
2024-12-31,9.44,2024,4,688589
2025-03-31,13.49,2025,1,688589
2025-06-30,11.73,2025,2,688589
2025-09-30,10.86,2025,3,688589
2025-12-31,12.26,2025,4,688589
2026-03-31,12.81,2026,1,688589
