report_date,current_ratio_th,year,quarter,code
2013-12-31,0.08,2013,4,688076
2014-12-31,0.03,2014,4,688076
2015-06-30,False,2015,2,688076
2015-08-31,False,2015,3,688076
2015-12-31,0.41,2015,4,688076
2016-06-30,0.22,2016,2,688076
2016-12-31,0.18,2016,4,688076
2017-03-31,False,2017,1,688076
2017-06-30,0.88,2017,2,688076
2017-09-30,False,2017,3,688076
2017-12-31,0.64,2017,4,688076
2018-03-31,1.20,2018,1,688076
2018-06-30,1.21,2018,2,688076
2018-09-30,2.13,2018,3,688076
2018-12-31,1.43,2018,4,688076
2019-03-31,2.14,2019,1,688076
2019-06-30,1.38,2019,2,688076
2019-09-30,1.05,2019,3,688076
2019-12-31,0.88,2019,4,688076
2020-03-31,False,2020,1,688076
2020-06-30,1.10,2020,2,688076
2020-09-30,False,2020,3,688076
2020-12-31,1.28,2020,4,688076
2021-03-31,1.39,2021,1,688076
2021-06-30,5.35,2021,2,688076
2021-09-30,4.80,2021,3,688076
2021-12-31,3.85,2021,4,688076
2022-03-31,3.55,2022,1,688076
2022-06-30,2.40,2022,2,688076
2022-09-30,2.11,2022,3,688076
2022-12-31,1.91,2022,4,688076
2023-03-31,1.81,2023,1,688076
2023-06-30,1.52,2023,2,688076
2023-09-30,1.19,2023,3,688076
2023-12-31,1.54,2023,4,688076
2024-03-31,1.46,2024,1,688076
2024-06-30,1.37,2024,2,688076
2024-09-30,1.27,2024,3,688076
2024-12-31,1.14,2024,4,688076
2025-03-31,1.06,2025,1,688076
2025-06-30,1.14,2025,2,688076
2025-09-30,1.34,2025,3,688076
2025-12-31,1.16,2025,4,688076
2026-03-31,1.17,2026,1,688076
