report_date,current_ratio_th,year,quarter,code
1996-12-31,1.24,1996,4,000923
1997-12-31,1.14,1997,4,000923
1998-12-31,1.54,1998,4,000923
1999-06-30,2.78,1999,2,000923
1999-12-31,2.03,1999,4,000923
2000-06-30,2.20,2000,2,000923
2000-12-31,2.19,2000,4,000923
2001-06-30,2.20,2001,2,000923
2001-12-31,1.84,2001,4,000923
2002-03-31,1.81,2002,1,000923
2002-06-30,1.65,2002,2,000923
2002-09-30,1.55,2002,3,000923
2002-12-31,1.25,2002,4,000923
2003-03-31,1.27,2003,1,000923
2003-06-30,1.27,2003,2,000923
2003-09-30,1.28,2003,3,000923
2003-12-31,1.27,2003,4,000923
2004-03-31,1.26,2004,1,000923
2004-06-30,1.24,2004,2,000923
2004-09-30,1.37,2004,3,000923
2004-12-31,1.38,2004,4,000923
2005-03-31,1.35,2005,1,000923
2005-06-30,1.32,2005,2,000923
2005-09-30,1.30,2005,3,000923
2005-12-31,1.22,2005,4,000923
2006-03-31,1.19,2006,1,000923
2006-06-30,1.17,2006,2,000923
2006-09-30,1.16,2006,3,000923
2006-12-31,1.17,2006,4,000923
2007-03-31,1.17,2007,1,000923
2007-06-30,1.17,2007,2,000923
2007-09-30,1.22,2007,3,000923
2007-12-31,1.27,2007,4,000923
2008-03-31,1.27,2008,1,000923
2008-06-30,1.23,2008,2,000923
2008-09-30,1.26,2008,3,000923
2008-12-31,1.27,2008,4,000923
2009-03-31,1.28,2009,1,000923
2009-06-30,1.29,2009,2,000923
2009-09-30,1.29,2009,3,000923
2009-12-31,1.32,2009,4,000923
2010-03-31,1.29,2010,1,000923
2010-06-30,1.27,2010,2,000923
2010-09-30,1.30,2010,3,000923
2010-12-31,1.46,2010,4,000923
2011-03-31,1.35,2011,1,000923
2011-06-30,1.34,2011,2,000923
2011-09-30,1.28,2011,3,000923
2011-12-31,1.29,2011,4,000923
2012-03-31,1.26,2012,1,000923
2012-06-30,1.17,2012,2,000923
2012-09-30,1.10,2012,3,000923
2012-12-31,1.07,2012,4,000923
2013-03-31,1.04,2013,1,000923
2013-06-30,0.99,2013,2,000923
2013-09-30,0.98,2013,3,000923
2013-12-31,0.98,2013,4,000923
2014-03-31,0.97,2014,1,000923
2014-06-30,0.97,2014,2,000923
2014-09-30,0.96,2014,3,000923
2014-12-31,0.85,2014,4,000923
2015-03-31,1.03,2015,1,000923
2015-06-30,0.83,2015,2,000923
2015-09-30,0.83,2015,3,000923
2015-12-31,0.81,2015,4,000923
2016-03-31,0.82,2016,1,000923
2016-06-30,0.80,2016,2,000923
2016-09-30,0.78,2016,3,000923
2016-12-31,0.84,2016,4,000923
2017-03-31,0.84,2017,1,000923
2017-06-30,0.84,2017,2,000923
2017-09-30,2.51,2017,3,000923
2017-12-31,2.38,2017,4,000923
2018-03-31,2.53,2018,1,000923
2018-06-30,2.19,2018,2,000923
2018-09-30,2.56,2018,3,000923
2018-12-31,2.47,2018,4,000923
2019-03-31,2.69,2019,1,000923
2019-06-30,2.85,2019,2,000923
2019-09-30,3.05,2019,3,000923
2019-12-31,4.56,2019,4,000923
2020-03-31,3.80,2020,1,000923
2020-06-30,4.54,2020,2,000923
2020-09-30,5.32,2020,3,000923
2020-12-31,5.47,2020,4,000923
2021-03-31,5.12,2021,1,000923
2021-06-30,5.62,2021,2,000923
2021-09-30,5.37,2021,3,000923
2021-12-31,7.58,2021,4,000923
2022-03-31,6.30,2022,1,000923
2022-06-30,6.18,2022,2,000923
2022-09-30,6.16,2022,3,000923
2022-12-31,7.94,2022,4,000923
2023-03-31,7.38,2023,1,000923
2023-06-30,8.42,2023,2,000923
2023-09-30,8.17,2023,3,000923
2023-12-31,6.65,2023,4,000923
2024-03-31,6.21,2024,1,000923
2024-06-30,6.40,2024,2,000923
2024-09-30,5.96,2024,3,000923
2024-12-31,6.38,2024,4,000923
2025-03-31,8.75,2025,1,000923
2025-06-30,8.36,2025,2,000923
2025-09-30,8.38,2025,3,000923
2025-12-31,5.20,2025,4,000923
2026-03-31,5.16,2026,1,000923
