report_date,current_ratio_th,year,quarter,code
1995-12-31,1.23,1995,4,000862
1996-12-31,1.28,1996,4,000862
1997-12-31,1.27,1997,4,000862
1998-06-30,6.44,1998,2,000862
1998-12-31,14.19,1998,4,000862
1999-06-30,2.81,1999,2,000862
1999-12-31,3.00,1999,4,000862
2000-06-30,2.42,2000,2,000862
2000-12-31,2.98,2000,4,000862
2001-06-30,1.90,2001,2,000862
2001-12-31,1.34,2001,4,000862
2002-03-31,1.29,2002,1,000862
2002-06-30,1.18,2002,2,000862
2002-09-30,1.19,2002,3,000862
2002-12-31,1.18,2002,4,000862
2003-03-31,1.25,2003,1,000862
2003-06-30,1.59,2003,2,000862
2003-09-30,False,2003,3,000862
2003-12-31,1.30,2003,4,000862
2004-03-31,1.40,2004,1,000862
2004-06-30,1.26,2004,2,000862
2004-09-30,1.25,2004,3,000862
2004-12-31,0.83,2004,4,000862
2005-03-31,0.85,2005,1,000862
2005-06-30,0.79,2005,2,000862
2005-09-30,0.69,2005,3,000862
2005-12-31,0.84,2005,4,000862
2006-03-31,0.83,2006,1,000862
2006-06-30,0.87,2006,2,000862
2006-09-30,0.77,2006,3,000862
2006-12-31,0.74,2006,4,000862
2007-03-31,0.69,2007,1,000862
2007-06-30,0.71,2007,2,000862
2007-09-30,0.66,2007,3,000862
2007-12-31,0.63,2007,4,000862
2008-03-31,0.70,2008,1,000862
2008-06-30,0.61,2008,2,000862
2008-09-30,0.58,2008,3,000862
2008-12-31,0.79,2008,4,000862
2009-03-31,0.83,2009,1,000862
2009-06-30,1.31,2009,2,000862
2009-09-30,1.59,2009,3,000862
2009-12-31,0.92,2009,4,000862
2010-03-31,0.81,2010,1,000862
2010-06-30,0.78,2010,2,000862
2010-09-30,0.84,2010,3,000862
2010-12-31,0.70,2010,4,000862
2011-03-31,0.92,2011,1,000862
2011-06-30,1.20,2011,2,000862
2011-09-30,1.15,2011,3,000862
2011-12-31,1.19,2011,4,000862
2012-03-31,1.30,2012,1,000862
2012-06-30,1.24,2012,2,000862
2012-09-30,1.48,2012,3,000862
2012-12-31,1.50,2012,4,000862
2013-03-31,1.95,2013,1,000862
2013-06-30,2.08,2013,2,000862
2013-09-30,2.03,2013,3,000862
2013-12-31,1.37,2013,4,000862
2014-03-31,1.41,2014,1,000862
2014-06-30,1.36,2014,2,000862
2014-09-30,1.31,2014,3,000862
2014-12-31,1.57,2014,4,000862
2015-03-31,1.21,2015,1,000862
2015-06-30,1.34,2015,2,000862
2015-09-30,1.21,2015,3,000862
2015-12-31,0.92,2015,4,000862
2016-03-31,0.87,2016,1,000862
2016-06-30,0.90,2016,2,000862
2016-09-30,0.97,2016,3,000862
2016-12-31,1.82,2016,4,000862
2017-03-31,1.96,2017,1,000862
2017-06-30,1.79,2017,2,000862
2017-09-30,1.61,2017,3,000862
2017-12-31,1.25,2017,4,000862
2018-03-31,1.31,2018,1,000862
2018-06-30,1.21,2018,2,000862
2018-09-30,1.32,2018,3,000862
2018-12-31,0.96,2018,4,000862
2019-03-31,1.00,2019,1,000862
2019-06-30,1.02,2019,2,000862
2019-09-30,1.31,2019,3,000862
2019-12-31,1.14,2019,4,000862
2020-03-31,1.19,2020,1,000862
2020-06-30,1.10,2020,2,000862
2020-09-30,1.04,2020,3,000862
2020-12-31,0.88,2020,4,000862
2021-03-31,0.95,2021,1,000862
2021-06-30,0.91,2021,2,000862
2021-09-30,0.85,2021,3,000862
2021-12-31,0.66,2021,4,000862
2022-03-31,0.71,2022,1,000862
2022-06-30,0.68,2022,2,000862
2022-09-30,0.73,2022,3,000862
2022-12-31,0.63,2022,4,000862
2023-03-31,0.61,2023,1,000862
2023-06-30,0.58,2023,2,000862
2023-09-30,0.94,2023,3,000862
2023-12-31,0.84,2023,4,000862
2024-03-31,0.84,2024,1,000862
2024-06-30,0.85,2024,2,000862
2024-09-30,0.85,2024,3,000862
2024-12-31,0.78,2024,4,000862
2025-03-31,0.80,2025,1,000862
2025-06-30,0.81,2025,2,000862
2025-09-30,0.80,2025,3,000862
2025-12-31,0.69,2025,4,000862
2026-03-31,0.75,2026,1,000862
