report_date,current_ratio_th,year,quarter,code
2018-12-31,2.42,2018,4,688498
2019-12-31,9.06,2019,4,688498
2020-12-31,10.91,2020,4,688498
2021-03-31,False,2021,1,688498
2021-06-30,8.56,2021,2,688498
2021-09-30,False,2021,3,688498
2021-12-31,3.50,2021,4,688498
2022-03-31,False,2022,1,688498
2022-06-30,3.06,2022,2,688498
2022-09-30,2.37,2022,3,688498
2022-12-31,10.60,2022,4,688498
2023-03-31,13.81,2023,1,688498
2023-06-30,15.99,2023,2,688498
2023-09-30,16.52,2023,3,688498
2023-12-31,17.12,2023,4,688498
2024-03-31,18.00,2024,1,688498
2024-06-30,24.24,2024,2,688498
2024-09-30,25.89,2024,3,688498
2024-12-31,26.16,2024,4,688498
2025-03-31,17.10,2025,1,688498
2025-06-30,13.89,2025,2,688498
2025-09-30,9.86,2025,3,688498
2025-12-31,7.38,2025,4,688498
2026-03-31,5.21,2026,1,688498
