report_date,current_ratio_th,year,quarter,code
2015-12-31,0.85,2015,4,603950
2016-12-31,1.45,2016,4,603950
2017-12-31,1.91,2017,4,603950
2018-06-30,2.22,2018,2,603950
2018-12-31,1.26,2018,4,603950
2019-03-31,False,2019,1,603950
2019-06-30,False,2019,2,603950
2019-09-30,False,2019,3,603950
2019-12-31,1.45,2019,4,603950
2020-03-31,1.53,2020,1,603950
2020-06-30,2.24,2020,2,603950
2020-09-30,2.01,2020,3,603950
2020-12-31,1.99,2020,4,603950
2021-03-31,1.97,2021,1,603950
2021-06-30,1.99,2021,2,603950
2021-09-30,2.05,2021,3,603950
2021-12-31,2.35,2021,4,603950
2022-03-31,2.38,2022,1,603950
2022-06-30,2.67,2022,2,603950
2022-09-30,2.83,2022,3,603950
2022-12-31,1.67,2022,4,603950
2023-03-31,1.99,2023,1,603950
2023-06-30,2.12,2023,2,603950
2023-09-30,2.15,2023,3,603950
2023-12-31,1.86,2023,4,603950
2024-03-31,1.75,2024,1,603950
2024-06-30,1.67,2024,2,603950
2024-09-30,1.61,2024,3,603950
2024-12-31,1.45,2024,4,603950
2025-03-31,1.33,2025,1,603950
2025-06-30,1.23,2025,2,603950
2025-09-30,1.24,2025,3,603950
2025-12-31,1.25,2025,4,603950
2026-03-31,1.29,2026,1,603950
