code,year,quarter,roe,gross_margin,net_margin,profit_yoy,asset_turnover,inventory_turnover,liability_to_asset,current_ratio,cfo_to_revenue,cfo_to_profit,interest_coverage,buy_price,pe,pb,ps
sz000799,2025,1,0.007963,0.707098,0.09218,-0.567823,0.068037,0.057096,,,,,,,,,
sz000799,2025,2,0.002312,0.685781,0.015954,-0.926004,0.112158,0.098838,,,,,,,,,
sz000799,2025,3,-0.002537,0.666574,-0.012906,-1.173587,0.156237,0.141015,,,,,,,,,
sz000799,2025,4,-0.008813,0.648981,-0.030647,-3.717605,0.221679,0.213057,,,,,,,,,
sz000858,2019,1,0.097042,0.757827,0.387248,0.306451,0.195443,0.364738,,,,,,,,,
sz000858,2019,2,0.143945,0.738146,0.361205,0.313939,0.311764,0.59745,,,,,,,,,
sz000858,2019,3,0.188739,0.738096,0.35379,0.317433,0.414888,0.805065,,,,,,,,,
sz000858,2019,4,0.252612,0.744558,0.363706,0.298434,0.520731,1.005081,,,,,,,,,
sz000858,2020,1,0.098592,0.765316,0.398281,0.183314,0.191063,0.363727,,,,,,,,,
sz000858,2020,2,0.143878,0.745393,0.369577,0.159465,0.306471,0.583506,,,,,,,,,
sz000858,2020,3,0.188184,0.745307,0.358341,0.160038,0.4118,0.809258,,,,,,,,,
sz000858,2020,4,0.24944,0.741597,0.364846,0.147303,0.520414,1.100938,,,,,,,,,
sz000858,2021,1,0.103174,0.764319,0.402183,0.213703,0.207802,0.444102,,,,,,,,,
sz000858,2021,2,0.151209,0.749551,0.376666,0.217402,0.308206,0.695519,,,,,,,,,
sz000858,2021,3,0.193901,0.752586,0.365452,0.193321,0.42834,0.918261,,,,,,,,,
sz000858,2021,4,0.253034,0.753526,0.370153,0.171857,0.530704,1.198001,,,,,,,,,
sz000858,2022,1,0.103588,0.784081,0.412767,0.162313,0.201504,0.426982,,,,,,,,,
sz000858,2022,2,0.149864,0.769196,0.384491,0.144951,0.310016,0.670598,,,,,,,,,
sz000858,2022,3,0.193702,0.759727,0.375759,0.153498,0.412716,0.92505,,,,,,,,,
sz000858,2022,4,0.250507,0.754241,0.378142,0.141311,0.513073,1.212068,,,,,,,,,
sz000858,2023,1,0.104259,0.783946,0.420904,0.152627,0.198884,0.419878,,,,,,,,,
sz000858,2023,2,0.147882,0.76777,0.39099,0.122585,0.300087,0.658872,,,,,,,,,
sz000858,2023,3,0.193331,0.758592,0.381122,0.137245,0.410724,0.955254,,,,,,,,,
sz000858,2023,4,0.248051,0.757936,0.378528,0.126958,0.523481,1.208154,,,,,,,,,
sz000858,2024,1,0.102834,0.784264,0.420162,0.116659,0.201321,0.446317,,,,,,,,,
sz000858,2024,2,0.146565,0.773611,0.391457,0.114317,0.28825,0.669852,,,,,,,,,
sz000858,2024,3,0.187506,0.770591,0.381961,0.088409,0.402896,0.892246,,,,,,,,,
sz000858,2024,4,0.242374,0.770548,0.372228,0.053066,0.504263,1.148823,,,,,,,,,
sz000858,2025,1,0.105605,0.777424,0.416021,0.050049,0.191286,0.466251,,,,,,,,,
sz000858,2025,2,0.142401,0.768278,0.381557,0.015566,0.276528,0.679731,,,,,,,,,
sz000858,2025,3,0.156003,0.749255,0.364455,-0.143759,0.330036,0.854337,,,,,,,,,
sz000858,2025,4,0.070724,0.775418,0.22989,-0.719309,0.214302,0.47531,,,,,,,,,
sz000860,2019,1,0.057734,0.383845,0.089964,0.174767,0.236758,0.369751,,,,,,,,,
sz000860,2019,2,0.086515,0.368173,0.077465,0.362551,0.420553,0.655559,,,,,,,,,
sz000860,2019,3,0.088642,0.349078,0.060695,0.290615,0.549523,0.883379,,,,,,,,,
sz000860,2019,4,0.106887,0.361968,0.054925,0.124015,0.711693,1.161282,,,,,,,,,
sz000860,2020,1,0.046388,0.284393,0.064373,-0.170461,0.260491,0.504439,,,,,,,,,
sz000860,2020,2,0.071684,0.292357,0.058415,-0.146978,0.45415,0.871431,,,,,,,,,
sz000860,2020,3,0.057089,0.27928,0.03589,-0.336108,0.597104,1.169774,,,,,,,,,
sz000860,2020,4,0.055358,0.283649,0.027486,-0.479034,0.709986,1.438331,,,,,,,,,
sz000860,2021,1,0.047073,0.289124,0.069259,0.068342,0.259381,0.551887,,,,,,,,,
sz000860,2021,2,0.059894,0.274565,0.05259,-0.130828,0.44887,0.94806,,,,,,,,,
sz000860,2021,3,0.047128,0.268618,0.032487,-0.153762,0.569588,1.300158,,,,,,,,,
sz000860,2021,4,0.013191,0.279081,0.00708,-0.753092,0.724172,1.674916,,,,,,,,,
sz000860,2022,1,0.013333,0.328515,0.0261,-0.731591,0.205484,0.487068,,,,,,,,,
sz000860,2022,2,0.005138,0.309553,0.004316,-0.941788,0.342046,0.831064,,,,,,,,,
sz000860,2022,3,0.00355,0.308239,0.001222,-0.970493,0.482478,1.152725,,,,,,,,,
sz000860,2022,4,-0.090686,0.317339,-0.059011,-7.546493,0.589101,1.414905,,,,,,,,,
sz000860,2023,1,0.045275,0.377179,0.079697,2.194728,0.213845,0.471542,,,,,,,,,
sz000860,2023,2,-0.011506,0.321554,-0.013551,-3.991258,0.329992,0.780478,,,,,,,,,
sz000860,2023,3,-0.042165,0.293948,-0.033532,-27.534167,0.480242,1.234174,,,,,,,,,
sz000860,2023,4,-0.042653,0.318015,-0.028198,0.566584,0.594709,1.816444,,,,,,,,,
sz000860,2024,1,0.064295,0.371524,0.11137,0.386872,0.274951,1.416014,,,,,,,,,
sz000860,2024,2,0.060419,0.362601,0.07489,6.059733,0.394178,1.986149,,,,,,,,,
sz000860,2024,3,0.054786,0.362578,0.053183,2.317622,0.496791,2.320897,,,,,,,,,
sz000860,2024,4,0.033511,0.360311,0.027661,1.845142,0.601141,2.60231,,,,,,,,,
sz000860,2025,1,0.039461,0.368096,0.087505,-0.368955,0.228985,1.098561,,,,,,,,,
sz000860,2025,2,0.024541,0.343592,0.039237,-0.576853,0.328078,1.601055,,,,,,,,,
sz000860,2025,3,0.011003,0.333533,0.014597,-0.779854,0.420401,2.091005,,,,,,,,,
sz000860,2025,4,-0.022138,0.322865,-0.020087,-1.57483,0.502409,2.461545,,,,,,,,,
sz000995,2019,1,,0.469862,-0.914515,0.5049,0.031672,0.066185,,,,,,,,,
sz000995,2019,2,,0.634444,-0.978074,0.452937,0.073081,0.096781,,,,,,,,,
sz000995,2019,3,,0.680536,-0.353006,0.666617,0.164965,0.172615,,,,,,,,,
sz000995,2019,4,,0.749966,0.688437,1.71409,0.303432,0.308611,,,,,,,,,
sz000995,2020,1,-0.11139,0.775325,-0.761455,0.00834,0.020188,0.017946,,,,,,,,,
sz000995,2020,2,0.04832,0.741556,0.076684,1.184524,0.092324,0.092162,,,,,,,,,
sz000995,2020,3,0.041169,0.762333,0.073635,1.286485,0.118195,0.113742,,,,,,,,,
sz000995,2020,4,0.298056,0.66793,0.329262,-0.508966,0.223184,0.312117,,,,,,,,,
sz000995,2021,1,-0.032688,0.66797,-0.360195,0.330105,0.026329,0.033782,,,,,,,,,
sz000995,2021,2,-0.094049,0.597839,-0.478185,-5.002058,0.055457,0.082465,,,,,,,,,
sz000995,2021,3,-0.130455,0.623986,-0.4507,-5.121231,0.079313,0.106371,,,,,,,,,
sz000995,2021,4,-0.105551,0.590431,-0.148809,-1.404835,0.195936,0.286734,,,,,,,,,
sz000995,2022,1,0.012681,0.663696,0.046577,1.366139,0.070909,0.077301,,,,,,,,,
sz000995,2022,2,0.023725,0.661329,0.04339,1.253708,0.147037,0.155707,,,,,,,,,
sz000995,2022,3,0.029178,0.644151,0.037004,1.233159,0.219313,0.237089,,,,,,,,,
sz000995,2022,4,0.057345,0.638245,0.054664,1.550173,0.284433,0.319574,,,,,,,,,
sz000995,2023,1,0.018231,0.644893,0.069523,0.70166,0.079729,0.082115,,,,,,,,,
sz000995,2023,2,0.022505,0.621078,0.042153,0.024998,0.152774,0.165305,,,,,,,,,
sz000995,2023,3,0.025735,0.610352,0.032209,-0.055161,0.229501,0.248566,,,,,,,,,
sz000995,2023,4,-0.117821,0.61181,-0.096868,-3.001735,0.318036,0.351896,,,,,,,,,
sz000995,2024,1,0.007132,0.646624,0.021406,-0.709754,0.076142,0.074702,,,,,,,,,
sz000995,2024,2,-0.033166,0.649615,-0.062874,-2.311607,0.13648,0.12763,,,,,,,,,
sz000995,2024,3,0.169707,0.659045,0.197722,5.173794,0.234171,0.215796,,,,,,,,,
sz000995,2024,4,0.202693,0.661475,0.159293,2.839599,0.35428,0.337592,,,,,,,,,
sz000995,2025,1,0.022336,0.670205,0.088926,3.420032,0.080722,0.076332,,,,,,,,,
sz000995,2025,2,-0.035055,0.646965,-0.090084,-0.263047,0.120948,0.116991,,,,,,,,,
sz000995,2025,3,-0.047653,0.653567,-0.081543,-1.316508,0.178482,0.165844,,,,,,,,,
sz000995,2025,4,0.08783,0.670795,0.084896,-0.475207,0.335314,0.309585,,,,,,,,,
sz002304,2019,1,0.112517,0.722906,0.369634,0.158018,0.219428,0.22458,,,,,,,,,
sz002304,2019,2,0.163314,0.709468,0.349087,0.115761,0.337346,0.347084,,,,,,,,,
sz002304,2019,3,0.204417,0.716702,0.339009,0.016018,0.440175,0.439591,,,,,,,,,
sz002304,2019,4,0.210477,0.713473,0.319378,-0.089859,0.448976,0.467875,,,,,,,,,
sz002304,2020,1,0.104611,0.737396,0.431957,-0.005396,0.175615,0.174045,,,,,,,,,
sz002304,2020,2,0.147461,0.732167,0.402262,-0.032787,0.26983,0.254868,,,,,,,,,
sz002304,2020,3,0.192403,0.732008,0.380076,0.005076,0.373203,0.362157,,,,,,,,,
sz002304,2020,4,0.199544,0.722672,0.354703,0.013338,0.393231,0.399639,,,,,,,,,
sz002304,2021,1,0.095571,0.761562,0.367586,-0.034083,0.191907,0.172677,,,,,,,,,
sz002304,2021,2,0.144912,0.744328,0.364522,0.048888,0.283685,0.269038,,,,,,,,,
sz002304,2021,3,0.178911,0.749325,0.329007,0.004247,0.398526,0.368616,,,,,,,,,
sz002304,2021,4,0.185442,0.75324,0.296362,0.003769,0.416721,0.395214,,,,,,,,,
sz002304,2022,1,0.110796,0.772978,0.382867,0.289689,0.197949,0.180363,,,,,,,,,
sz002304,2022,2,0.157729,0.739423,0.364926,0.217823,0.301951,0.303119,,,,,,,,,
sz002304,2022,3,0.202458,0.745385,0.342799,0.25752,0.410371,0.408597,,,,,,,,,
sz002304,2022,4,0.208486,0.746037,0.311889,0.249784,0.443492,0.442804,,,,,,,,,
sz002304,2023,1,0.114465,0.765967,0.38392,0.158265,0.222843,0.206021,,,,,,,,,
sz002304,2023,2,0.161703,0.761218,0.359974,0.14111,0.340364,0.304374,,,,,,,,,
sz002304,2023,3,0.20489,0.757733,0.337501,0.125833,0.457302,0.428784,,,,,,,,,
sz002304,2023,4,0.2015,0.752455,0.302502,0.067239,0.480939,0.447081,,,,,,,,,
sz002304,2024,1,0.110167,0.760349,0.37238,0.047858,0.228624,0.215549,,,,,,,,,
sz002304,2024,2,0.151662,0.753507,0.347439,0.009428,0.345267,0.305111,,,,,,,,,
sz002304,2024,3,0.16273,0.738139,0.311651,-0.160953,0.410835,0.384586,,,,,,,,,
sz002304,2024,4,0.128921,0.731572,0.230863,-0.334736,0.421129,0.400713,,,,,,,,,
sz002304,2025,1,0.070414,0.755944,0.328271,-0.399848,0.168339,0.140938,,,,,,,,,
sz002304,2025,2,0.086422,0.750205,0.293021,-0.45452,0.230088,0.19047,,,,,,,,,
sz002304,2025,3,0.07938,0.711047,0.219042,-0.537928,0.285222,0.268982,,,,,,,,,
sz002304,2025,4,0.044845,0.716022,0.114048,-0.671342,0.30508,0.272039,,,,,,,,,
sz002646,2019,1,0.020904,0.649169,0.130624,-0.440239,0.128403,0.165186,,,,,,,,,
sz002646,2019,2,0.009455,0.648592,0.028348,-0.8201,0.190613,0.236656,,,,,,,,,
sz002646,2019,3,0.011583,0.647531,0.020745,-0.792413,0.289795,0.353414,,,,,,,,,
sz002646,2019,4,0.015168,0.644227,0.017203,-0.788088,0.436337,0.522382,,,,,,,,,
sz002646,2020,1,-0.00197,0.652675,-0.036431,-1.154623,0.073886,0.075727,,,,,,,,,
sz002646,2020,2,-0.014936,0.649671,-0.112585,-3.595403,0.130378,0.132634,,,,,,,,,
sz002646,2020,3,-0.027559,0.653556,-0.131728,-5.19764,0.20191,0.203149,,,,,,,,,
sz002646,2020,4,-0.04985,0.640297,-0.163441,-6.788391,0.279323,0.290642,,,,,,,,,
sz002646,2021,1,0.031317,0.636106,0.186461,10.566492,0.141353,0.145507,,,,,,,,,
sz002646,2021,2,0.032943,0.633465,0.126432,2.837334,0.216218,0.220137,,,,,,,,,
sz002646,2021,3,0.034275,0.637654,0.098853,2.144414,0.293181,0.30395,,,,,,,,,
sz002646,2021,4,0.025489,0.630668,0.055772,1.470922,0.358255,0.37668,,,,,,,,,
sz002646,2022,1,0.03956,0.680755,0.258313,0.544484,0.131671,0.12252,,,,,,,,,
sz002646,2022,2,0.036145,0.657198,0.165325,0.344337,0.187083,0.182405,,,,,,,,,
sz002646,2022,3,0.036285,0.640339,0.124518,0.194937,0.247924,0.251043,,,,,,,,,
sz002646,2022,4,0.027503,0.62019,0.074638,0.243992,0.305257,0.319305,,,,,,,,,
sz002646,2023,1,0.027586,0.636052,0.194518,-0.292393,0.12335,0.117324,,,,,,,,,
sz002646,2023,2,0.034613,0.62949,0.142173,-0.04286,0.20482,0.195438,,,,,,,,,
sz002646,2023,3,0.037936,0.637074,0.109522,0.048433,0.289633,0.272016,,,,,,,,,
sz002646,2023,4,0.032108,0.630085,0.076724,0.262288,0.370898,0.347326,,,,,,,,,
sz002646,2024,1,0.037602,0.630184,0.206227,0.407578,0.155011,0.14435,,,,,,,,,
sz002646,2024,2,0.028025,0.594455,0.105103,-0.150386,0.227879,0.222217,,,,,,,,,
sz002646,2024,3,0.020318,0.593572,0.058322,-0.441448,0.29757,0.288682,,,,,,,,,
sz002646,2024,4,0.014952,0.598434,0.033607,-0.545801,0.376112,0.355495,,,,,,,,,
sz002646,2025,1,0.023696,0.605257,0.156553,-0.377177,0.128912,0.116808,,,,,,,,,
sz002646,2025,2,0.018044,0.586646,0.076509,-0.353887,0.201344,0.187549,,,,,,,,,
sz002646,2025,3,0.007686,0.58484,0.024888,-0.619313,0.265388,0.24558,,,,,,,,,
sz002646,2025,4,0.001522,0.581608,0.003905,-0.898035,0.33701,0.306543,,,,,,,,,
sh600000,2019,1,0.034284,,0.331942,0.149803,,,,,,,,,,,
sh600000,2019,2,0.066587,,0.332083,0.121488,,,,,,,,,,,
sh600000,2019,3,0.095587,,0.333802,0.119091,,,,,,,,,,,
sh600000,2019,4,0.114901,,0.312059,0.052924,,,,,,,,,,,
sh600000,2020,1,0.030746,,0.316289,0.054436,,,,,,,,,,,
sh600000,2020,2,0.051763,,0.288481,-0.097405,,,,,,,,,,,
sh600000,2020,3,0.079413,,0.303837,-0.075188,,,,,,,,,,,
sh600000,2020,4,0.097856,,0.300396,-0.008621,,,,,,,,,,,
sh600000,2021,1,0.028901,,0.38078,0.075699,0.006184,,,,,,,,,,
sh600000,2021,2,0.046233,,0.310214,0.032474,0.012115,,,,,,,,,,
sh600000,2021,3,0.063866,,0.293615,-0.067736,0.017919,,,,,,,,,,
sh600000,2021,4,0.081032,,0.281524,-0.088604,0.023744,,,,,,,,,,
sh600000,2022,1,0.028568,,0.391924,0.039243,0.006039,,,,,,,,,,
sh600000,2022,2,0.044527,,0.310166,0.012978,0.011854,,,,,,,,,,
sh600000,2022,3,0.059415,,0.286192,-0.02395,0.01735,,,,,,,,,,
sh600000,2022,4,0.074818,,0.275668,-0.032902,0.0224,,,,,,,,,,
sh600000,2023,1,0.022428,,0.335905,-0.175894,0.005474,,,,,,,,,,
sh600000,2023,2,0.032797,,0.258851,-0.228167,0.010345,,,,,,,,,,
sh600000,2023,3,0.039596,,0.215277,-0.304669,0.015168,,,,,,,,,,
sh600000,2023,4,0.051598,,0.215811,-0.28017,0.019584,,,,,,,,,,
sh600000,2024,1,0.023738,,0.389605,0.093498,0.00502,,,,,,,,,,
sh600000,2024,2,0.036712,,0.309627,0.157061,0.009665,,,,,,,,,,
sh600000,2024,3,0.048669,,0.274856,0.248146,0.014095,,,,,,,,,,
sh600000,2024,4,0.06195,,0.268437,0.224585,0.01849,,,,,,,,,,
sh600000,2025,1,0.023725,,0.387091,0.006569,0.00483,,,,,,,,,,
sh600000,2025,2,0.038893,,0.330105,0.094057,0.009479,,,,,,,,,,
sh600000,2025,3,0.049494,,0.296122,0.097627,0.013669,,,,,,,,,,
sh600000,2025,4,0.064403,,0.289744,0.099705,0.017803,,,,,,,,,,
sh600015,2019,1,0.021398,,0.237993,0.01265,,,,,,,,,,,
sh600015,2019,2,0.044514,,0.267005,0.050935,,,,,,,,,,,
sh600015,2019,3,0.063714,,0.248485,0.051566,,,,,,,,,,,
sh600015,2019,4,0.09038,,0.260993,0.053798,,,,,,,,,,,
sh600015,2020,1,0.017912,,0.208612,0.06009,,,,,,,,,,,
sh600015,2020,2,0.03474,,0.199744,-0.10559,,,,,,,,,,,
sh600015,2020,3,0.052199,,0.202281,-0.070434,,,,,,,,,,,
sh600015,2020,4,0.077618,,0.226296,-0.024734,0.029688,,,,,,,,,,
sh600015,2021,1,0.018923,,0.230909,0.10768,0.006873,,,,,,,,,,
sh600015,2021,2,0.038839,,0.232702,0.17803,0.013911,,,,,,,,,,
sh600015,2021,3,0.056675,,0.226849,0.150563,0.020864,,,,,,,,,,
sh600015,2021,4,0.081309,,0.249327,0.108262,0.027097,,,,,,,,,,
sh600015,2022,1,0.018731,,0.238625,0.05044,0.006399,,,,,,,,,,
sh600015,2022,2,0.038487,,0.242859,0.051,0.012886,,,,,,,,,,
sh600015,2022,3,0.056459,,0.238984,0.060322,0.019409,,,,,,,,,,
sh600015,2022,4,0.080921,,0.271725,0.066393,0.024763,,,,,,,,,,
sh600015,2023,1,0.018701,,0.258122,0.041907,0.005831,,,,,,,,,,
sh600015,2023,2,0.038759,,0.25954,0.05082,0.011912,,,,,,,,,,
sh600015,2023,3,0.056975,,0.257914,0.051786,0.017766,,,,,,,,,,
sh600015,2023,4,0.082509,,0.288015,0.053158,0.022859,,,,,,,,,,
sh600015,2024,1,0.018274,,0.271593,0.006536,0.005122,,,,,,,,,,
sh600015,2024,2,0.038676,,0.262977,0.028387,0.011267,,,,,,,,,,
sh600015,2024,3,0.055229,,0.26572,0.030643,0.016542,,,,,,,,,,
sh600015,2024,4,0.081333,,0.290244,0.050326,0.02251,,,,,,,,,,
sh600015,2025,1,0.013929,,0.28427,-0.138861,0.00409,,,,,,,,,,
sh600015,2025,2,0.031526,,0.258007,-0.07636,0.0102,,,,,,,,,,
sh600015,2025,3,0.049229,,0.284613,-0.023066,0.014478,,,,,,,,,,
sh600015,2025,4,0.071794,,0.301924,-0.015782,0.02017,,,,,,,,,,
sh600016,2019,1,0.036855,,0.364076,0.055736,,,,,,,,,,,
sh600016,2019,2,0.070476,,0.362219,0.070847,,,,,,,,,,,
sh600016,2019,3,0.099897,,0.346358,0.0684,,,,,,,,,,,
sh600016,2019,4,0.11464,,0.304388,0.091278,,,,,,,,,,,
sh600016,2020,1,0.031527,,0.340766,0.052793,,,,,,,,,,,
sh600016,2020,2,0.05439,,0.29335,-0.099725,,,,,,,,,,,
sh600016,2020,3,0.070994,,0.264393,-0.178204,,,,,,,,,,,
sh600016,2020,4,0.065451,,0.189791,-0.360899,,,,,,,,,,,
sh600016,2021,1,0.027444,,0.339339,-0.130569,0.006147,,,,,,,,,,
sh600016,2021,2,0.048066,,0.304608,-0.070987,0.012521,,,,,,,,,,
sh600016,2021,3,0.063597,,0.273893,-0.055762,0.018708,,,,,,,,,,
sh600016,2021,4,0.062295,,0.20647,-0.007094,0.024283,,,,,,,,,,
sh600016,2022,1,0.023648,,0.377218,-0.054529,0.005192,,,,,,,,,,
sh600016,2022,2,0.042317,,0.335368,-0.069305,0.010397,,,,,,,,,,
sh600016,2022,3,0.057601,,0.313428,-0.048714,0.015418,,,,,,,,,,
sh600016,2022,4,0.060073,,0.251109,0.026511,0.020055,,,,,,,,,,
sh600016,2023,1,0.023422,,0.389471,0.036399,0.00495,,,,,,,,,,
sh600016,2023,2,0.039192,,0.33509,-0.03665,0.009604,,,,,,,,,,
sh600016,2023,3,0.055,,0.318304,-0.005876,0.014387,,,,,,,,,,
sh600016,2023,4,0.058509,,0.255552,0.005842,0.018863,,,,,,,,,,
sh600016,2024,1,0.021255,,0.393517,-0.058302,0.00445,,,,,,,,,,
sh600016,2024,2,0.03682,,0.338299,-0.052686,0.008817,,,,,,,,,,
sh600016,2024,3,0.048487,,0.302144,-0.092236,0.013226,,,,,,,,,,
sh600016,2024,4,0.050962,,0.240091,-0.090702,0.017597,,,,,,,,,,
sh600016,2025,1,0.019678,,0.347214,-0.052273,0.00472,,,,,,,,,,
sh600016,2025,2,0.032117,,0.296695,-0.054296,0.00929,,,,,,,,,,
sh600016,2025,3,0.042927,,0.26301,-0.070875,0.013834,,,,,,,,,,
sh600016,2025,4,0.045873,,0.214062,-0.065399,0.01826,,,,,,,,,,
sh600036,2019,1,0.045635,,0.370925,0.12282,,,,,,,,,,,
sh600036,2019,2,0.091357,,0.367734,0.133477,,,,,,,,,,,
sh600036,2019,3,0.135919,,0.374337,0.150924,,,,,,,,,,,
sh600036,2019,4,0.161309,,0.346392,0.155953,,,,,,,,,,,
sh600036,2020,1,0.044354,,0.36492,0.096364,,,,,,,,,,,
sh600036,2020,2,0.080056,,0.33756,-0.015337,,,,,,,,,,,
sh600036,2020,3,0.116541,,0.348056,-0.008886,,,,,,,,,,,
sh600036,2020,4,0.145825,,0.337229,0.048553,,,,,,,,,,,
sh600036,2021,1,0.043297,,0.380515,0.153645,0.009955,,,,,,,,,,
sh600036,2021,2,0.082712,,0.365324,0.23104,0.019568,,,,,,,,,,
sh600036,2021,3,0.123771,,0.375307,0.22429,0.0291,,,,,,,,,,
sh600036,2021,4,0.151561,,0.364779,0.233516,0.03762,,,,,,,,,,
sh600036,2022,1,0.041115,,0.394706,0.125895,0.009857,,,,,,,,,,
sh600036,2022,2,0.079484,,0.390874,0.135511,0.018877,,,,,,,,,,
sh600036,2022,3,0.12025,,0.407725,0.144379,0.027942,,,,,,,,,,
sh600036,2022,4,0.152986,,0.404005,0.152772,0.035567,,,,,,,,,,
sh600036,2023,1,0.040319,,0.432786,0.080338,0.008779,,,,,,,,,,
sh600036,2023,2,0.0788,,0.428314,0.091926,0.017095,,,,,,,,,,
sh600036,2023,3,0.116349,,0.441718,0.064744,0.025019,,,,,,,,,,
sh600036,2023,4,0.145016,,0.436438,0.062544,0.032042,,,,,,,,,,
sh600036,2024,1,0.034689,,0.444843,-0.019987,0.007665,,,,,,,,,,
sh600036,2024,2,0.068365,,0.435855,-0.013841,0.015303,,,,,,,,,,
sh600036,2024,3,0.101561,,0.451266,-0.008098,0.022282,,,,,,,,,,
sh600036,2024,4,0.128902,,0.443154,0.010493,0.029118,,,,,,,,,,
sh600036,2025,1,0.030164,,0.447911,-0.024166,0.006786,,,,,,,,,,
sh600036,2025,2,0.059581,,0.44364,0.000345,0.013702,,,,,,,,,,
sh600036,2025,3,0.091262,,0.45556,0.004367,0.020279,,,,,,,,,,
sh600036,2025,4,0.120198,,0.447738,0.010477,0.026764,,,,,,,,,,
sh600908,2019,1,0.027788,,0.375796,0.143284,,,,,,,,,,,
sh600908,2019,2,0.059027,,0.392109,0.124906,,,,,,,,,,,
sh600908,2019,3,0.086585,,0.376627,0.121024,,,,,,,,,,,
sh600908,2019,4,0.111078,,0.353688,0.163791,,,,,,,,,,,
sh600908,2020,1,0.028822,,0.324491,0.131238,,,,,,,,,,,
sh600908,2020,2,0.057433,,0.347105,0.0498,,,,,,,,,,,
sh600908,2020,3,0.084531,,0.350536,0.041835,,,,,,,,,,,
sh600908,2020,4,0.102355,,0.339311,0.055919,,,,,,,,,,,
sh600908,2021,1,0.025557,,0.334529,0.068203,0.005921,,,,,,,,,,
sh600908,2021,2,0.053362,,0.36844,0.183318,0.011597,,,,,,,,,,
sh600908,2021,3,0.081273,,0.379044,0.222717,0.016935,,,,,,,,,,
sh600908,2021,4,0.106135,,0.371991,0.223857,0.022784,,,,,,,,,,
sh600908,2022,1,0.027747,,0.373017,0.21613,0.005847,,,,,,,,,,
sh600908,2022,2,0.062609,,0.438403,0.269608,0.011389,,,,,,,,,,
sh600908,2022,3,0.088342,,0.419518,0.180082,0.016802,,,,,,,,,,
sh600908,2022,4,0.113773,,0.449074,0.243588,0.021677,,,,,,,,,,
sh600908,2023,1,0.027851,,0.443592,0.232561,0.00567,,,,,,,,,,
sh600908,2023,2,0.061443,,0.515314,0.208053,0.010939,,,,,,,,,,
sh600908,2023,3,0.083684,,0.481914,0.158932,0.015695,,,,,,,,,,
sh600908,2023,4,0.108831,,0.486566,0.097325,0.020322,,,,,,,,,,
sh600908,2024,1,0.027872,,0.460841,0.091028,0.005432,,,,,,,,,,
sh600908,2024,2,0.060874,,0.522157,0.079415,0.010543,,,,,,,,,,
sh600908,2024,3,0.080814,,0.48817,0.051707,0.014856,,,,,,,,,,
sh600908,2024,4,0.10169,,0.476792,0.020568,0.01922,,,,,,,,,,
sh600908,2025,1,0.026344,,0.458311,0.029635,0.005158,,,,,,,,,,
sh600908,2025,2,0.057837,,0.522035,0.034184,0.009989,,,,,,,,,,
sh600908,2025,3,0.077039,,0.487431,0.037097,0.014097,,,,,,,,,,
sh600908,2025,4,0.100003,,0.478927,0.024376,0.017935,,,,,,,,,,
sh600919,2019,1,0.030161,,0.344769,0.153891,,,,,,,,,,,
sh600919,2019,2,0.063138,,0.366486,0.161127,,,,,,,,,,,
sh600919,2019,3,0.093676,,0.366767,0.173099,,,,,,,,,,,
sh600919,2019,4,0.114469,,0.332632,0.127975,,,,,,,,,,,
sh600919,2020,1,0.03144,,0.334104,0.141452,,,,,,,,,,,
sh600919,2020,2,0.056062,,0.336426,0.0495,,,,,,,,,,,
sh600919,2020,3,0.081393,,0.331884,0.022168,,,,,,,,,,,
sh600919,2020,4,0.096939,,0.300228,0.044116,0.023632,,,,,,,,,,
sh600919,2021,1,0.02897,,0.351672,0.232121,0.006335,,,,,,,,,,
sh600919,2021,2,0.056446,,0.341899,0.246644,0.012568,,,,,,,,,,
sh600919,2021,3,0.084983,,0.344393,0.293988,0.01902,,,,,,,,,,
sh600919,2021,4,0.10638,,0.320038,0.306632,0.025731,,,,,,,,,,
sh600919,2022,1,0.033749,,0.399838,0.262534,0.006328,,,,,,,,,,
sh600919,2022,2,0.068312,,0.394482,0.317858,0.012791,,,,,,,,,,
sh600919,2022,3,0.102833,,0.394606,0.316299,0.019401,,,,,,,,,,
sh600919,2022,4,0.126658,,0.373414,0.291178,0.025207,,,,,,,,,,
sh600919,2023,1,0.038678,,0.450772,0.244034,0.006093,,,,,,,,,,
sh600919,2023,2,0.077453,,0.453776,0.272703,0.01238,,,,,,,,,,
sh600919,2023,3,0.112975,,0.45288,0.252745,0.018579,,,,,,,,,,
sh600919,2023,4,0.125262,,0.403981,0.138933,0.023276,,,,,,,,,,
sh600919,2024,1,0.035414,,0.443531,0.099303,0.005938,,,,,,,,,,
sh600919,2024,2,0.070249,,0.466333,0.101277,0.011604,,,,,,,,,,
sh600919,2024,3,0.10214,,0.470222,0.10244,0.017163,,,,,,,,,,
sh600919,2024,4,0.114957,,0.41213,0.109727,0.021974,,,,,,,,,,
sh600919,2025,1,0.031854,,0.452487,0.083592,0.005303,,,,,,,,,,
sh600919,2025,2,0.06394,,0.469406,0.084926,0.010266,,,,,,,,,,
sh600919,2025,3,0.095769,,0.474744,0.088693,0.015132,,,,,,,,,,
sh600919,2025,4,0.107555,,0.412586,0.089393,0.019799,,,,,,,,,,
