code,year,quarter,forward_return,industry,roe,gross_margin,net_margin,profit_yoy,asset_turnover,inventory_turnover,liability_to_asset,current_ratio,cfo_to_revenue,cfo_to_profit,interest_coverage,buy_price,pe,pb,ps,usable
603369,2019,3,,白酒,0.1,0.7464881461890001,0.32808270888437213,0.259968178367,0.9376530523527556,4.417671889303301,0.190661089067,,-0.027781476685206793,-0.0846782714629376,,,,,,True
601939,2019,3,,银行,0.0382,,0.4111703890605455,0.042010431484,0.03093161341485485,,0.914471069592,,1.494260082011683,3.634162677487096,,,,,,True
601838,2019,3,,银行,0.0398,,0.42179838000404285,0.227763081495,0.023603295308960534,,0.9359397467639999,,1.060521641153022,2.5142857142857142,,,,,,True
601818,2019,3,,银行,0.032799999999999996,,0.28759270750229,0.075350789968,0.029947510225517768,,0.9263537072360001,,-0.9284774858550362,-3.2284458598368424,,,,,,True
601658,2019,3,,银行,0.0425,,0.27065735246836,0.122084216904,0.02698239318598553,,0.9513307636189999,,5.030892133039699,18.587679540786958,,,,,,True
601398,2019,3,,银行,0.0359,,0.3482150818892489,0.040646176492999994,0.03220903974660688,,0.916949138518,,4.438087623147426,12.745248135343479,,,,,,True
601328,2019,3,,银行,0.0325,,0.3393075684380032,0.048778059828,0.025383856745938762,,0.9258225253519999,,-0.10911748544967875,-0.32158871655000004,,,,,,True
601288,2019,3,,银行,0.0374,,0.3539885916396484,0.042818714247000005,0.029255480805882986,,0.9265567488879999,,1.5699650895693484,4.435072560664707,,,,,,True
601229,2019,3,,银行,0.03495,,0.38565721832356176,0.1412,0.02525403311872073,,0.919179460438,,0.3252156514480618,0.8432764537942858,,,,,,True
601166,2019,3,,银行,0.0441,,0.4128184128184128,0.11345227980700001,0.028438986656179496,,0.9271496946640001,,-7.278640436535173,-17.63157894736842,,,,,,True
600919,2019,3,,银行,0.036699999999999997,,0.338978780359439,0.143961556943,0.022188930233174545,,0.935485085514,,2.140083085476812,6.313324637039394,,,,,,True
600892,2019,3,,游戏,-0.0001,0.933957633755,-0.2343733499783673,-2.396814861428,0.1249030805725924,0.859436090479768,0.344098597887,,-0.7939802739771724,3.3876730184999997,,,,,,True
600808,2019,3,,钢铁,0.003,0.055056452680000006,0.004726752339913115,-0.940939178919,0.9280792026680552,6.818911421502069,0.579059522751,,-0.14052696531915085,-29.7301307988,,,,,,True
600715,2019,3,,游戏,0.0005,0.266682390952,0.006817196859283068,-0.9626974624119999,0.1942482585168654,5.348805871758104,0.35661818264899997,,-0.11793974340705753,-17.3003282495,,,,,,True
600702,2019,3,,白酒,0.0391,0.7475555382740001,0.1441758704931803,0.215286651376,0.5596367584991802,1.174917046601632,0.436600509998,,-0.01551778926215334,-0.10763097326252903,,,,,,True
600382,2019,3,,钢铁,0.018600000000000002,0.9027261837289999,0.5940558701361972,0.216611127941,0.09734120062138707,82.31394405589444,0.15824915145000001,,0.8736115737297017,1.4705882352941175,,,,,,True
600199,2019,3,,白酒,0.0038,0.455701703516,0.031112591544188786,0.214514926459,0.3591332847547967,1.459216207359157,0.235771450568,,-0.5816349691440073,-18.694520137222224,,,,,,True
600022,2019,3,,钢铁,0.0068000000000000005,0.055133794200999994,0.010888038827181869,-0.75746574274,0.7883363486198965,11.105458363486575,0.582842876036,,-0.06891620875535405,-6.329533706594203,,,,,,True
600019,2019,3,,钢铁,0.015300000000000001,0.101681932133,0.04162984371139209,-0.457063438023,0.7685091915307439,5.717557178183688,0.437498773228,,0.021103207296010878,0.5069249705166667,,,,,,True
300315,2019,3,,游戏,0.0344,0.632463366389,0.5248858532268648,0.419361500801,0.22687265007311805,,0.124070076055,,0.013665733454438642,0.026035629214285712,,,,,,True
300299,2019,3,,游戏,0.0097,0.58010848078,0.10715689525658452,-0.36403568657900004,0.20570863052290647,,0.43074665013900004,,-0.14596530636319976,-1.36216438535,,,,,,True
002966,2019,3,,银行,0.0304,,0.2848266967275957,0.089315579641,0.029422739904881836,,0.92722644687,,0.4779261041618742,1.6779540318826087,,,,,,True
002517,2019,3,,游戏,0.0182,0.581059345696,0.13177509208888719,-0.641523063311,0.4377913443205323,5869.008339994996,0.14686592775399998,,-0.005848285545452685,-0.044380811675,,,,,,True
002478,2019,3,,钢铁,0.0338,0.238769852082,0.10400333890045048,1.8997829815310001,0.8077103415170525,6.440455440105178,0.293968998083,,-0.10946931365142296,-1.0525557622357142,,,,,,True
002425,2019,3,,游戏,0.0294,0.771294546598,0.4505943989767305,1.006297579978,0.20960108909600264,15.616776519905656,0.18616139287,,-0.007705847445915133,-0.017101516271428568,,,,,,True
002304,2019,3,,白酒,0.1128,0.722905693495,0.36922867301079926,0.157005519354,0.8765852107166829,3.355839710015862,0.23912346806999998,,0.01129190688269486,0.03058242143173045,,,,,,True
000995,2019,3,,白酒,,0.46986153130200004,-0.913708493469453,0.505336938295,0.12951800935790814,0.5258832323522393,2.114000481626,,0.05109704023422338,-0.05592269372499999,,,,,,True
000932,2019,3,,钢铁,0.0638,0.12913943397400002,0.04541481589045445,-0.225581990015,1.410771907879436,16.90063757136874,0.6251001430209999,,-0.02189049936855302,-0.4820122891471215,,,,,,True
000898,2019,3,,钢铁,0.008,0.081960511793,0.017046151330580878,-0.78190376569,1.0817515504604398,6.923164001698033,0.41513647368400003,,0.10757591890145417,6.310862599727274,,,,,,True
000778,2019,3,,钢铁,0.015300000000000001,0.11769144358900001,0.03017387182229615,-0.157525243944,0.816049872227391,7.263688265666423,0.566875719036,,0.012255573816770634,0.4061651049937422,,,,,,True
000568,2019,3,,白酒,0.08529999999999999,0.7915300989,0.36327125175875385,0.43077580794299997,0.6970051606187203,5.118667266431927,0.216094097349,,0.1350863342982644,0.3718607889951456,,,,,,True
603878,2019,3,,钢铁,0.0365,0.21457137178100003,0.13287302259394504,1.489119349494,0.7749794679397252,2.869442665810368,0.281488408728,,0.09489134388289754,0.7141505629241379,,,,,,True
603589,2019,3,,白酒,0.08460000000000001,0.778321393834,0.40004359627352143,0.21434672366600002,0.6267858266245485,2.657371266384559,0.227750647125,,0.04751495138992849,0.11877443316813187,,,,,,True
601997,2019,3,,银行,0.0437,,0.36909710965802034,0.123952997735,0.026825039184778132,,0.930779205514,,0.3150828984885539,0.8536585365853658,,,,,,True
601665,2019,3,,银行,0.0333,,0.38764918595936465,0.134241181288,0.023792200707062915,,0.920502005039,,2.3920247687331537,6.1705914919266664,,,,,,True
601169,2019,3,,银行,0.0359,,0.37307103310166095,0.094900605013,0.02574861582990869,,0.9244072324520001,,1.3005638878030936,3.4861025713800005,,,,,,True
600809,2019,3,,白酒,0.1268,0.7304561007549999,0.21591654260974366,0.22778571374999998,1.255320906679842,4.537077031655528,0.42689661847099997,,0.6119964003740631,2.834411819386207,,,,,,True
600782,2019,3,,钢铁,0.03873,0.089241573965,0.055490496336269596,-0.13849127472599998,1.2814050665149799,13.377527722371271,0.519233820867,,0.02599459618843601,0.4684513187791667,,,,,,True
600696,2019,3,,白酒,0.0097,0.824583633392,0.21804793163185512,-0.571649194458,0.09960966903340969,164.45396264394836,0.400390015396,,-7.009457671965335,-32.146407532999994,,,,,,True
600633,2019,3,,游戏,0.0315,0.702462649215,0.37826533425764874,1.83001931667,0.2583238047689215,327.49744139285303,0.12614645906,,0.07119024538364176,0.188201875605,,,,,,True
600581,2019,3,,钢铁,-0.0492,0.035784631209,-0.04948576876800035,-2.3464396833,0.8396454926682732,5.648994676564629,0.794027505208,,-0.05247614115374409,1.0604289366456694,,,,,,True
600519,2019,3,,白酒,0.0947,0.92111252545,0.4991623290803194,0.319096561131,0.562406195485068,3.7428369710309894,0.19117182851,,0.05291647405861436,0.10601055203045913,,,,,,True
600197,2019,3,,白酒,0.057,0.528080427514,0.2881673966471087,0.238263612516,0.4951765021188846,2.87526980055956,0.356457861521,,0.1370529975821551,0.47560202568644816,,,,,,True
300467,2019,3,,游戏,0.0322,0.810949501561,0.5409018682229523,0.39768406463399997,0.18724453998454182,13446.568519659782,0.194000506838,,0.5845958481027276,1.080779864975,,,,,,True
300113,2019,3,,游戏,0.039599999999999996,0.7108107881150001,0.2984640227574934,-0.26464067860699997,0.41417003746032155,46.33750168341458,0.16126697241,,0.060749309256682024,0.20353980588823523,,,,,,True
300002,2019,3,,游戏,-0.020499999999999997,0.750740995365,-0.35080776374194217,-1.2878048409620002,0.18622272630530828,7.155214623342267,0.21096095030099998,,-0.1639296388654191,0.4672919353803339,,,,,,True
002839,2019,3,,银行,0.0254,,0.3071061062318316,0.138535332295,0.027263204744989094,,0.9169542114079999,,1.4099537851207757,4.591096551028571,,,,,,True
002646,2019,3,,白酒,0.0209,0.649169270826,0.13802596430429323,-0.41837226443,0.5304898219173961,1.9006271620125217,0.114822651742,,-0.015723045384289685,-0.1139136789483066,,,,,,True
002605,2019,3,,游戏,0.0308,0.6721713757019999,0.14408121579746094,2.940289762516,0.5654134598960759,9.657565344307502,0.293279111361,,0.40946987543776625,2.8419379526431094,,,,,,True
000923,2019,3,,钢铁,0.016399999999999998,0.7216452026810001,0.08750850238596969,2.131052560518,0.38653188357620905,4.776616649672266,0.319069294037,,0.03269606983338693,0.3736330635527951,,,,,,True
000860,2019,3,,白酒,0.0541,0.38384533134500004,0.08993956076035228,0.171661784783,0.934215911979539,2.4856196031990567,0.6492586883379999,,0.06453738037630992,0.7175638821304949,,,,,,True
000858,2019,3,,白酒,0.09699999999999999,0.757826599304,0.36810802144364196,0.30257417343,0.7492401380862818,6.084933610759327,0.239826894958,,0.45066398737686447,1.2242710322080335,,,,,,True
300533,2019,3,,游戏,0.0181,0.934022964431,0.28269562597710196,0.546067709759,0.223612579537845,,0.12455544758300001,,0.21648300427579598,0.7657812303517242,,,,,,True
300043,2019,3,,游戏,0.011699999999999999,0.42216658006,0.06395714061370923,0.127837932838,0.3452431826637381,20.643048976585618,0.5321485493379999,,0.23658971944162913,3.6991916332000008,,,,,,True
002958,2019,3,,银行,0.037075,,0.35793618478498784,0.114925742973,0.027503624729853786,,0.922795440445,,-0.6569873762048045,-1.83548745316,,,,,,True
002936,2019,3,,银行,0.03565,,0.3661217126194855,-0.093516735125,0.023474666224385828,,0.919995977385,,2.054349609698224,5.611111111111112,,,,,,True
000596,2019,3,,白酒,0.098,0.782133258692,0.21354487562314745,0.348163707099,1.0742374360966465,6.238819198421583,0.35393026143,,0.2747272375960321,1.2865082189134616,,,,,,True
603198,2019,3,,白酒,0.0783,0.6715685413750001,0.30455429416479773,0.09023492940200001,0.7592022064524204,1.9229570085675398,0.23140934171400002,,-0.14440324565520743,-0.4741461487227273,,,,,,True
601916,2019,3,,银行,0.048600000000000004,,0.38183524519412354,0.271186858375,0.0273149961324952,,0.9377552136980001,,0.8641534496498585,2.263157894736842,,,,,,True
601077,2019,3,,银行,0.04595,,0.4961668590474862,0.294291729111,0.02696881120102631,,0.924015336566,,4.007891397582095,8.077708787878787,,,,,,True
600779,2019,3,,白酒,0.1112,0.82583569853,0.23506384517313228,0.411600441831,1.082245102227268,2.7352285461469976,0.39607521606,,0.26494069187596225,1.127100986886455,,,,,,True
600569,2019,3,,钢铁,0.0068000000000000005,0.09563580953600001,0.01013164757042844,-0.556208132071,0.6332509751944163,3.502024762703454,0.7529577626089999,,0.13357090144977285,13.183532147291666,,,,,,True
600559,2019,3,,白酒,0.0392,0.609111822976,0.10222057929146994,0.571385236197,0.7799591446392322,2.91401933193064,0.465842070399,,-0.06152133227874447,-0.6018487931214285,,,,,,True
600507,2019,3,,钢铁,0.0679,0.26066329589799997,0.11949712673354966,-0.156290484968,1.194659695764687,13.676842543350165,0.614797459301,,-0.2768944988595655,-2.317164491134375,,,,,,True
600126,2019,3,,钢铁,0.0226,0.097777421932,0.06686528351210694,-0.13326629286799999,0.9730602128441456,16.081189872102097,0.2829813288,,0.1462222917687887,2.1868192893,,,,,,True
600000,2019,3,,银行,0.0347,,0.32862790511939943,0.15057672142599998,0.030587628878571683,,0.924334033226,,3.9187327553860456,11.924528301886792,,,,,,True
002948,2019,3,,银行,0.024399999999999998,,0.2393668420036471,0.098859043677,0.025893922744014072,,0.9079269982620001,,-3.8408691610623005,-16.045953269516666,,,,,,True
002807,2019,3,,银行,0.0182,,0.22011663131696196,0.059251002634,0.029098037295550726,,0.908387151011,,0.47541375830588484,2.1598266131072212,,,,,,True
002443,2019,3,,钢铁,0.018600000000000002,0.129761572099,0.04060450204678501,3.3976340847,1.172201843272829,4.683606468915089,0.312921434649,,-0.13110051879216653,-3.22871879185,,,,,,True
002142,2019,3,,银行,0.049100000000000005,,0.41704784893549424,0.200588113974,0.027988449444910583,,0.925406797845,,-4.808193221380247,-11.52911646386154,,,,,,True
002110,2019,3,,钢铁,0.051100000000000007,0.201293377051,0.11519894502791786,-0.330230579512,1.18475701498329,12.479449378214637,0.31256712754,,0.09795617035132118,0.8503217657729591,,,,,,True
002075,2019,3,,钢铁,0.0222,0.10856748132999999,0.03451851256978359,-0.606227349578,1.057155046619841,8.343349539337186,0.333722688471,,0.07191746307372435,2.083446177709251,,,,,,True
000825,2019,3,,钢铁,0.0113,0.089595479591,0.020182620080362347,-0.76405746396,0.9933636408982669,9.86615205322644,0.547494970989,,0.0843333280098942,4.178512387098361,,,,,,True
000655,2019,3,,钢铁,0.0123,0.253802075631,0.10291635925164834,1.028224828956,0.4353239852969031,20.643464899250127,0.079469771325,,0.2274516592274613,2.2100632094,,,,,,True
603444,2019,3,,游戏,0.0708,0.900886029744,0.4220364677709607,0.388732803006,0.4782805437682347,4631.63316562447,0.189110860979,,0.43521185091987946,1.0312185892809365,,,,,,True
603323,2019,3,,银行,0.0225,,0.25007379778263406,0.120063749757,0.029185684555463907,,0.90570257458,,-2.650967403093843,-10.600740367841668,,,,,,True
601998,2019,3,,银行,0.032799999999999996,,0.2787597553258806,0.08630609896399999,0.030384159989489554,,0.9246940995699999,,-0.1755154015014804,-0.6296296296296297,,,,,,True
002624,2019,3,,游戏,0.056100000000000004,0.681076266971,0.2380222271261799,0.349451575414,0.5099250740537323,3.9100050519331666,0.39381423458599996,,-0.08558904067288677,-0.3595842359189189,,,,,,True
002318,2019,3,,钢铁,0.022400000000000003,0.231681980845,0.07098233429264882,0.48865367176,0.7869361187266799,3.7076297514323167,0.34615169214799996,,0.2105231444955437,2.9658526532473624,,,,,,True
000959,2019,3,,钢铁,0.010700000000000001,0.109483896325,0.017820131743643473,-0.45652030945600003,0.46146597968603265,11.162777518263217,0.721395945109,,0.07351103062536521,4.125167629671815,,,,,,True
000761,2019,3,,钢铁,0.0141,0.057729957245000005,0.023093437379782544,-0.225375149321,0.7832264585420936,4.3033651890821725,0.6680610871839999,,0.23432226047053328,10.1467034386,,,,,,True
601128,2019,3,,银行,0.0288,,0.2905625230086389,0.209568678418,0.03604157726399676,,0.909621361203,,3.275569441374828,11.27320002407,,,,,,True
000709,2019,3,,钢铁,0.0074,0.119306718982,0.012600960889205218,-0.008620954081999999,0.5637119452714514,5.330476691173741,0.7146283248359999,,0.20381238133781202,16.1743523474,,,,,,True
000629,2019,3,,钢铁,0.0892,0.25024492667299997,0.18544324495629957,0.610697865304,1.2504928829200563,18.779390606011255,0.29997184133,,0.13320357041090278,0.7182983151653365,,,,,,True
600928,2019,3,,银行,0.0337,,0.41207751552560856,0.1502,0.02692152070976683,,0.9103202031940001,,-0.1582785047449337,-0.38409886194117643,,,,,,True
000708,2019,3,,钢铁,0.06269999999999999,0.18644648561299998,0.07016411325999865,12.739264214073,9.664942559100334,86.07332456471477,0.38824401232100003,,0.7327759017889209,10.443742074720765,,,,,,True
000001,2019,3,,银行,0.0291,,0.22927700455721148,0.129037149356,0.0367981236084279,,0.9289163725359999,,1.8704176687561989,8.157894736842104,,,,,,True
000799,2019,3,,白酒,0.032799999999999996,0.775905962226,0.209931486833354,0.161764785178,0.4854309424415276,1.6693247025503446,0.227280503333,,-0.016961233859695894,-0.08079413962880144,,,,,,True
300031,2019,3,,游戏,0.0379,0.618699983721,0.145589517946151,0.631695495087,0.7082281452441995,9.934842047122833,0.27479058471199996,,0.07994268343116129,0.5490964223175022,,,,,,True
001227,2019,3,,银行,,,0.38931176874984247,0.082005736689,0.02388012110532885,,0.930847296506,,,,,,,,,True
601825,2019,3,,银行,,,0.45773893093249574,0.19389494008500002,0.023749318924233466,,0.921373046538,,,,,,,,,True
300459,2019,6,,游戏,0.0691,0.7267544821740001,0.3573401750902373,-0.12853547640000001,0.4786575984595445,478.97065066871517,0.375459678211,47.99992999393021,0.7108882705972824,1.9893880401714288,,,,,,True
603995,2019,6,,钢铁,0.0989,0.056334799374999994,0.020628491659248568,0.063092412626,8.74295156353423,57.8811618470598,0.443570505213,2.996770059666399,0.019919450938154545,0.9656280869776471,,,,,,True
001227,2019,6,,银行,,,0.33518968785090464,0.270605237269,0.05102717063508996,,0.932446544248,,,,,,,,,True
601003,2019,6,,钢铁,0.1134,0.102626092135,0.05530246690738981,-0.379979496101,3.7135034507046587,18.750441300564113,0.583607584175,1.8117957676612457,0.11950700291383223,2.160970560571197,,,,,,True
601963,2019,6,,银行,0.0833,,0.43912667445115716,0.065843731874,0.04776621469004843,,0.919882982197,,0.7909462797502054,1.8011802192129873,,,,,,True
601825,2019,6,,银行,,,0.439662869226386,0.232248902714,0.0492488158068046,,0.9243695435329999,,,,,,,,,True
300043,2019,6,,游戏,0.0447,0.46591609028599995,0.11216632424980605,-0.107601532379,0.7603509579385935,49.41059689196818,0.515912529326,2.5976372734235955,0.1650268458872952,1.4712690907100001,,,,,,True
601988,2019,6,,银行,0.0728,,0.41212287656333,0.045467879143,0.049713949827773475,,0.914333515494,,-0.3348561184765826,-0.8125152412526316,,,,,,True
601939,2019,6,,银行,0.0781,,0.4265625734844566,0.048718942779,0.05929848853415213,,0.915021729554,,0.3164819093594355,0.7419354838709677,,,,,,True
601658,2019,6,,银行,0.0819,,0.26397892744657714,0.149371214218,0.05626444360011622,,0.950923769578,,0.8581601440163723,3.2508660911581395,,,,,,True
601398,2019,6,,银行,0.07205,,0.37914949821071764,0.046677303948,0.05907408738694244,,0.919011122064,,2.0535910485801345,5.4163095514340425,,,,,,True
601288,2019,6,,银行,0.0729,,0.3757824611128817,0.048847472557999996,0.05391898854618363,,0.927502652434,,-0.03315727598054838,-0.08823529411764705,,,,,,True
600015,2019,6,,银行,0.0499,,0.264919466291429,0.050622820129999996,0.052664278951160784,,0.9145861274739999,,4.419529509083998,16.682539682539684,,,,,,True
600010,2019,6,,钢铁,0.019606,0.15526019419700002,0.03436051709972811,-0.26464933208,0.8352323928894207,5.515200756544306,0.6286845072239999,1.0942950009813948,-0.005931219563274558,-0.17261729635964912,,,,,,True
002966,2019,6,,银行,0.060599999999999994,,0.2953373879821471,0.104405432491,0.056852143076338305,,0.925868911726,,-1.5621098319358533,-5.289238327083334,,,,,,True
002936,2019,6,,银行,0.0825,,0.39467444896518744,0.043423494002,0.05216048203329999,,0.91764176912,,-0.7541443732768811,-1.9108011051999998,,,,,,True
002919,2019,6,,游戏,0.023399999999999997,0.375127352849,0.056150134698697604,-0.33131719940300003,1.4077918508685117,5.0894339950710075,0.156183922266,5.276996049033494,-0.2379909130082974,-4.2384744807,,,,,,True
002555,2019,6,,游戏,0.1631,0.8618032557319999,0.17016663431745158,0.289120967879,2.7697315336390123,,0.279237825491,,0.10133594923985313,0.5955100989469387,,,,,,True
603198,2019,6,,白酒,0.0975,0.6295684215189999,0.23634671808524094,0.164161419799,1.348000750532981,3.0832472111817486,0.235818014964,4.334345432232534,-0.09288950374387524,-0.393022185780357,,,,,,True
601997,2019,6,,银行,0.0866,,0.3922056610300792,0.16436932449099997,0.04934567792585791,,0.9322902857290001,,1.9562453092841756,4.98780487804878,,,,,,True
601916,2019,6,,银行,0.0745,,0.3338951476980396,0.160685032359,0.0519113545284294,,0.937207853683,,-0.2048341975615098,-0.613468626225,,,,,,True
601818,2019,6,,银行,0.0645,,0.3091065785693766,0.131065006916,0.05693024777169024,,0.92810769052,,0.24227272374356543,0.7837837837837838,,,,,,True
601328,2019,6,,银行,0.06285,,0.36172787273650364,0.04851487577,0.04781417448734693,,0.9267951151699999,,0.03217502066088926,0.08894813777407407,,,,,,True
601166,2019,6,,银行,0.0766,,0.39906792574549255,0.066018955938,0.05145191551898436,,0.925882819517,,-4.192617243976741,-10.506024096385543,,,,,,True
601009,2019,6,,银行,0.09609999999999999,,0.41340346059224026,0.150731936703,0.04936332501818075,,0.938693134878,,0.5767233462583105,1.3950617283950617,,,,,,True
600715,2019,6,,游戏,0.004699999999999999,0.332298607186,0.027053573573531563,3.1346435012979996,0.43760707370382695,11.674594133345634,0.360870809325,3.0897634423785476,-0.22466434887903144,-8.304424118624999,,,,,,True
600702,2019,6,,白酒,0.0712,0.7452246274409999,0.15192365625464072,0.118051357086,0.9498619396721377,2.0531610998900263,0.43974760803499996,14.774168732884894,-0.11288310641264826,-0.7430252088156948,,,,,,True
600569,2019,6,,钢铁,0.0276,0.108593065355,0.01685348727375383,-0.753208382725,1.6035094897610367,8.619671258464766,0.722918702077,2.062763365229016,0.024961011717909376,1.481059160781609,,,,,,True
600516,2019,6,,钢铁,0.10800000000000001,0.504471317845,0.367632515598821,-0.5426926546549999,0.877671612288546,7.8435951039719045,0.159255193815,8.966480657681444,0.8049720447905048,2.189610577506508,,,,,,True
600295,2019,6,,钢铁,0.0548,0.270375761992,0.05743214944611395,1.13077634167,0.8487587197095102,10.157407497971954,0.674442650989,2.34381335659972,0.13983450874151848,2.434777560828,,,,,,True
600199,2019,6,,白酒,-0.013500000000000002,0.413882628283,-0.06276353007114999,-6.292091418571,0.5467908054312534,2.5078827488228272,0.19413868482899999,5.490673439711467,-0.31499088676784187,5.018692964063079,,,,,,True
600036,2019,6,,银行,0.09734999999999999,,0.36595541608520543,0.130842792028,0.07690672596727373,,0.920202897717,,-0.39690686918693935,-1.0845771144278609,,,,,,True
600016,2019,6,,银行,0.07429999999999999,,0.3583099166062364,0.067695320413,0.05567624054159679,,0.922930396183,,0.7016902533538796,1.9583333333333333,,,,,,True
600000,2019,6,,银行,0.0689,,0.3289582885070544,0.123805523469,0.05861882776759078,,0.9249734380719999,,0.09223129584309936,0.2803738317757009,,,,,,True
002948,2019,6,,银行,0.0675,,0.3173363077182376,0.088553128245,0.05252050608464283,,0.913107207371,,-1.4610882493859263,-4.60422653774375,,,,,,True
