code,year,quarter,forward_return,industry,roe,gross_margin,net_margin,profit_yoy,asset_turnover,inventory_turnover,liability_to_asset,current_ratio,cfo_to_revenue,cfo_to_profit,interest_coverage,buy_price,pe,pb,ps,usable,gm_rank,gm_cfo_cross
sh600019,2022,3,0.3486887179954245,钢铁,0.048952,0.088968,0.039487,-0.544041,0.716051,5.124318,0.458671,1.246788,0.085752,2.171662,12.445817,4.14643645,9.309501,0.547253,0.289632,True,0.48255813953488375,1
sh600019,2022,4,0.0846739072478745,钢铁,0.063217,0.05842,0.038145,-0.469707,0.947947,6.94516,0.457936,1.214609,0.121592,3.187628,11.922983,5.7239788,5.1886167297297305,1.043294918918919,0.958235,True,0.32558139534883723,1
sh600019,2023,1,0.0846739072478745,钢铁,0.009433,0.052748,0.027752,-0.499958,0.199251,1.429988,0.44573,1.278738,-0.067724,-2.440348,10.612659,5.7239788,-145.58995341228072,1.2075474561403508,1.1956955438596493,True,0.4186046511627907,1
sh600019,2023,2,0.1110218920662945,钢铁,0.023236,0.05096,0.030791,-0.420886,0.4392,3.352414,0.42713,1.378925,0.036725,1.192717,12.74702,5.63108472,13.876405,0.727235,0.395162,True,0.38953488372093026,1
sh600019,2023,3,0.0927036790255122,钢铁,0.042478,0.061634,0.037914,-0.120003,0.65773,4.951342,0.42401,1.34779,0.051979,1.37095,19.023059,5.59225206,12.585116,0.701919,0.403662,True,0.47674418604651164,1
sh600019,2023,4,0.0325246769207306,钢铁,0.060484,0.062042,0.039887,-0.020529,0.890786,6.775873,0.414607,1.198963,0.073446,1.841373,16.561021,6.20865045,12.784108,0.761908,0.443295,True,0.48255813953488375,-1
sh600019,2024,1,0.0325246769207306,钢铁,0.009581,0.051295,0.028299,0.048392,0.215108,1.611428,0.408317,1.251454,-0.037252,-1.316391,8.542578,6.20865045,12.784108,0.761908,0.443295,True,0.4476744186046512,-1
sh600019,2024,2,0.1162803665526346,钢铁,0.02269,0.057289,0.032109,0.002243,0.438832,3.30603,0.004039,1.102498,0.035146,1.094579,12.862641,6.2562584,12.43207,0.740927,0.431088,True,0.4883720930232558,-1
sh600019,2024,3,0.1677977769524098,钢铁,0.029458,0.052617,0.028364,-0.287556,0.653513,5.081981,0.004051,1.171101,0.064394,2.270219,7.86978,6.1106744,15.127424,0.720196,0.431317,True,0.45348837209302323,-1
sh600019,2024,4,-0.0469383167663579,钢铁,0.036729,0.054544,0.026598,-0.376486,0.869496,6.937716,0.003966,1.204451,0.086105,3.237285,9.602707,6.4105848,19.041826,0.737667,0.476969,True,0.47674418604651164,-1
sh600022,2019,1,-0.2865168539325842,钢铁,0.007444,0.055134,0.011609,-0.74452,0.194773,2.483131,0.582843,0.78694,-0.069071,-5.94961,1.907716,1.64414862,11.910867,0.958436,0.33625,True,0.03488372093023256,1
sh600022,2019,2,-0.1383647798742137,钢铁,0.028221,0.078585,0.0228,-0.573427,0.445517,5.568486,0.592636,0.771429,-0.006149,-0.269714,3.581605,1.46864961,10.639482,0.856131,0.300358,True,0.13372093023255813,1
sh600022,2019,3,-0.0559440559440559,钢铁,0.023975,0.06759,0.014014,-0.714406,0.729229,9.049763,0.59288,0.751895,0.038014,2.712563,2.503333,1.32086097,87.902939,0.757282,0.22905,True,0.09302325581395349,1
sh600022,2019,4,0.3700787401574801,钢铁,0.028306,0.065973,0.01274,-0.61274,1.005255,12.716926,0.565833,0.685655,0.063504,4.984804,2.236728,1.17307233,30.400153,0.67577,0.181396,True,0.08139534883720931,1
sh600022,2020,1,0.3700787401574801,钢铁,0.001402,0.05558,0.008088,-0.024071,0.276057,3.654865,0.575181,0.703653,-0.034589,-4.276369,2.010204,1.17307233,30.400153,0.67577,0.181396,True,0.09883720930232558,1
sh600022,2020,2,0.4346301602881709,钢铁,0.016632,0.059599,0.016174,-0.119708,0.576538,7.955866,0.562192,0.643574,0.073116,4.520678,3.40427,1.26544023,32.793866,0.72898,0.19568,True,0.12790697674418605,-1
sh600022,2020,3,0.4407184827276655,钢铁,0.028145,0.064396,0.018065,0.555251,0.922814,12.491024,0.558455,0.611336,0.065959,3.651149,3.371394,1.24696665,7.374107291534391,1.4214533158730158,1.0602956277777775,True,0.1686046511627907,-1
sh600022,2020,4,-0.052812576464434,钢铁,0.03451,0.064492,0.018091,0.744153,1.265268,16.374739,0.549562,0.594758,0.067091,3.708569,3.908997,1.60720146,14.534298,0.875383,0.201337,True,0.1744186046511628,-1
sh600022,2021,1,-0.052812576464434,钢铁,0.02876,0.089699,0.036367,5.185518,0.376256,4.70477,0.565756,0.638393,0.143811,3.954478,6.43958,1.60720146,14.534298,0.875383,0.201337,True,0.13953488372093023,1
sh600022,2021,2,-0.1099333278514627,钢铁,0.095671,0.107698,0.054491,3.936941,0.817389,9.745448,0.554164,0.71603,0.116384,2.135844,14.367611,1.81543872,17.993370388888888,1.6386588333333332,1.3494140833333332,True,0.2616279069767442,1
sh600022,2021,3,-0.2204889776551758,钢铁,0.127686,0.105035,0.050409,2.810622,1.215268,13.679044,0.536655,0.693156,0.064694,1.283376,10.587916,1.7965279,17.993370388888888,1.6386588333333332,1.3494140833333332,True,0.23255813953488372,-1
sh600022,2021,4,-0.009317095347715,钢铁,0.057045,0.085076,0.026717,0.874885,1.571988,18.120827,0.550714,0.587692,0.076355,2.857898,8.925857,1.52232101,17.993370388888888,1.6386588333333332,1.3494140833333332,True,0.13372093023255813,1
sh600022,2022,1,-0.009317095347715,钢铁,0.026553,0.079276,0.036957,-0.08151,0.328589,3.612544,0.548692,0.587908,0.042313,1.14493,10.107761,1.52232101,5.1886167297297305,1.043294918918919,0.958235,True,0.43023255813953487,1
sh600022,2022,2,-0.0221934243745518,钢铁,0.049572,0.075015,0.033288,-0.443968,0.73562,7.77002,0.559308,0.5837,0.098086,2.946586,14.196616,1.6158615,5.1886167297297305,1.043294918918919,0.958235,True,0.4011627906976744,1
sh600022,2022,3,0.021127120115183,钢铁,0.012304,0.060021,0.012602,-0.78063,1.080299,12.233219,0.547054,0.503139,0.057832,4.589057,5.076244,1.4004133,-11.523114,0.725975,0.156291,True,0.3430232558139535,1
sh600022,2022,4,-0.1380095739287415,钢铁,0.025369,0.055585,0.013857,-0.521391,1.445202,17.415395,0.539013,0.560709,0.053367,3.851189,4.618116,1.5081374,5.1886167297297305,1.043294918918919,0.958235,True,0.29651162790697677,1
sh600022,2023,1,-0.1380095739287415,钢铁,-0.014261,0.029416,-0.011645,-1.323451,0.35822,4.481646,0.544093,0.564626,-0.071895,6.073298424242424,-1.921255,1.5081374,-145.58995341228072,1.2075474561403508,1.1956955438596493,True,0.3023255813953488,1
sh600022,2023,2,-0.170886075949367,钢铁,-0.011578,0.036503,-0.001277,-1.033648,0.683732,9.027998,0.551682,0.54081,-0.00726,20.1526364,0.858666,1.58,-49.093637,0.784702,0.164232,True,0.32558139534883723,1
sh600022,2023,3,0.076923076923077,钢铁,-0.015761,0.040276,-0.0007,-1.046,1.004653,13.193803,0.543062,0.525977,-0.002574,0.3650878275862069,0.781335,1.43,-120.741238,0.72152,0.16263,True,0.3430232558139535,1
sh600022,2023,4,0.0076923076923076,钢铁,-0.018599,0.040048,-0.00078,-1.049869,1.332839,17.729278,0.541267,0.511891,-0.013385,0.7443678064516128,0.733805,1.3,-19.110018,0.678721,0.157062,True,0.3372093023255814,1
sh600022,2024,1,0.0076923076923076,钢铁,-0.030634,0.001422,-0.034548,-1.736553,0.339174,4.249258,0.560372,0.496995,0.066247,-15.125929896551725,-8.276357,1.3,-19.110018,0.678721,0.157062,True,0.21511627906976744,-1
sh600022,2024,2,0.1603053435114503,钢铁,-0.046993,0.018658,-0.023752,-16.90517,0.675671,8.478068,0.005609,0.488154,0.033134,2.888709862068965,-7.606064,1.31,-19.257018,0.683942,0.15827,True,0.29651162790697677,-1
sh600022,2024,3,0.0454545454545454,钢铁,-0.071257,0.016358,-0.02452,-31.96051,0.963511,12.865546,0.005664,0.488888,0.024423,2.305972769230769,-6.456861,1.54,-10.902402,0.841025,0.190638,True,0.28488372093023256,-1
sh600022,2024,4,0.0992366412213739,钢铁,-0.113127,0.017363,-0.029931,-33.797853,1.243286,16.00838,0.005702,0.400556,0.002467,8.304439592592594,-8.131281,1.31,-8.574647,0.749491,0.178496,True,0.29069767441860467,-1
sh600117,2019,1,-0.1891891891891892,钢铁,0.01465,0.120916,0.005869,-0.174247,0.081423,0.552232,0.926369,0.565157,-0.006192,-1.05507,1.02863,3.7,-1.894355,3.484386,0.55109,True,0.47674418604651164,1
sh600117,2019,2,-0.0633608815426997,钢铁,0.051905,0.134116,0.009291,3.909399,0.190003,1.266258,0.924031,0.57645,0.072129,7.763626,1.167121,3.63,-1.858516,3.418465,0.540664,True,0.5465116279069767,1
sh600117,2019,3,-0.0861538461538461,钢铁,0.075955,0.125368,0.008212,1.093516,0.295816,1.92208,0.836482,0.604144,0.058799,7.160021,1.136927,3.25,-2.455198,2.850264,0.409491,True,0.5,1
sh600117,2019,4,0.2633333333333333,钢铁,0.077848,0.143515,0.014489,1.069998,0.442251,2.999371,0.76708,0.679136,0.039267,2.710105,1.381387,3.0,-170.685331,2.456207,0.32472,True,0.5930232558139535,1
sh600117,2020,1,0.2633333333333333,钢铁,-0.074032,0.103597,-0.05024,-8.694852,0.080286,0.622724,0.773328,0.689471,-0.127759,2.3277520555555555,0.348317,3.0,-170.685331,2.456207,0.32472,True,0.3430232558139535,1
sh600117,2020,2,0.2235294117647059,钢铁,0.017091,0.109487,0.011818,0.225605,0.199364,1.561595,0.771285,0.608721,0.040875,3.458588,7.161584,3.4,-193.443375,2.783702,0.368016,True,0.4186046511627907,1
sh600117,2020,3,0.2727272727272726,钢铁,0.006929,0.128294,0.010171,0.296052,0.325213,2.486598,0.770093,0.538068,0.08963,8.812696,1.146095,2.97,7.374107291534391,1.4214533158730158,1.0602956277777775,True,0.563953488372093,1
sh600117,2020,4,-0.1451187335092348,钢铁,0.04197,0.128185,0.010746,-0.241049,0.485621,3.668094,0.75831,0.50848,0.091315,8.497359,2.43418,3.79,44.575369,2.862699,0.363924,True,0.5581395348837209,-1
sh600117,2021,1,-0.1451187335092348,钢铁,-0.048182,0.112887,4.5e-05,1.00132,0.122888,0.860352,0.755544,0.507724,0.019225,428.214883,0.893121,3.79,44.575369,2.862699,0.363924,True,0.3081395348837209,1
sh600117,2021,2,-0.1129807692307692,钢铁,-0.068868,0.112745,0.003619,-0.576049,0.290074,1.989495,0.754284,0.49782,0.091577,25.30328,1.429382,4.16,17.993370388888888,1.6386588333333332,1.3494140833333332,True,0.3023255813953488,1
sh600117,2021,3,-0.1904761904761904,钢铁,-0.162236,0.096094,-0.013407,-2.748041,0.459405,3.157497,0.754617,0.474427,0.08025,1.092964048780488,0.644605,3.78,17.993370388888888,1.6386588333333332,1.3494140833333332,True,0.18023255813953487,1
sh600117,2021,4,-0.0740740740740741,钢铁,-1.328309,0.083921,-0.218077,-25.630748,0.626938,4.757587,0.881953,0.547786,0.114994,1.393076365853659,-3.87416,3.24,17.993370388888888,1.6386588333333332,1.3494140833333332,True,0.12209302325581395,-1
sh600117,2022,1,-0.0740740740740741,钢铁,-1.079198,0.035823,-0.094388,-2536.732715,0.171641,1.301292,0.885704,0.482683,0.0235,2.100846307692308,-1.205829,3.24,5.1886167297297305,1.043294918918919,0.958235,True,0.20930232558139536,-1
sh600117,2022,2,-0.2113821138211381,钢铁,-5.345925,0.027325,-0.11319,-30.643459,0.302739,2.425022,0.914247,0.530868,0.038528,0.8934267894736841,-1.399506,3.69,5.1886167297297305,1.043294918918919,0.958235,True,0.1569767441860465,1
sh600117,2022,3,0.0196078431372549,钢铁,0.0367681463414634,0.006178,-0.148452,-7.701471,0.399554,3.28396,0.935754,0.591137,0.051668,3.612546606060606,-1.586214,3.06,-1.942348,-7.571402,0.311334,True,0.08139534883720931,1
sh600117,2022,4,-0.1433333333333334,钢铁,0.0307962619047619,-0.009035,-0.209574,0.390103,0.439373,3.629993,0.966484,0.434834,0.050321,3.27660146875,-2.119525,3.0,5.1886167297297305,1.043294918918919,0.958235,True,0.029069767441860465,1
sh600117,2023,1,-0.1433333333333334,钢铁,0.0070998571428571,-0.022677,-0.284267,-0.31573,0.07883,0.651714,0.988464,0.430983,0.040708,6.073298424242424,-1.756276,3.0,-145.58995341228072,1.2075474561403508,1.1956955438596493,True,0.029069767441860465,-1
sh600117,2023,2,-0.2199312714776632,钢铁,0.0127203809523809,-0.036762,-0.474575,-0.966671,0.163805,1.358118,0.952426,0.418278,0.031198,20.1526364,-4.127693,2.91,-2.535871,-2.766034,0.502404,True,0.01744186046511628,1
sh600117,2023,3,-0.1057692307692307,钢铁,0.0271085952380952,-0.049485,-0.430904,-0.336157,0.213036,1.776194,0.962925,0.403088,0.029858,0.3650878275862069,-4.215345,3.12,-2.035627,-1.622384,0.842207,True,0.011627906976744186,1
sh600117,2023,4,-0.206225680933852,钢铁,0.74773,-0.066633,0.253611,1.770497,0.320942,3.080821,0.450685,1.00872,-0.073007,-0.287868,4.929359,2.57,4.803483,1.615211,1.749046,True,0.005813953488372093,1
sh600117,2024,1,-0.206225680933852,钢铁,-0.036261,-0.045229,-0.210937,0.345833,0.084948,0.892018,0.443191,0.90594,-0.345455,-15.125929896551725,-5.543856,2.57,4.803483,1.615211,1.749046,True,0.06976744186046512,1
sh600117,2024,2,0.9647577092511012,钢铁,-0.056235,-0.047367,-0.149996,0.672088,0.198682,2.034678,0.004462,0.851795,-0.07966,2.888709862068965,-5.428784,2.27,4.242765,1.426665,1.544877,True,0.06395348837209303,1
sh600117,2024,3,0.121863799283154,钢铁,-0.077411,-0.068837,-0.14379,0.584191,0.304221,3.222853,0.004519,0.826976,-0.049726,2.305972769230769,-4.438899,2.79,3.707377,1.804208,1.578882,True,0.005813953488372093,1
sh600117,2024,4,0.2794117647058822,钢铁,-0.173638,-0.068128,-0.215315,-1.982745,0.433654,4.543493,0.004727,0.678703,-0.019436,8.304439592592594,-36.440519,2.04,-8.084625,1.499161,1.1731,True,0.011627906976744186,-1
sh600126,2019,1,0.5665925464908613,钢铁,0.023353,0.09793,0.068017,-0.12256,0.247874,3.327719,0.282981,1.809228,0.144432,2.123458,453.13022815625,4.4725564,9.378683,0.92391,0.664478,True,0.27906976744186046,1
sh600126,2019,2,0.9168820644619586,钢铁,0.037731,0.092688,0.058282,-0.37485,0.470387,5.529961,0.285486,1.822096,0.120905,2.074487,21.99332625,3.7844708,7.935809,0.78177,0.56225,True,0.23837209302325582,1
sh600126,2019,3,0.3556581986143187,钢铁,0.043369,0.074143,0.043235,-0.479557,0.732951,9.471306,0.284649,1.814965,0.065661,1.518692,12.043539580645165,3.83066873,12.67505,0.75419,0.558132,True,0.11627906976744186,1
sh600126,2019,4,-0.2820553911009114,钢铁,0.049011,0.062959,0.034884,-0.522994,1.025595,13.207872,0.272023,1.761729,0.046652,1.337363,21.23117432352941,7.00667352,42.844409,1.399743,1.02355,True,0.0755813953488372,1
sh600126,2020,1,-0.2820553911009114,钢铁,0.007483,0.037739,0.023745,-0.682263,0.21902,2.95129,0.300658,1.696687,0.136347,5.742252,11.280455852941175,7.00667352,42.844409,1.399743,1.02355,True,0.023255813953488372,1
sh600126,2020,2,-0.3557199520808396,钢铁,0.020481,0.046527,0.030571,-0.440691,0.481837,7.023588,0.316483,1.638989,0.13969,4.569396,16.342530515151513,7.2543842,44.359111,1.449229,1.059736,True,0.029069767441860465,-1
sh600126,2020,3,-0.08558331597545,钢铁,0.039186,0.062122,0.034117,-0.08186,0.793966,9.100603,0.351337,1.591346,0.140191,4.109077,22.426841294117647,5.19307747,7.374107291534391,1.4214533158730158,1.0602956277777775,True,0.1511627906976744,-1
sh600126,2020,4,-0.093177615247674,钢铁,0.058635,0.060778,0.035408,0.230708,1.207283,14.363635,0.272893,2.101194,0.070201,1.982655,23.05287723529412,5.03040348,13.965998,0.937303,0.509282,True,0.13953488372093023,-1
sh600126,2021,1,-0.093177615247674,钢铁,0.018019,0.061014,0.03441,1.571521,0.349813,2.800671,0.363422,1.76333,-0.006138,-0.178367,24.02152855882353,5.03040348,13.965998,0.937303,0.509282,True,0.06395348837209303,-1
sh600126,2021,2,0.0027664700766284,钢铁,0.049793,0.065969,0.038752,1.524102,0.887803,7.568783,0.336249,1.763892,0.052885,1.364699,44.56495045454546,4.673855,17.993370388888888,1.6386588333333332,1.3494140833333332,True,0.0872093023255814,-1
sh600126,2021,3,-0.1716828839388066,钢铁,0.080528,0.06936,0.0417,1.142553,1.361416,11.375461,0.309174,1.87941,0.046517,1.115528,28.62981005882353,4.74863668,17.993370388888888,1.6386588333333332,1.3494140833333332,True,0.09302325581395349,-1
sh600126,2021,4,0.0381493452827957,钢铁,0.081547,0.054746,0.032817,0.437377,1.764258,17.499457,0.297619,1.834936,0.047377,1.443644,29.41298006060606,4.56168248,17.993370388888888,1.6386588333333332,1.3494140833333332,True,0.05813953488372093,1
sh600126,2022,1,0.0381493452827957,钢铁,0.018841,0.05406,0.033093,0.095246,0.391391,3.33921,0.326497,1.77798,0.106761,3.226093,16.293018333333336,4.56168248,5.1886167297297305,1.043294918918919,0.958235,True,0.27906976744186046,-1
sh600126,2022,2,-0.0252516166156268,钢铁,0.025356,0.044727,0.020059,-0.476529,0.855571,7.331143,0.347502,1.662426,0.097059,4.838616,46.19094734285714,4.68678508,5.1886167297297305,1.043294918918919,0.958235,True,0.22674418604651161,-1
sh600126,2022,3,0.0810068947776235,钢铁,0.024352,0.036148,0.013664,-0.693663,1.175456,10.619517,0.379144,1.571502,0.087955,6.436802,14.79178609375,3.93337704,26.227332,0.671931,0.286241,True,0.22093023255813954,-1
sh600126,2022,4,0.0586408766682997,钢铁,0.023562,0.027368,0.011081,-0.707186,1.497098,13.768178,0.2944,1.779591,-0.00596,-0.537868,16.7858592,4.73570768,5.1886167297297305,1.043294918918919,0.958235,True,0.16279069767441862,1
sh600126,2023,1,0.0586408766682997,钢铁,0.001577,0.016908,0.002586,-0.917409,0.406518,3.120125,0.383742,1.529226,-0.023216,-8.979165,12.21986337142857,4.73570768,-145.58995341228072,1.2075474561403508,1.1956955438596493,True,0.20348837209302326,1
sh600126,2023,2,-0.1922837805736842,钢铁,0.002744,0.015876,0.002146,-0.893249,0.844194,7.277723,0.378594,1.52159,-0.000343,-0.159981,12.20795259375,4.56843618,129.087104,0.771622,0.354609,True,0.18604651162790697,1
sh600126,2023,3,-0.0357496295220726,钢铁,0.004248,0.016955,0.002189,-0.825994,1.282393,11.380692,0.389281,1.507281,-0.001184,-0.540881,14.1061009375,4.2520077,209.790213,0.722201,0.312556,True,0.20930232558139536,1
